rank,cx,cy,score,angle,flip,scale,od,bucket,matched_ann_id,matched_category,file_name,condition
20,6097.0,3315.0,3.2285166,0.0,False,1.0,0.19542823731899261,non_human_findings,-1,0,201.tiff,gray_bbox
21,2021.0,2332.0,3.2553263,0.0,False,1.0,0.19501519203186035,human_rejected_label,4452,2,201.tiff,gray_bbox
22,6535.0,405.0,3.8068645,0.0,False,1.0,0.19429455697536469,non_human_findings,-1,0,201.tiff,gray_bbox
23,1230.0,3853.0,3.476243,0.0,False,1.0,0.1942726969718933,human_rejected_label,4470,2,201.tiff,gray_bbox
24,924.0,4093.0,3.2720473,0.0,False,1.0,0.1942238211631775,non_human_findings,-1,0,201.tiff,gray_bbox
25,5790.0,1685.0,3.7113113,0.0,False,1.0,0.19410815834999084,non_human_findings,-1,0,201.tiff,gray_bbox
26,2870.0,3727.0,3.6799533,0.0,False,1.0,0.192625492811203,human_correct_label,4479,1,201.tiff,gray_bbox
27,2594.0,1105.0,3.2559984,0.0,False,1.0,0.1922091692686081,non_human_findings,-1,0,201.tiff,gray_bbox
28,3353.0,2769.0,3.5327582,0.0,False,1.0,0.18996484577655792,non_human_findings,-1,0,201.tiff,gray_bbox
29,4151.0,2271.0,3.7374778,0.0,False,1.0,0.18974468111991882,non_human_findings,-1,0,201.tiff,gray_bbox
0,683.0,2157.0,2.2035863,0.0,False,1.0,0.2337294965982437,non_human_findings,-1,0,201.tiff,hem_bbox
1,3488.0,2611.0,2.103263,0.0,False,1.0,0.23290902376174927,non_human_findings,-1,0,201.tiff,hem_bbox
2,1430.0,3603.0,2.1193235,0.0,False,1.0,0.22914311289787292,non_human_findings,-1,0,201.tiff,hem_bbox
3,3661.0,3779.0,2.2231982,0.0,False,1.0,0.21847765147686005,human_correct_label,4480,1,201.tiff,hem_bbox
4,2695.0,3287.0,1.9946874,0.0,False,1.0,0.21803410351276398,human_rejected_label,4461,2,201.tiff,hem_bbox
5,5041.0,453.0,2.355179,0.0,False,1.0,0.2171320766210556,human_correct_label,4441,1,201.tiff,hem_bbox
6,1015.0,3827.0,1.7109629,0.0,False,1.0,0.21160820126533508,non_human_findings,-1,0,201.tiff,hem_bbox
7,6260.0,3297.0,2.1645358,0.0,False,1.0,0.2105339765548706,human_correct_label,4469,1,201.tiff,hem_bbox
8,6504.0,840.0,2.3318229,0.0,False,1.0,0.21009832620620728,non_human_findings,-1,0,201.tiff,hem_bbox
9,2070.0,3931.0,2.2200568,0.0,False,1.0,0.20798228681087494,human_correct_label,4477,1,201.tiff,hem_bbox
10,2886.0,0.0,1.7626039,0.0,False,1.0,0.2076316773891449,non_human_findings,-1,0,201.tiff,hem_bbox
11,211.0,3417.0,1.6321427,0.0,False,1.0,0.2056230753660202,non_human_findings,-1,0,201.tiff,hem_bbox
12,2846.0,4235.0,1.6609291,0.0,False,1.0,0.20544669032096863,human_correct_label,4476,1,201.tiff,hem_bbox
13,1244.0,3522.0,2.2891057,0.0,False,1.0,0.2044910043478012,human_rejected_label,4460,2,201.tiff,hem_bbox
14,10.0,3738.0,1.8294694,0.0,False,1.0,0.2024085968732834,non_human_findings,-1,0,201.tiff,hem_bbox
15,3310.0,2615.0,1.7149526,0.0,False,1.0,0.20135700702667236,human_rejected_label,4455,2,201.tiff,hem_bbox
16,2651.0,2519.0,1.7266294,0.0,False,1.0,0.20105743408203125,human_correct_label,4453,1,201.tiff,hem_bbox
17,1306.0,3660.0,1.5946314,0.0,False,1.0,0.1968899667263031,human_rejected_label,4473,2,201.tiff,hem_bbox
18,6094.0,3310.0,2.0071528,0.0,False,1.0,0.1954282522201538,non_human_findings,-1,0,201.tiff,hem_bbox
19,5601.0,3520.0,1.7332394,0.0,False,1.0,0.19521304965019226,non_human_findings,-1,0,201.tiff,hem_bbox
20,6530.0,405.0,1.7154025,0.0,False,1.0,0.19429457187652588,non_human_findings,-1,0,201.tiff,hem_bbox
21,1219.0,3853.0,1.5944655,0.0,False,1.0,0.1942726969718933,human_rejected_label,4470,2,201.tiff,hem_bbox
22,5216.0,1671.0,1.5866616,0.0,False,1.0,0.1937081515789032,non_human_findings,-1,0,201.tiff,hem_bbox
23,5780.0,1685.0,1.9143602,0.0,False,1.0,0.1931021511554718,non_human_findings,-1,0,201.tiff,hem_bbox
24,4297.0,3858.0,1.660558,0.0,False,1.0,0.19104918837547302,human_rejected_label,4483,2,201.tiff,hem_bbox
25,4610.0,2037.0,1.875675,0.0,False,1.0,0.18997173011302948,non_human_findings,-1,0,201.tiff,hem_bbox
26,4183.0,2493.0,2.071223,0.0,False,1.0,0.18985317647457123,human_correct_label,4458,1,201.tiff,hem_bbox
27,4020.0,2726.0,1.5980427,0.0,False,1.0,0.189417764544487,non_human_findings,-1,0,201.tiff,hem_bbox
28,71.0,3933.0,1.7445304,0.0,False,1.0,0.1885392665863037,non_human_findings,-1,0,201.tiff,hem_bbox
29,533.0,205.0,1.657907,0.0,False,1.0,0.18726186454296112,human_rejected_label,4437,2,201.tiff,hem_bbox
0,6556.0,2293.0,3.7794075,0.0,False,1.0,0.17771776020526886,human_correct_label,5762,1,233.tiff,default_51
1,627.0,2726.0,4.4480124,0.0,False,1.0,0.1775170862674713,human_correct_label,5763,1,233.tiff,default_51
2,2080.0,3651.0,4.196955,0.0,False,1.0,0.17481592297554016,human_correct_label,5770,1,233.tiff,default_51
3,609.0,3540.0,3.5532887,0.0,False,1.0,0.17320509254932404,human_correct_label,5769,1,233.tiff,default_51
4,1457.0,945.0,3.1127741,0.0,False,1.0,0.16973495483398438,non_human_findings,-1,0,233.tiff,default_51
5,5657.0,1577.0,3.9312942,0.0,False,1.0,0.16811206936836243,human_correct_label,5759,1,233.tiff,default_51
6,5040.0,1361.0,3.4834096,0.0,False,1.0,0.16400709748268127,non_human_findings,-1,0,233.tiff,default_51
7,6560.0,2823.0,3.1294565,0.0,False,1.0,0.16355329751968384,non_human_findings,-1,0,233.tiff,default_51
8,1450.0,903.0,3.1311314,0.0,False,1.0,0.16349264979362488,non_human_findings,-1,0,233.tiff,default_51
9,3574.0,1612.0,3.8083124,0.0,False,1.0,0.16248618066310883,human_correct_label,5756,1,233.tiff,default_51
10,3733.0,2436.0,2.9559305,0.0,False,1.0,0.15931281447410583,non_human_findings,-1,0,233.tiff,default_51
11,3905.0,1403.0,4.0278416,0.0,False,1.0,0.15915679931640625,human_correct_label,5757,1,233.tiff,default_51
12,6443.0,3144.0,2.972135,0.0,False,1.0,0.15914137661457062,non_human_findings,-1,0,233.tiff,default_51
13,3572.0,1962.0,4.4602017,0.0,False,1.0,0.15861617028713226,human_correct_label,5760,1,233.tiff,default_51
14,5947.0,2380.0,3.0798137,0.0,False,1.0,0.15027126669883728,non_human_findings,-1,0,233.tiff,default_51
15,1263.0,579.0,3.0475142,0.0,False,1.0,0.15010212361812592,non_human_findings,-1,0,233.tiff,default_51
16,3029.0,4407.0,4.2210345,0.0,False,1.0,0.1499415785074234,non_human_findings,-1,0,233.tiff,default_51
17,6385.0,3284.0,3.1994185,0.0,False,1.0,0.14977522194385529,non_human_findings,-1,0,233.tiff,default_51
18,4143.0,3958.0,3.4245284,0.0,False,1.0,0.14775699377059937,non_human_findings,-1,0,233.tiff,default_51
19,2217.0,3422.0,3.0969281,0.0,False,1.0,0.14754332602024078,non_human_findings,-1,0,233.tiff,default_51
20,4615.0,2166.0,3.2190907,0.0,False,1.0,0.14693215489387512,non_human_findings,-1,0,233.tiff,default_51
21,1416.0,1823.0,3.0599654,0.0,False,1.0,0.1463441401720047,non_human_findings,-1,0,233.tiff,default_51
22,4619.0,3984.0,3.2217188,0.0,False,1.0,0.14604613184928894,non_human_findings,-1,0,233.tiff,default_51
23,5475.0,1546.0,3.426506,0.0,False,1.0,0.14569337666034698,non_human_findings,-1,0,233.tiff,default_51
24,1527.0,2657.0,3.100898,0.0,False,1.0,0.1438356637954712,human_correct_label,5764,1,233.tiff,default_51
25,1863.0,4631.0,2.9571223,0.0,False,1.0,0.1431804895401001,non_human_findings,-1,0,233.tiff,default_51
26,4749.0,47.0,3.296595,0.0,False,1.0,0.1425989866256714,non_human_findings,-1,0,233.tiff,default_51
27,6409.0,3112.0,3.0686297,0.0,False,1.0,0.142535001039505,non_human_findings,-1,0,233.tiff,default_51
28,385.0,2186.0,3.6545656,0.0,False,1.0,0.14239352941513062,non_human_findings,-1,0,233.tiff,default_51
29,1450.0,448.0,3.147061,0.0,False,1.0,0.1423701047897339,non_human_findings,-1,0,233.tiff,default_51
0,6555.0,2293.0,1.3504039,0.0,False,1.0,0.17771776020526886,human_correct_label,5762,1,233.tiff,gray_bbox
1,626.0,2726.0,1.8506875,0.0,False,1.0,0.1775170862674713,human_correct_label,5763,1,233.tiff,gray_bbox
2,2078.0,3652.0,1.4753988,0.0,False,1.0,0.17481592297554016,human_correct_label,5770,1,233.tiff,gray_bbox
3,1458.0,947.0,1.4970621,0.0,False,1.0,0.16973495483398438,non_human_findings,-1,0,233.tiff,gray_bbox
4,5657.0,1578.0,1.4794904,0.0,False,1.0,0.16811208426952362,human_correct_label,5759,1,233.tiff,gray_bbox
5,1446.0,904.0,1.441774,0.0,False,1.0,0.16349266469478607,non_human_findings,-1,0,233.tiff,gray_bbox
6,3573.0,1615.0,1.3324424,0.0,False,1.0,0.16249947249889374,human_correct_label,5756,1,233.tiff,gray_bbox
7,862.0,4050.0,1.4659963,0.0,False,1.0,0.15958598256111145,human_correct_label,5768,1,233.tiff,gray_bbox
8,3731.0,2436.0,1.4221213,0.0,False,1.0,0.15941429138183594,non_human_findings,-1,0,233.tiff,gray_bbox
9,3902.0,1404.0,1.5045075,0.0,False,1.0,0.15915679931640625,human_correct_label,5757,1,233.tiff,gray_bbox
10,6441.0,3147.0,1.3193818,0.0,False,1.0,0.15909504890441895,non_human_findings,-1,0,233.tiff,gray_bbox
11,611.0,1487.0,1.3736706,0.0,False,1.0,0.15710976719856262,non_human_findings,-1,0,233.tiff,gray_bbox
12,5073.0,3689.0,1.4622052,0.0,False,1.0,0.15709325671195984,non_human_findings,-1,0,233.tiff,gray_bbox
13,6288.0,2527.0,1.5188247,0.0,False,1.0,0.15583619475364685,human_correct_label,5767,1,233.tiff,gray_bbox
14,4097.0,3777.0,1.556478,0.0,False,1.0,0.1526680886745453,human_rejected_label,5773,2,233.tiff,gray_bbox
15,5301.0,3508.0,1.3206171,0.0,False,1.0,0.15067052841186523,non_human_findings,-1,0,233.tiff,gray_bbox
16,3027.0,4409.0,1.5163034,0.0,False,1.0,0.149941548705101,non_human_findings,-1,0,233.tiff,gray_bbox
17,1262.0,580.0,1.3908551,0.0,False,1.0,0.14983344078063965,non_human_findings,-1,0,233.tiff,gray_bbox
18,6386.0,3283.0,1.2992111,0.0,False,1.0,0.14978592097759247,non_human_findings,-1,0,233.tiff,gray_bbox
19,4140.0,3960.0,1.4797666,0.0,False,1.0,0.14775697886943817,non_human_findings,-1,0,233.tiff,gray_bbox
20,4619.0,3988.0,1.352447,0.0,False,1.0,0.14604611694812775,non_human_findings,-1,0,233.tiff,gray_bbox
21,2206.0,2694.0,1.3588248,0.0,False,1.0,0.14528734982013702,non_human_findings,-1,0,233.tiff,gray_bbox
22,1527.0,2659.0,1.6070176,0.0,False,1.0,0.14420682191848755,human_correct_label,5764,1,233.tiff,gray_bbox
23,5967.0,4573.0,1.5515188,0.0,False,1.0,0.14296120405197144,non_human_findings,-1,0,233.tiff,gray_bbox
24,381.0,2187.0,1.4111192,0.0,False,1.0,0.14264217019081116,non_human_findings,-1,0,233.tiff,gray_bbox
25,6026.0,62.0,1.3007512,0.0,False,1.0,0.1425374150276184,non_human_findings,-1,0,233.tiff,gray_bbox
26,1861.0,4630.0,1.3835032,0.0,False,1.0,0.14226655662059784,non_human_findings,-1,0,233.tiff,gray_bbox
27,4746.0,48.0,1.3191042,0.0,False,1.0,0.14151383936405182,non_human_findings,-1,0,233.tiff,gray_bbox
28,4305.0,2669.0,1.7193607,0.0,False,1.0,0.1412372589111328,human_correct_label,5766,1,233.tiff,gray_bbox
29,5423.0,1143.0,1.3802636,0.0,False,1.0,0.14094388484954834,human_rejected_label,5758,2,233.tiff,gray_bbox
0,6556.0,2291.0,0.9419468,0.0,False,1.0,0.17771777510643005,human_correct_label,5762,1,233.tiff,hem_bbox
1,627.0,2725.0,1.2350847,0.0,False,1.0,0.17768318951129913,human_correct_label,5763,1,233.tiff,hem_bbox
2,2078.0,3649.0,0.9697641,0.0,False,1.0,0.17481592297554016,human_correct_label,5770,1,233.tiff,hem_bbox
3,1459.0,947.0,1.081476,0.0,False,1.0,0.16973495483398438,non_human_findings,-1,0,233.tiff,hem_bbox
4,5658.0,1578.0,1.074456,0.0,False,1.0,0.16811206936836243,human_correct_label,5759,1,233.tiff,hem_bbox
5,616.0,1349.0,0.920451,0.0,False,1.0,0.16530300676822662,non_human_findings,-1,0,233.tiff,hem_bbox
6,1447.0,902.0,1.0008514,0.0,False,1.0,0.16349264979362488,non_human_findings,-1,0,233.tiff,hem_bbox
7,3732.0,2436.0,0.99407727,0.0,False,1.0,0.15941429138183594,non_human_findings,-1,0,233.tiff,hem_bbox
8,862.0,4048.0,1.0682262,0.0,False,1.0,0.1591944545507431,human_correct_label,5768,1,233.tiff,hem_bbox
9,3903.0,1402.0,1.0494338,0.0,False,1.0,0.15915679931640625,human_correct_label,5757,1,233.tiff,hem_bbox
10,5074.0,3687.0,1.1172267,0.0,False,1.0,0.1570984423160553,non_human_findings,-1,0,233.tiff,hem_bbox
11,6289.0,2526.0,1.156354,0.0,False,1.0,0.15667901933193207,human_correct_label,5767,1,233.tiff,hem_bbox
12,611.0,1485.0,0.9419744,0.0,False,1.0,0.1565859317779541,non_human_findings,-1,0,233.tiff,hem_bbox
13,4098.0,3776.0,1.079374,0.0,False,1.0,0.15146955847740173,human_rejected_label,5773,2,233.tiff,hem_bbox
14,5302.0,3507.0,0.9562578,0.0,False,1.0,0.15032120048999786,non_human_findings,-1,0,233.tiff,hem_bbox
15,1263.0,579.0,0.9660506,0.0,False,1.0,0.15010212361812592,non_human_findings,-1,0,233.tiff,hem_bbox
16,3029.0,4408.0,0.92587894,0.0,False,1.0,0.1499415785074234,non_human_findings,-1,0,233.tiff,hem_bbox
17,6386.0,3281.0,0.9988821,0.0,False,1.0,0.14986316859722137,non_human_findings,-1,0,233.tiff,hem_bbox
18,4141.0,3960.0,0.9183546,0.0,False,1.0,0.14775699377059937,non_human_findings,-1,0,233.tiff,hem_bbox
19,6463.0,3042.0,0.9341184,0.0,False,1.0,0.14681407809257507,non_human_findings,-1,0,233.tiff,hem_bbox
20,5470.0,1543.0,0.9254134,0.0,False,1.0,0.14632928371429443,non_human_findings,-1,0,233.tiff,hem_bbox
21,1378.0,980.0,0.97676784,0.0,False,1.0,0.14501525461673737,non_human_findings,-1,0,233.tiff,hem_bbox
22,5787.0,3808.0,0.92795587,0.0,False,1.0,0.14425508677959442,non_human_findings,-1,0,233.tiff,hem_bbox
23,1527.0,2658.0,1.2111564,0.0,False,1.0,0.14409807324409485,human_correct_label,5764,1,233.tiff,hem_bbox
24,2209.0,2693.0,1.068472,0.0,False,1.0,0.14336344599723816,non_human_findings,-1,0,233.tiff,hem_bbox
25,1884.0,4678.0,0.9759565,0.0,False,1.0,0.1433081030845642,non_human_findings,-1,0,233.tiff,hem_bbox
26,5968.0,4572.0,1.1227934,0.0,False,1.0,0.14286074042320251,non_human_findings,-1,0,233.tiff,hem_bbox
27,1862.0,4628.0,1.0247256,0.0,False,1.0,0.14270968735218048,non_human_findings,-1,0,233.tiff,hem_bbox
28,4306.0,2668.0,1.224963,0.0,False,1.0,0.14133283495903015,human_correct_label,5766,1,233.tiff,hem_bbox
29,5423.0,1142.0,1.0625064,0.0,False,1.0,0.14094386994838715,human_rejected_label,5758,2,233.tiff,hem_bbox
0,1284.0,1087.0,0.83812785,0.0,False,1.0,0.1373680979013443,non_human_findings,-1,0,245.tiff,default_51
1,1397.0,3374.0,1.0122021,0.0,False,1.0,0.13052202761173248,non_human_findings,-1,0,245.tiff,default_51
2,4234.0,958.0,0.901272,0.0,False,1.0,0.11985410749912262,non_human_findings,-1,0,245.tiff,default_51
3,4880.0,2446.0,0.9726988,0.0,False,1.0,0.11629743874073029,non_human_findings,-1,0,245.tiff,default_51
4,5991.0,4099.0,0.8983745,0.0,False,1.0,0.11237362027168274,non_human_findings,-1,0,245.tiff,default_51
5,3854.0,2808.0,0.88645965,0.0,False,1.0,0.11096860468387604,human_correct_label,6344,1,245.tiff,default_51
6,3393.0,2546.0,0.9778975,0.0,False,1.0,0.11089042574167252,non_human_findings,-1,0,245.tiff,default_51
7,1381.0,3414.0,0.8585731,0.0,False,1.0,0.11066065728664398,non_human_findings,-1,0,245.tiff,default_51
8,934.0,1463.0,0.92712355,0.0,False,1.0,0.11043284088373184,non_human_findings,-1,0,245.tiff,default_51
9,3585.0,115.0,0.9017453,0.0,False,1.0,0.10994880646467209,human_rejected_label,6265,2,245.tiff,default_51
10,5890.0,4929.0,0.8958016,0.0,False,1.0,0.10948824137449265,non_human_findings,-1,0,245.tiff,default_51
11,5997.0,3376.0,0.84332573,0.0,False,1.0,0.10810921341180801,non_human_findings,-1,0,245.tiff,default_51
12,2172.0,2326.0,0.8464412,0.0,False,1.0,0.10657507181167603,human_correct_label,6307,1,245.tiff,default_51
13,2667.0,805.0,0.93406415,0.0,False,1.0,0.10590810328722,human_correct_label,6254,1,245.tiff,default_51
14,5823.0,3902.0,0.85224587,0.0,False,1.0,0.10457067936658859,non_human_findings,-1,0,245.tiff,default_51
15,4955.0,3281.0,0.8328644,0.0,False,1.0,0.10352864861488342,non_human_findings,-1,0,245.tiff,default_51
16,5664.0,3678.0,0.8208797,0.0,False,1.0,0.10305247455835342,non_human_findings,-1,0,245.tiff,default_51
17,5038.0,2843.0,0.8393898,0.0,False,1.0,0.10254210978746414,non_human_findings,-1,0,245.tiff,default_51
18,5956.0,1894.0,0.82349575,0.0,False,1.0,0.10253795981407166,non_human_findings,-1,0,245.tiff,default_51
19,5134.0,3077.0,0.86630976,0.0,False,1.0,0.10244175791740417,human_correct_label,6348,1,245.tiff,default_51
20,4247.0,4643.0,0.9191049,0.0,False,1.0,0.10168498009443283,human_correct_label,6392,1,245.tiff,default_51
21,2876.0,1362.0,0.8406791,0.0,False,1.0,0.10143584758043289,non_human_findings,-1,0,245.tiff,default_51
22,1555.0,2817.0,0.85948694,0.0,False,1.0,0.1011471226811409,human_correct_label,6333,1,245.tiff,default_51
23,3044.0,3439.0,0.82552874,0.0,False,1.0,0.1009652391076088,non_human_findings,-1,0,245.tiff,default_51
24,2704.0,1290.0,0.8140867,0.0,False,1.0,0.09998180717229843,non_human_findings,-1,0,245.tiff,default_51
25,2321.0,2125.0,0.8655384,0.0,False,1.0,0.0999307632446289,non_human_findings,-1,0,245.tiff,default_51
26,4967.0,3316.0,0.9065662,0.0,False,1.0,0.09960800409317017,non_human_findings,-1,0,245.tiff,default_51
27,3705.0,3407.0,0.9412235,0.0,False,1.0,0.09914405643939972,non_human_findings,-1,0,245.tiff,default_51
28,3263.0,4876.0,0.858882,0.0,False,1.0,0.09899434447288513,non_human_findings,-1,0,245.tiff,default_51
29,3540.0,514.0,0.82443464,0.0,False,1.0,0.09894565492868423,human_correct_label,6264,1,245.tiff,default_51
0,1284.0,1087.0,0.83812785,0.0,False,1.0,0.1373680979013443,non_human_findings,-1,0,245.tiff,gray_bbox
1,1397.0,3374.0,1.0122021,0.0,False,1.0,0.13052202761173248,non_human_findings,-1,0,245.tiff,gray_bbox
2,4234.0,958.0,0.901272,0.0,False,1.0,0.11985410749912262,non_human_findings,-1,0,245.tiff,gray_bbox
3,4880.0,2446.0,0.9726988,0.0,False,1.0,0.11629743874073029,non_human_findings,-1,0,245.tiff,gray_bbox
4,5991.0,4099.0,0.8983745,0.0,False,1.0,0.11237362027168274,non_human_findings,-1,0,245.tiff,gray_bbox
5,3854.0,2808.0,0.88645965,0.0,False,1.0,0.11096860468387604,human_correct_label,6344,1,245.tiff,gray_bbox
6,3393.0,2546.0,0.9778975,0.0,False,1.0,0.11089042574167252,non_human_findings,-1,0,245.tiff,gray_bbox
7,1381.0,3414.0,0.8585731,0.0,False,1.0,0.11066065728664398,non_human_findings,-1,0,245.tiff,gray_bbox
8,934.0,1463.0,0.92712355,0.0,False,1.0,0.11043284088373184,non_human_findings,-1,0,245.tiff,gray_bbox
9,3585.0,115.0,0.9017453,0.0,False,1.0,0.10994880646467209,human_rejected_label,6265,2,245.tiff,gray_bbox
10,5890.0,4929.0,0.8958016,0.0,False,1.0,0.10948824137449265,non_human_findings,-1,0,245.tiff,gray_bbox
11,5997.0,3376.0,0.84332573,0.0,False,1.0,0.10810921341180801,non_human_findings,-1,0,245.tiff,gray_bbox
12,2172.0,2326.0,0.8464412,0.0,False,1.0,0.10657507181167603,human_correct_label,6307,1,245.tiff,gray_bbox
13,2667.0,805.0,0.93406415,0.0,False,1.0,0.10590810328722,human_correct_label,6254,1,245.tiff,gray_bbox
14,5823.0,3902.0,0.85224587,0.0,False,1.0,0.10457067936658859,non_human_findings,-1,0,245.tiff,gray_bbox
15,4955.0,3281.0,0.8328644,0.0,False,1.0,0.10352864861488342,non_human_findings,-1,0,245.tiff,gray_bbox
16,5664.0,3678.0,0.8208797,0.0,False,1.0,0.10305247455835342,non_human_findings,-1,0,245.tiff,gray_bbox
17,5038.0,2843.0,0.8393898,0.0,False,1.0,0.10254210978746414,non_human_findings,-1,0,245.tiff,gray_bbox
18,5956.0,1894.0,0.82349575,0.0,False,1.0,0.10253795981407166,non_human_findings,-1,0,245.tiff,gray_bbox
19,5134.0,3077.0,0.86630976,0.0,False,1.0,0.10244175791740417,human_correct_label,6348,1,245.tiff,gray_bbox
20,4247.0,4643.0,0.9191049,0.0,False,1.0,0.10168498009443283,human_correct_label,6392,1,245.tiff,gray_bbox
21,2876.0,1362.0,0.8406791,0.0,False,1.0,0.10143584758043289,non_human_findings,-1,0,245.tiff,gray_bbox
22,1555.0,2817.0,0.85948694,0.0,False,1.0,0.1011471226811409,human_correct_label,6333,1,245.tiff,gray_bbox
23,3044.0,3439.0,0.82552874,0.0,False,1.0,0.1009652391076088,non_human_findings,-1,0,245.tiff,gray_bbox
24,2704.0,1290.0,0.8140867,0.0,False,1.0,0.09998180717229843,non_human_findings,-1,0,245.tiff,gray_bbox
25,2321.0,2125.0,0.8655384,0.0,False,1.0,0.0999307632446289,non_human_findings,-1,0,245.tiff,gray_bbox
26,4967.0,3316.0,0.9065662,0.0,False,1.0,0.09960800409317017,non_human_findings,-1,0,245.tiff,gray_bbox
27,3705.0,3407.0,0.9412235,0.0,False,1.0,0.09914405643939972,non_human_findings,-1,0,245.tiff,gray_bbox
28,3263.0,4876.0,0.858882,0.0,False,1.0,0.09899434447288513,non_human_findings,-1,0,245.tiff,gray_bbox
29,3540.0,514.0,0.82443464,0.0,False,1.0,0.09894565492868423,human_correct_label,6264,1,245.tiff,gray_bbox
0,1279.0,1091.0,0.54471946,0.0,False,1.0,0.1378268599510193,non_human_findings,-1,0,245.tiff,hem_bbox
1,1406.0,3395.0,0.4614302,0.0,False,1.0,0.12927086651325226,non_human_findings,-1,0,245.tiff,hem_bbox
2,4437.0,3339.0,0.5383076,0.0,False,1.0,0.12623362243175507,non_human_findings,-1,0,245.tiff,hem_bbox
3,4229.0,963.0,0.5002236,0.0,False,1.0,0.1215573325753212,non_human_findings,-1,0,245.tiff,hem_bbox
4,4873.0,2450.0,0.39701983,0.0,False,1.0,0.1162877157330513,non_human_findings,-1,0,245.tiff,hem_bbox
5,2336.0,4165.0,0.49474412,0.0,False,1.0,0.11597250401973724,human_correct_label,6368,1,245.tiff,hem_bbox
6,4850.0,2693.0,0.4177367,0.0,False,1.0,0.11356563866138458,non_human_findings,-1,0,245.tiff,hem_bbox
7,4446.0,3605.0,0.3676637,0.0,False,1.0,0.11293530464172363,non_human_findings,-1,0,245.tiff,hem_bbox
8,2421.0,4927.0,0.35452482,0.0,False,1.0,0.11247551441192627,non_human_findings,-1,0,245.tiff,hem_bbox
9,5018.0,1191.0,0.37908345,0.0,False,1.0,0.11190275102853775,non_human_findings,-1,0,245.tiff,hem_bbox
10,5004.0,3511.0,0.3568236,0.0,False,1.0,0.11112150549888611,non_human_findings,-1,0,245.tiff,hem_bbox
11,3387.0,2534.0,0.3516369,0.0,False,1.0,0.11096204072237015,non_human_findings,-1,0,245.tiff,hem_bbox
12,1762.0,4121.0,0.41196597,0.0,False,1.0,0.11082904040813446,non_human_findings,-1,0,245.tiff,hem_bbox
13,2667.0,832.0,0.4341614,0.0,False,1.0,0.11030721664428711,human_correct_label,6253,1,245.tiff,hem_bbox
14,3582.0,116.0,0.4133452,0.0,False,1.0,0.10970313102006912,human_rejected_label,6265,2,245.tiff,hem_bbox
15,3793.0,2656.0,0.44573098,0.0,False,1.0,0.10924641788005829,non_human_findings,-1,0,245.tiff,hem_bbox
16,3608.0,4113.0,0.40506798,0.0,False,1.0,0.10793569684028625,non_human_findings,-1,0,245.tiff,hem_bbox
17,4002.0,1087.0,0.41677198,0.0,False,1.0,0.10787893086671829,non_human_findings,-1,0,245.tiff,hem_bbox
18,2894.0,4183.0,0.37624326,0.0,False,1.0,0.10776400566101074,non_human_findings,-1,0,245.tiff,hem_bbox
19,3060.0,2593.0,0.4630274,0.0,False,1.0,0.10746436566114426,non_human_findings,-1,0,245.tiff,hem_bbox
20,4632.0,4136.0,0.4119964,0.0,False,1.0,0.10722696781158447,non_human_findings,-1,0,245.tiff,hem_bbox
21,3562.0,2576.0,0.3652276,0.0,False,1.0,0.10690540820360184,non_human_findings,-1,0,245.tiff,hem_bbox
22,3848.0,2808.0,0.41758165,0.0,False,1.0,0.10624578595161438,human_correct_label,6344,1,245.tiff,hem_bbox
23,5045.0,335.0,0.40875864,0.0,False,1.0,0.10573945939540863,non_human_findings,-1,0,245.tiff,hem_bbox
24,1698.0,4461.0,0.40203238,0.0,False,1.0,0.10567709058523178,non_human_findings,-1,0,245.tiff,hem_bbox
25,1016.0,4249.0,0.358357,0.0,False,1.0,0.10508427768945694,non_human_findings,-1,0,245.tiff,hem_bbox
26,1805.0,4429.0,0.36887708,0.0,False,1.0,0.10498784482479095,non_human_findings,-1,0,245.tiff,hem_bbox
27,5405.0,1534.0,0.3516458,0.0,False,1.0,0.10495579242706299,human_correct_label,6287,1,245.tiff,hem_bbox
28,5036.0,4095.0,0.35872856,0.0,False,1.0,0.10469838976860046,non_human_findings,-1,0,245.tiff,hem_bbox
29,5128.0,3080.0,0.37110192,0.0,False,1.0,0.10452522337436676,human_correct_label,6348,1,245.tiff,hem_bbox
0,567.0,139.0,2.1014872,0.0,False,1.0,0.1485089212656021,human_correct_label,6407,1,246.tiff,default_51
1,289.0,4654.0,1.2748944,0.0,False,1.0,0.1398974061012268,human_correct_label,6609,1,246.tiff,default_51
2,5440.0,3867.0,1.7735333,0.0,False,1.0,0.13770954310894012,human_correct_label,6597,1,246.tiff,default_51
3,4046.0,4705.0,1.6219918,0.0,False,1.0,0.1362302601337433,human_correct_label,6617,1,246.tiff,default_51
4,310.0,174.0,1.5437111,0.0,False,1.0,0.13551349937915802,human_correct_label,6409,1,246.tiff,default_51
5,3204.0,4255.0,1.45691,0.0,False,1.0,0.13463295996189117,human_correct_label,6587,1,246.tiff,default_51
6,4712.0,2105.0,1.3431994,0.0,False,1.0,0.13388189673423767,human_correct_label,6516,1,246.tiff,default_51
7,4052.0,4926.0,1.8171401,0.0,False,1.0,0.13289639353752136,human_correct_label,6618,1,246.tiff,default_51
8,3714.0,839.0,1.5614647,0.0,False,1.0,0.13287265598773956,human_correct_label,6425,1,246.tiff,default_51
