subset,domain,file_name,image_id,seed_index,seed_ann_id,click_cx,click_cy,mpp,is_recorded_seed,n_agreement_pool,n_after_border,n_joint_valid,n_seed_pool,n_retries,refused_draws,contested_seed_tier,margin_px,rect_y0,rect_y1,rect_x0,rect_x1,rect_h,rect_w,rectm_y0,rectm_y1,rectm_x0,rectm_x1,rectm_h,rectm_w,grow_top,grow_bottom,grow_left,grow_right,rect_touches_window_edge,n_comp_px,n_kept_px_rect,n_kept_px_rectm,n_kept_px_mask,mask_share_of_bbox,n_filled_px,n_filled_px_1um,n_filled_px_mask,fill_value,fill_value_1um,fill_value_mask,n_distinct_templates,collided_with_default,degenerate_hem_rect_fill,degenerate_hem_rect_fill_1um,degenerate_hem_mask_fill_1um,sha_default_51,sha_hem_rect_fill,sha_hem_rect_fill_1um,sha_hem_mask_fill_1um
original_14,canine lung cancer,201.tiff,201,5,4475,1615.0,4451.0,0.24816562612969095,False,7,7,6,2,0,,False,4,11,41,9,40,30,31,7,45,5,44,38,39,4,4,4,4,False,656,930,1482,1095,0.7388663967611336,1671,1119,1506,0.05487443134188652,0.054642755538225174,0.053034041076898575,4,,False,False,False,4b1fe3e95a75b5351499df368554aca050a82db5,3f8ee564d87047f436a09d055c063303dccf50c7,c7e2de2bf97ffd2b655c079d6e0c99afc8a065f4,f263f88ab9c8444ef62370a6df14fa726eb8c299
original_14,canine lung cancer,233.tiff,233,0,5761,4419.0,2138.0,0.24816562612969095,True,13,12,11,12,0,,False,4,14,37,14,37,23,23,10,41,10,41,31,31,4,4,4,4,False,376,529,961,719,0.7481789802289281,2072,1640,1882,0.03777970373630524,0.038647569715976715,0.03821558505296707,4,,False,False,False,063f798be41263e5f4710f762858fc2ad25fc61a,96051db23981462005f2a7636d95a467763edb64,dfbded3f2f785697b6a709c581d27a4378227484,0bec45b7c14eb13eb2ab3262f04ec03eaf498eb9
original_14,canine lung cancer,233.tiff,233,1,5760,3570.0,1962.0,0.24816562612969095,True,13,12,11,11,0,,False,4,13,40,12,41,27,29,9,44,8,45,35,37,4,4,4,4,False,531,783,1295,950,0.7335907335907336,1818,1306,1651,0.028182145208120346,0.026847228407859802,0.027204260230064392,4,,False,False,False,fd9cdb60da83936e38d5a7409cfa20907b0a4ff7,d896705bec4df248bc6ed20bf146d49da1a12cda,ea9d4f36256b9127db1fc70e9141dd2aa9b48e23,a13ac3ee3b5cd4ba5904dd22e1c4dac942910e18
original_14,canine lung cancer,233.tiff,233,2,5770,2081.0,3653.0,0.24816562612969095,True,13,12,11,10,0,,False,4,12,37,12,43,25,31,8,41,8,47,33,39,4,4,4,4,False,487,775,1287,922,0.7163947163947164,1826,1314,1679,0.03507928550243378,0.03572897985577583,0.0343148335814476,4,,False,False,False,6544f4315b685f4ee35429723a871a0c2338faa1,33829e48f3ba9ebc4763dd43758e0a1c82479f82,5e1ca8f95a5125033295134b4c36b07d0255b0d1,b1a17b8a14fb059aa442eeedeadf55e99758efed
original_14,canine lung cancer,233.tiff,233,3,5759,5660.0,1577.0,0.24816562612969095,False,13,12,11,9,0,,False,4,12,39,9,35,27,26,8,43,5,39,35,34,4,4,4,4,False,387,702,1190,784,0.6588235294117647,1899,1411,1817,0.0410943441092968,0.041486192494630814,0.04006548970937729,4,,False,False,False,42b53fe3eafc81952f7ad70dc830ab3496f911b7,7846a9d32bf89080f64f34054026d9a3f0aadb67,9a46aa4f1ee962522309541b21e9040d34bfd165,a7af738ca8fdec9ba7fa1554f703481771e7ff50
original_14,canine lung cancer,233.tiff,233,4,5766,4308.0,2670.0,0.24816562612969095,False,13,12,11,8,0,,False,4,15,34,13,34,19,21,11,38,9,38,27,29,4,4,4,4,False,258,399,783,559,0.7139208173690932,2202,1818,2042,0.02838021330535412,0.029497245326638222,0.0282044168561697,4,,False,False,False,adea7c74df695b1e524f69da9d3b39cdf32be8e3,6f0d75e60768009367892c71d26c44252ad32994,5246cfa4f0f4353622a4335e4b35689ac717e4a0,c6bb7bb5f9c56faf4e49690530dab5d12b6a40ab
original_14,canine lung cancer,233.tiff,233,5,5768,863.0,4046.0,0.24816562612969095,False,13,12,11,7,0,,False,4,23,35,15,36,12,21,19,39,11,40,20,29,4,4,4,4,False,178,252,580,445,0.7672413793103449,2349,2021,2156,0.03220764547586441,0.03232382982969284,0.03219574689865112,4,,False,False,False,109248f36cc5a7b23418cbc37da12a98b90c489e,570a7611534e5be9908955e79a30dca4b7216077,1fbe3453ea5419231599637965c37221a8b27509,3d2611e88a477f2ff830e1e8a06321bb703b7748
testing_35,canine lung cancer,211.tiff,211,0,4916,5027.0,1377.0,0.24816562612969095,True,14,14,8,14,1,4917:gray_bbox+hem_bbox,False,4,14,37,16,34,23,18,10,41,12,38,31,26,4,4,4,4,False,278,414,806,596,0.739454094292804,2187,1795,2005,0.03613836690783501,0.0339810885488987,0.03473949059844017,4,,False,False,False,8087e4a07329c48e942fae3217ab307e930a0f66,a71b7e0fd8c0cacd1fc278d6fed1466bc30d635e,35195b17113d930de347facba37bd50709dc88c8,68ba3c7a1133d751b7d5b70d68ae8afde9779121
testing_35,canine lung cancer,211.tiff,211,1,4919,2856.0,2567.0,0.24816562612969095,True,14,14,8,13,1,4918:gray_bbox+hem_bbox,False,4,12,36,12,38,24,26,8,40,8,42,32,34,4,4,4,4,False,358,624,1088,770,0.7077205882352942,1977,1513,1831,0.039387740194797516,0.03751308098435402,0.03858643025159836,4,,False,False,False,43775fae15e408e914b405eaf6c434be382a9d49,4cbcc0afd2d342391180dee5fda5d65438e536b4,6d37ce77b09253b54e0e0136ade8fef719dd634e,dda7ac972791c091b79adb37b5a471d6bab3f071
testing_35,canine lung cancer,211.tiff,211,2,4909,2429.0,1188.0,0.24816562612969095,True,14,14,8,12,0,,False,4,14,38,17,34,24,17,10,42,13,38,32,25,4,4,4,4,False,237,408,800,579,0.72375,2193,1801,2022,0.040338750928640366,0.03960143029689789,0.039761535823345184,4,,False,False,False,949a0a7d28beb45703bdb71660ba1123e112b03c,a7a7aa96a4c3a5608c58edcf04ff232e5bc04634,389d01dccdd7bc6888f29cd09d3cbdf4e92725bd,6e4fb139bf3bc687a0a89e9e4eb01665f8177899
testing_35,canine lung cancer,211.tiff,211,3,4924,3550.0,2383.0,0.24816562612969095,False,14,14,8,11,1,4902:gray_bbox+hem_bbox,False,4,8,43,15,35,35,20,4,47,11,39,43,28,4,4,4,4,False,411,700,1204,864,0.717607973421927,1901,1397,1737,0.06053837016224861,0.061589062213897705,0.06080307438969612,4,,False,False,False,4d47a4b3d035f1ac39feb1e8b2ab36f5ed96b072,dd50195b622388e5d17b01a9e2967307cada8913,226fe7e5db7dba44864034a90df7d22a45aee593,acc4d2f2b514297162981e38fecb24f697ef5f68
testing_35,canine lung cancer,211.tiff,211,4,4928,328.0,2933.0,0.24816562612969095,False,14,14,8,10,0,,False,4,10,36,16,40,26,24,6,40,12,44,34,32,4,4,4,4,False,329,624,1088,709,0.6516544117647058,1977,1513,1892,0.05118978023529053,0.05046235769987106,0.05077899992465973,4,,False,False,False,27fb73766de1f9500f5ebd204929e712c4274d1b,a9c7cd71e80c4132853b955cc4f2387cd5410d47,020e9568bbefe554e51e17cb4e427ba7b2a1fe99,c1b74c169cfb5ed02313cb4a5761af8daf7daf98
testing_35,canine lung cancer,211.tiff,211,5,4926,4619.0,2414.0,0.24816562612969095,False,14,14,8,9,4,4901:gray_bbox+hem_bbox;4902:gray_bbox+hem_bbox;4917:gray_bbox+hem_bbox;4912:gray_bbox,False,4,12,42,18,40,30,22,8,46,14,44,38,30,4,4,4,4,False,290,660,1140,704,0.6175438596491228,1941,1461,1897,0.047090448439121246,0.046494048088788986,0.046723250299692154,4,,False,False,False,9de3f8cbe6840f0cc99c39c5e9d4cc6059feb424,942b9d59de7104f939ffc762b2475721917bd704,c71f1c39114396da0a2419522e7539f7ec9c69b3,3f069ff187f2971c3d625356f52f866a0f02c9b2
testing_35,canine lung cancer,220.tiff,220,0,5270,1034.0,2942.0,0.24816562612969095,True,51,51,40,51,0,,False,4,14,39,17,37,25,20,10,43,13,41,33,28,4,4,4,4,False,273,500,924,608,0.658008658008658,2101,1677,1993,0.04528092220425606,0.04181504622101784,0.043858278542757034,4,,False,False,False,423a7c1972a741e29e64a2ff9ca08aafc4929cdc,96dc5b077bde24ebd1afe71c36c82223da9c693d,4f87172596563f1ec1a3eba9bf8992fe8ef71d9c,98a191a9ed188c9f9fe547d614841b5e0658ce50
testing_35,canine lung cancer,220.tiff,220,1,5293,3107.0,4582.0,0.24816562612969095,True,51,51,40,50,0,,False,4,12,37,9,40,25,31,8,41,5,44,33,39,4,4,4,4,False,397,775,1287,808,0.6278166278166278,1826,1314,1793,0.042684268206357956,0.04612533375620842,0.04184624180197716,4,,False,False,False,47a841961733cb6918a86aa31e084bc0793967ba,db416ee0648a82037da6cc685d34cafc9b723101,5428a4803319be344955f12a5c6c1a1f9a5af399,432cdfa17486909e16abd6a0f6d32c764df5d7f5
testing_35,canine lung cancer,220.tiff,220,2,5247,3813.0,1715.0,0.24816562612969095,True,51,51,40,49,0,,False,4,16,39,16,29,23,13,12,43,12,33,31,21,4,4,4,4,False,190,299,651,493,0.7572964669738863,2302,1950,2108,0.037108637392520905,0.03457074239850044,0.035276658833026886,4,,False,False,False,f170b1870fa5760a57ff0dae65ace6ee95bdb01b,8ec935672e417156ecfe087ab72ef62a245019e6,8ca1749cc8b2d3cb583f7043040458defe25de6b,4178ba11f3d8dd5694406d50e29a2f643efb488b
testing_35,canine lung cancer,220.tiff,220,3,5268,686.0,3067.0,0.24816562612969095,False,51,51,40,48,2,5245:gray_bbox+hem_bbox;5249:gray_bbox,False,4,7,35,13,51,28,38,3,39,9,51,36,42,4,4,4,0,True,532,1064,1512,986,0.6521164021164021,1537,1089,1615,0.029263103380799294,0.026137487962841988,0.029689164832234383,4,,False,False,False,46b041fa24135c0dceecb875a3699577e0f16b98,96a3e91d67492afa438caffdb25e457b0fda1822,54d4a78d805b353b821cc47a8bb3cf2e4d9eaf4d,7f056b9198ddf74b30fe086991b6f091dbb36887
testing_35,canine lung cancer,220.tiff,220,4,5240,5762.0,500.0,0.24816562612969095,False,51,51,40,47,0,,False,4,17,37,12,39,20,27,13,41,8,43,28,35,4,4,4,4,False,346,540,980,688,0.7020408163265306,2061,1621,1913,0.04268437996506691,0.04183666408061981,0.04278845712542534,4,,False,False,False,515af8d38d91df108db4bda4af60a23ee3818656,6b464baa50be99dcd4767b20a57bafed1a3c2cfd,ee8b268d44b55fdeba980646329c8338a054f021,feab0638fbf7b05c7727b69026322cd56ea881ef
testing_35,canine lung cancer,220.tiff,220,5,5234,2973.0,970.0,0.24816562612969095,False,51,51,40,46,0,,False,4,9,34,5,30,25,25,5,38,1,34,33,33,4,4,4,4,False,302,625,1089,688,0.6317722681359045,1976,1512,1913,0.054960064589977264,0.059457387775182724,0.05440894886851311,4,,False,False,False,606905c69fd9d58b23f0ffc17101a00d737392d5,fba7d67ec7f8828ff4a43c85e5d1172135141b01,28899344da88894761d561bba2f8993f40e00eda,7b97052cf1f96edf909f443f9073e46cf3c33dce
testing_35,canine lung cancer,230.tiff,230,0,5689,1637.0,1590.0,0.24816562612969095,True,9,9,8,9,0,,False,4,14,37,11,37,23,26,10,41,7,41,31,34,4,4,4,4,False,412,598,1054,779,0.7390891840607211,2003,1547,1822,0.03272679075598717,0.03521587327122688,0.033365655690431595,4,,False,False,False,166fb7ce4212b6fc9c0c933086cf8ddea3d70c17,563f9a4a2c92717cd1ae0900615956b20e3b89e4,d7955eb1c7ff3dcedb063da86f52435003caa116,8874d7d8a1ecabb4baff5b5780a9fcb9d3f131f8
testing_35,canine lung cancer,230.tiff,230,1,5700,3271.0,2404.0,0.24816562612969095,True,9,9,8,8,0,,False,4,16,37,15,36,21,21,12,41,11,40,29,29,4,4,4,4,False,341,441,841,669,0.7954815695600476,2160,1760,1932,0.0336880125105381,0.036079324781894684,0.03514480963349342,4,,False,False,False,751fa22f85bdf4a63ed4157cc9a0357d57e5eb8d,e2534980da7d0cb29e16a818748f2c0535bc0fbe,94d29440cf1b15a38db62209b84c74e555a135a7,02f47311a4dad12ce5bf796ecaa71ddfc9c69604
testing_35,canine lung cancer,230.tiff,230,2,5703,2386.0,2895.0,0.24816562612969095,True,9,9,8,7,0,,False,4,15,34,10,36,19,26,11,38,6,40,27,34,4,4,4,4,False,319,494,918,665,0.724400871459695,2107,1683,1936,0.05103654786944389,0.053325358778238297,0.05247746780514717,4,,False,False,False,7269f7a82c4548ad36194934649cb2ce5c5d588b,5bfdc97a48a765e8500b4689c134789d523fbc4c,3b316ec6d8fc20facb669552d5d7974881389732,7f71b1506b97e45ad844a2a92a775f5e29aa907c
testing_35,canine lung cancer,230.tiff,230,3,5702,5886.0,2673.0,0.24816562612969095,False,9,9,8,6,1,5687:gray_bbox+hem_bbox,False,4,15,39,14,34,24,20,11,43,10,38,32,28,4,4,4,4,False,289,480,896,615,0.6863839285714286,2121,1705,1986,0.024613065645098686,0.025662792846560478,0.024570994079113007,4,,False,False,False,6f98031d58eaf05ebe39e30d0b139645a83e4fa2,147f814ba91edf179837122f440148f3177739c3,0796e8f376a2f140c176c7dae6cce3948f969ce2,c631e38538ac1ed77819ff3b590dec6297b015a8
testing_35,canine lung cancer,230.tiff,230,4,5685,3141.0,740.0,0.24816562612969095,False,9,9,8,5,0,,False,4,19,35,15,39,16,24,15,39,11,43,24,32,4,4,4,4,False,257,384,768,575,0.7486979166666666,2217,1833,2026,0.03647521883249283,0.03880353644490242,0.03752072900533676,4,,False,False,False,4d21b6bf32937658397ac8deb148fa7deb217070,0bcd940453b4a637e7853821513260b0d1076c81,88d9aabd6b25bae64cdb24876f020337fd6741ed,5c740e9b6e3a14c7bfc65f1625dda79fcba513e5
testing_35,canine lung cancer,230.tiff,230,5,5705,5563.0,3132.0,0.24816562612969095,False,9,9,8,4,0,,False,4,16,35,12,36,19,24,12,39,8,40,27,32,4,4,4,4,False,274,456,864,597,0.6909722222222222,2145,1737,2004,0.029558666050434113,0.03140219673514366,0.030083511024713516,4,,False,False,False,01dae867f80cc610a27e0cbf71e515e84e6eebd8,3e06b73dc024e6f4596e82da9516f6f79eb2853d,a16cfc7ea7dc29694e2747c21a6b6ef3707fab37,2f95c154582686252d8b013f8dbcf0ec45f21fa4
testing_35,canine lung cancer,235.tiff,235,0,5810,5435.0,775.0,0.24816562612969095,True,20,20,15,20,0,,False,4,11,35,14,35,24,21,7,39,10,39,32,29,4,4,4,4,False,227,504,928,555,0.5980603448275862,2097,1673,2046,0.016878901049494743,0.016298001632094383,0.016403282061219215,4,,False,False,False,1627872c5eed084c3efdf6b3d61b023f8dc88568,838cbf3465b70abe3abe458c6b355971840e0f89,5f6442d144020369e67205fd261c4186da86bd9b,3b0d023a3716bc00c846127e1f2821392b1df982
testing_35,canine lung cancer,235.tiff,235,1,5831,6464.0,3084.0,0.24816562612969095,True,20,20,15,19,0,,False,4,21,37,16,38,16,22,17,41,12,42,24,30,4,4,4,4,False,196,352,720,484,0.6722222222222223,2249,1881,2117,0.023168155923485756,0.023071467876434326,0.02333196997642517,4,,False,False,False,b6d457f76719cd1dbf7ae9f11c183cc1912d82b0,114f705aad3ec45b250eca7020f0d6b33f84b761,b7754809080ede40020b857eb82f146bb5a5c78a,2fafcc83379c3c5178995cbd53e14de60875f367
testing_35,canine lung cancer,235.tiff,235,2,5830,4330.0,3417.0,0.24816562612969095,True,20,20,15,18,0,,False,4,15,35,15,31,20,16,11,39,11,35,28,24,4,4,4,4,False,225,320,672,507,0.7544642857142857,2281,1929,2094,0.018650386482477188,0.019403692334890366,0.018760880455374718,4,,False,False,False,42fc828cc1d72e4d4ba3558d1e8676f91986c7d1,c965569fc255a060301ab61bb62774b41d3b67c5,10584072ed7118dd5a0254e1f893073d13a23655,fe22c0fdbebc170abd7adba0a173db24ee75f3b2
testing_35,canine lung cancer,235.tiff,235,3,5836,5115.0,4168.0,0.24816562612969095,False,20,20,15,17,0,,False,4,10,39,15,39,29,24,6,43,11,43,37,32,4,4,4,4,False,417,696,1184,827,0.6984797297297297,1905,1417,1774,0.017833545804023743,0.018813803791999817,0.018077798187732697,4,,False,False,False,e22aa568c71803079e52d81abc5352f44d5e5074,e82153c5847118f9e04f131886680d6e37ab6d1c,99c0c1b5478888fb2913b6badc1f7dbd88b6a1d9,a8121a395e5cc081dfc7e5d02eef8a847db4c4b7
testing_35,canine lung cancer,235.tiff,235,4,5821,2419.0,2196.0,0.24816562612969095,False,20,20,15,16,0,,False,4,11,39,19,34,28,15,7,43,15,38,36,23,4,4,4,4,False,214,420,828,570,0.6884057971014492,2181,1773,2031,0.009504042565822601,0.009570833295583725,0.009215096943080425,4,,False,False,False,622d0bfce3108ee20b3a449b3660ad8cad777287,208b413dd3905330277e2f1c8fdba92e9ec2cd9b,8947b334ed0e53a8d4faec2f50123bd33af95c33,18b0ed405b46a3f9ad1497b606c8c88d531612c2
testing_35,canine lung cancer,235.tiff,235,5,5841,940.0,4541.0,0.24816562612969095,False,20,20,15,15,1,5829:gray_bbox+hem_bbox,False,4,18,33,15,32,15,17,14,37,11,36,23,25,4,4,4,4,False,191,255,575,452,0.7860869565217391,2346,2026,2149,0.020326020196080208,0.020108042284846306,0.020401403307914734,4,,False,False,False,13e0fb4c424b350c4b8ac0090addd54da6609980,25d10bbdd8c0de9e0f48611250d72a7ac4d6fdfd,9d2536e6052e7cd3274f72df8a68220b6c0a77b8,65edd1a5f561bf54e11c3615e8c29ebe11cf399d
testing_35,canine lung cancer,242.tiff,242,0,6180,2627.0,4231.0,0.24816562612969095,True,23,23,18,23,0,,False,4,12,34,14,37,22,23,8,38,10,41,30,31,4,4,4,4,False,274,506,930,636,0.6838709677419355,2095,1671,1965,0.021044090390205383,0.02122126892209053,0.020901963114738464,4,,False,False,False,4b8d6b44c7b6feafd975e51a438eac79d96f507f,b389a58856a69461559b7fc2c0f3c94a81d37baa,8295d555b94428d8b6ec88f7c3c7ccb51d049a40,2a1cb489c04272dadea2bfeb38cf65785c875ffa
testing_35,canine lung cancer,242.tiff,242,1,6178,201.0,4168.0,0.24816562612969095,True,23,23,18,22,0,,False,4,15,31,13,44,16,31,11,35,9,48,24,39,4,4,4,4,False,277,496,936,642,0.6858974358974359,2105,1665,1959,0.02169717475771904,0.021021973341703415,0.021318987011909485,4,,False,False,False,3ca0707257309321ce9441c5398a354cb17434a8,0baa9d96688f4c868e8902dd7b70b5aa20ff6989,ea7afaa00143655edfc1145077c050b25d5c97e7,e59c9077f16c04a32054ea0fcad2b812387aa7d8
testing_35,canine lung cancer,242.tiff,242,2,6161,3464.0,1628.0,0.24816562612969095,True,23,23,18,21,0,,False,4,6,41,9,39,35,30,2,45,5,43,43,38,4,4,4,4,False,345,1050,1634,811,0.496328029375765,1551,967,1790,0.023915911093354225,0.02466958947479725,0.023107966408133507,4,,False,False,False,2d5be10c1a4988bd23f452e77deaa9d4a9018528,f0fcc844e791924de45cab8040c62c62bf71fea4,bb96a089ad7f3051b0ef1c15ebc28f9e9b5c100a,7f17d6e0e527626bab7ccd0a7da33cb94c0919e6
testing_35,canine lung cancer,242.tiff,242,3,6183,4101.0,3741.0,0.24816562612969095,False,23,23,18,20,0,,False,4,17,31,14,37,14,23,13,35,10,41,22,31,4,4,4,4,False,192,322,682,475,0.6964809384164223,2279,1919,2126,0.014302686788141727,0.013216912746429443,0.013715991750359535,4,,False,False,False,4940eaeb8da8695f55767e1b9c1f192f56c3af53,be1f1e6aeb3d699993b7fcf819b83ffdf7433ed1,1a7573ad534249030c60e014da5f96beb9137eb9,81171280c554a58fc7c82964ff49f8f75a4f53cc
testing_35,canine lung cancer,242.tiff,242,4,6171,3152.0,3196.0,0.24816562612969095,False,23,23,18,19,0,,False,4,12,38,10,42,26,32,8,42,6,46,34,40,4,4,4,4,False,561,832,1360,1050,0.7720588235294118,1769,1241,1551,0.01686563342809677,0.017912009730935097,0.016911450773477554,4,,False,False,False,135ced829c546e2f8195b6fd7aae4bb031ed0a34,3da364e7fef1b4018679e561b754042b8400ce43,4ff83ab39df9930d460b2d777f83421575920f0d,8dcccb6e55c868ce7465035ebfde58c9a23be36d
testing_35,canine lung cancer,242.tiff,242,5,6165,4668.0,2361.0,0.24816562612969095,False,23,23,18,18,0,,False,4,13,39,10,40,26,30,9,43,6,44,34,38,4,4,4,4,False,335,780,1292,761,0.5890092879256966,1821,1309,1840,0.01846032589673996,0.018110912293195724,0.018510621041059494,4,,False,False,False,80929e61249b290ebed5c02001b3928e58f49c3b,faac892e66ebac2aacd458f78e0e3191f3253ee6,debcdc903e2aca93430ec494c2b4e7990d27e78f,b15c36186f2a8e985d596f2b9305123dc87638ad
original_14,canine lymphosarcoma,245.tiff,245,0,6317,4774.0,2184.0,0.24816562612969095,True,78,78,64,78,1,6274:hem_bbox,False,4,16,39,10,31,23,21,12,43,6,35,31,29,4,4,4,4,False,296,483,899,714,0.7942157953281423,2118,1702,1887,0.033517684787511826,0.035420674830675125,0.034678418189287186,4,,False,False,False,4e2a055fabc3683dacc791dfd6abffc31e0f0a14,40f449c40a93caef67a011b7185d07368b253ea5,60518f25ae6dca994f56b0d8deef772957352ad6,ea7402ae093754146a8b69f2dc74223e7db24a90
original_14,canine lymphosarcoma,245.tiff,245,1,6243,794.0,170.0,0.24816562612969095,True,78,78,64,77,0,,False,4,0,34,0,28,34,28,0,38,0,32,38,32,0,4,0,4,True,416,952,1216,798,0.65625,1649,1385,1803,0.03074057772755623,0.03127513825893402,0.03172622621059418,4,,False,False,False,2340dc408bb5b7e9eb2242cc2a945081f8eb548f,b441e785ab5abfd0ae5bc8dd5da129190feb4cdb,4c11dccac03f6dbc8c5c338b5424b81121a02886,8ba1caebe75ac127a7c5bd50beb471a863d4dff1
original_14,canine lymphosarcoma,245.tiff,245,2,6250,1758.0,166.0,0.24816562612969095,True,78,78,64,76,0,,False,4,16,33,17,37,17,20,12,37,13,41,25,28,4,4,4,4,False,234,340,700,522,0.7457142857142857,2261,1901,2079,0.03278407081961632,0.036587707698345184,0.03477734699845314,4,,False,False,False,1cd413df20ce611acde55661ff31206df322faab,95fc7a17c9f449af28e3619c7d109272f4681eb4,ec161124fdeacca13d6090734ef8077773b40eb6,a29c691011893e5f654f34244144c707670c5a84
original_14,canine lymphosarcoma,245.tiff,245,3,6258,3379.0,885.0,0.24816562612969095,False,78,78,64,75,0,,False,4,17,37,12,32,20,20,13,41,8,36,28,28,4,4,4,4,False,240,400,784,589,0.7512755102040817,2201,1817,2012,0.030046777799725533,0.033926211297512054,0.032188884913921356,4,,False,False,False,7bd12662cc3f1004d3d329d64f5ba6a44989234a,df346b02c145b3da0e74b3903d2e29636b73a53d,02ac38232aff887d46f25102d1ab62a170f25caa,cb0084d2184ce256f1c7c7a3ba121eec13f86eb6
original_14,canine lymphosarcoma,245.tiff,245,4,6355,6383.0,3450.0,0.24816562612969095,False,78,78,64,74,0,,False,4,16,37,13,43,21,30,12,41,9,47,29,38,4,4,4,4,False,262,630,1102,630,0.5716878402903811,1971,1499,1971,0.04104549437761307,0.043860260397195816,0.04335172846913338,4,,False,False,False,6cf9c09e92c063ea1fa5ae906de8c9b15ce254e4,ede563754d18b25afb3725827e5f4608eb9d3fbd,0bc39a892a0960a659891ed92bb183ad6c838843,2959fc4aebe8890b12bc8819e73c297a9ac5bd07
original_14,canine lymphosarcoma,245.tiff,245,5,6361,1344.0,4058.0,0.24816562612969095,False,78,78,64,73,0,,False,4,16,37,14,35,21,21,12,41,10,39,29,29,4,4,4,4,False,248,441,841,571,0.6789536266349584,2160,1760,2030,0.030516769737005234,0.033379193395376205,0.031384438276290894,4,,False,False,False,4619eac6a76e9d4117f2beb6e4a350eb9f68c284,048ef994209eea0b6d7b1ec8a357b018d74c536b,0d28fdd9f01c0a4d4b798be5525b6340c301f79d,8f613b6e67ff44098bc99a65728ccc4d40f08d6c
original_14,canine lymphosarcoma,246.tiff,246,0,6548,3634.0,3621.0,0.24816562612969095,True,100,97,72,97,0,,False,4,10,37,16,32,27,16,6,41,12,36,35,24,4,4,4,4,False,265,432,840,605,0.7202380952380952,2169,1761,1996,0.02952093444764614,0.030498946085572243,0.029552336782217026,4,,False,False,False,d52705e100bffca19288e176fb8ce51f00fab4b8,9d7dc56fbc08c734fa335ad5f1522a536a5bf757,c5f63afb84c9c58eedecafe1c3390e391cbab7b8,dee0c136f92deee2e309207b0e607f164781f827
original_14,canine lymphosarcoma,246.tiff,246,1,6599,5650.0,3720.0,0.24816562612969095,True,100,97,72,96,0,,False,4,21,35,16,39,14,23,17,39,12,43,22,31,4,4,4,4,False,175,322,682,462,0.6774193548387096,2279,1919,2139,0.028733430430293083,0.0293537899851799,0.028698105365037918,4,,False,False,False,64f8d1973cb97648d329f4b51c7fc80ec14abc3f,1d5359531e83374a014fd121b879c7df60396a43,a835e5fd66c6022a129f22f9464585b9beb25fa9,0ef0387b74ca01a9d230b674a53a524dcd2ba1b5
original_14,canine lymphosarcoma,246.tiff,246,2,6482,4659.0,1278.0,0.24816562612969095,True,100,97,72,95,0,,False,4,18,37,12,43,19,31,14,41,8,47,27,39,4,4,4,4,False,337,589,1053,741,0.7037037037037037,2012,1548,1860,0.029488269239664078,0.02963021583855152,0.029526570811867714,4,,False,False,False,efa06d7c662a1ee3cddd234d517265ce47f40c81,549aac9968c70543d16b61b42ec002a1c94744e2,61ee9667a2266577be42b55143c18ae943a454d7,07afb85e5f8c5607ea49663ed5801dae5d717645
original_14,canine lymphosarcoma,246.tiff,246,3,6519,5066.0,2599.0,0.24816562612969095,False,100,97,72,94,0,,False,4,15,40,13,41,25,28,11,44,9,45,33,36,4,4,4,4,False,414,700,1188,842,0.7087542087542088,1901,1413,1759,0.029635116457939148,0.03326142579317093,0.030270732939243317,4,,False,False,False,9a9495d2f9228b21fb196ba2f05ff3ed43c76c7f,77c27a52dbfb1f5c245a500fa4b0f405fdc2a233,921fa5ffac76098a2fc70e70ca461b23844f9576,dd1430770568248d7234002cbd4e2c1227c7333d
original_14,canine lymphosarcoma,246.tiff,246,4,6587,3204.0,4256.0,0.24816562612969095,False,100,97,72,93,0,,False,4,15,32,11,34,17,23,11,36,7,38,25,31,4,4,4,4,False,200,391,775,495,0.6387096774193548,2210,1826,2106,0.03418142721056938,0.03588027134537697,0.03426492586731911,4,,False,False,False,67a425f4db8834f19244cf0ba6fcc3a8fad22eff,78e8f12ecbeab2dd79d950f27427ca86843817b6,a265ecaced7a5f75e6d42fb11e5422f9cfe9a1c6,252f8f425eb9c9c156c2c979474edcd65c82dfc3
original_14,canine lymphosarcoma,246.tiff,246,5,6407,566.0,137.0,0.24816562612969095,False,100,97,72,92,0,,False,4,18,36,15,35,18,20,14,40,11,39,26,28,4,4,4,4,False,194,360,728,482,0.6620879120879121,2241,1873,2119,0.030357826501131058,0.031840890645980835,0.029711049050092697,4,,False,False,False,f9d3c505ceedbda3a91074d5da65e006fe429e02,f00fd0fe0afacc3de8577f160bbf6500b15fd87c,43ffc72054975fcf02ef361d3ed8cde2c0f39cbd,f1ba25084317b8639221f84b1db9653b041842fd
testing_35,canine lymphosarcoma,249.tiff,249,0,6940,3611.0,621.0,0.24816562612969095,True,66,66,57,66,0,,False,4,14,33,15,37,19,22,10,37,11,41,27,30,4,4,4,4,False,299,418,810,615,0.7592592592592593,2183,1791,1986,0.020287351682782173,0.020943308249115944,0.02028634212911129,4,,False,False,False,39fb274a6529587a067d6bd00bc1307f7261c7ce,98fcbb430245d1d29cd63216af62ce5a67e90dac,3150762649e36c00290f62322eb4ebcba6f5e111,22101266d9566d13a63f6afcca62fad11f45228e
