rank,cx,cy,score,od,bucket,matched_ann_id,matched_category,file_name
3148,3952.0,1291.0,0.29083982,0.07744370400905609,non_human_findings,-1,0,246.tiff
3149,4383.0,1315.0,0.34192777,0.0774334967136383,non_human_findings,-1,0,246.tiff
3150,6170.0,2958.0,0.30636147,0.07742831110954285,non_human_findings,-1,0,246.tiff
3151,2003.0,1639.0,0.31587362,0.07742563635110855,non_human_findings,-1,0,246.tiff
3152,2514.0,570.0,0.33671498,0.0774235799908638,non_human_findings,-1,0,246.tiff
3153,5773.0,2139.0,0.39816245,0.07742306590080261,non_human_findings,-1,0,246.tiff
3154,4466.0,4227.0,0.2849512,0.07741288095712662,non_human_findings,-1,0,246.tiff
3155,5145.0,2893.0,0.33541152,0.07740939408540726,non_human_findings,-1,0,246.tiff
3156,607.0,1303.0,0.31937286,0.07740895450115204,non_human_findings,-1,0,246.tiff
3157,4460.0,2790.0,0.30086303,0.07740456610918045,non_human_findings,-1,0,246.tiff
3158,6137.0,1164.0,0.3097761,0.07739993184804916,non_human_findings,-1,0,246.tiff
3159,4509.0,425.0,0.2872231,0.07739818841218948,non_human_findings,-1,0,246.tiff
3160,5217.0,2624.0,0.37348008,0.07739415019750595,non_human_findings,-1,0,246.tiff
3161,2310.0,1513.0,0.32418087,0.07739128917455673,non_human_findings,-1,0,246.tiff
3162,47.0,1322.0,0.37800035,0.07738841325044632,non_human_findings,-1,0,246.tiff
3163,4993.0,2151.0,0.28330246,0.07738377153873444,non_human_findings,-1,0,246.tiff
3164,2341.0,3201.0,0.29328626,0.0773831456899643,non_human_findings,-1,0,246.tiff
3165,205.0,3273.0,0.3610713,0.07737520337104797,non_human_findings,-1,0,246.tiff
3166,2436.0,2366.0,0.30784038,0.07736846059560776,non_human_findings,-1,0,246.tiff
3167,1700.0,767.0,0.4323209,0.07736711949110031,non_human_findings,-1,0,246.tiff
3168,3820.0,3196.0,0.365242,0.07736261934041977,non_human_findings,-1,0,246.tiff
3169,2644.0,2128.0,0.34724605,0.07736111432313919,non_human_findings,-1,0,246.tiff
3170,3599.0,1531.0,0.2818002,0.07735990732908249,non_human_findings,-1,0,246.tiff
3171,710.0,1064.0,0.29155093,0.07735773175954819,non_human_findings,-1,0,246.tiff
3172,159.0,1188.0,0.2817585,0.07735728472471237,non_human_findings,-1,0,246.tiff
3173,5490.0,1740.0,0.33505735,0.07734658569097519,non_human_findings,-1,0,246.tiff
3174,1940.0,3473.0,0.32406998,0.07734401524066925,non_human_findings,-1,0,246.tiff
3175,6503.0,2988.0,0.31064567,0.07734328508377075,non_human_findings,-1,0,246.tiff
3176,5671.0,969.0,0.28717586,0.07733973860740662,non_human_findings,-1,0,246.tiff
3177,3283.0,1595.0,0.31842914,0.07733757048845291,non_human_findings,-1,0,246.tiff
3178,2563.0,1981.0,0.28280658,0.07733311504125595,non_human_findings,-1,0,246.tiff
3179,1255.0,2094.0,0.30199873,0.07733264565467834,non_human_findings,-1,0,246.tiff
3180,26.0,1117.0,0.37277418,0.07733257114887238,non_human_findings,-1,0,246.tiff
3181,696.0,1149.0,0.29764804,0.07732252776622772,non_human_findings,-1,0,246.tiff
3182,4800.0,1734.0,0.28228447,0.07731950283050537,non_human_findings,-1,0,246.tiff
3183,1144.0,4381.0,0.2902809,0.07731838524341583,non_human_findings,-1,0,246.tiff
3184,900.0,2144.0,0.29666084,0.07731685787439346,non_human_findings,-1,0,246.tiff
3185,1802.0,166.0,0.32559407,0.07731493562459946,non_human_findings,-1,0,246.tiff
3186,6177.0,2449.0,0.29518285,0.07731334120035172,non_human_findings,-1,0,246.tiff
3187,4828.0,118.0,0.32421863,0.07730699330568314,non_human_findings,-1,0,246.tiff
3188,1098.0,3752.0,0.32173914,0.07730244845151901,non_human_findings,-1,0,246.tiff
3189,2944.0,1870.0,0.2847506,0.0772978663444519,non_human_findings,-1,0,246.tiff
3190,1819.0,2443.0,0.32082304,0.07729676365852356,non_human_findings,-1,0,246.tiff
3191,1018.0,1723.0,0.35508105,0.07728448510169983,non_human_findings,-1,0,246.tiff
3192,5461.0,1308.0,0.27609152,0.07728311419487,non_human_findings,-1,0,246.tiff
3193,59.0,851.0,0.289747,0.07727844268083572,non_human_findings,-1,0,246.tiff
3194,1235.0,4450.0,0.29741773,0.07727829366922379,non_human_findings,-1,0,246.tiff
3195,5964.0,875.0,0.30432954,0.07727307826280594,non_human_findings,-1,0,246.tiff
3196,5536.0,2910.0,0.37388527,0.07727106660604477,non_human_findings,-1,0,246.tiff
3197,4904.0,3077.0,0.3040224,0.07726942747831345,non_human_findings,-1,0,246.tiff
3198,240.0,680.0,0.32338372,0.07725603133440018,non_human_findings,-1,0,246.tiff
3199,6368.0,4479.0,0.28027672,0.07725102454423904,non_human_findings,-1,0,246.tiff
3200,6300.0,1394.0,0.3206801,0.07724157720804214,non_human_findings,-1,0,246.tiff
3201,1225.0,4737.0,0.36350894,0.07723589986562729,non_human_findings,-1,0,246.tiff
3202,6375.0,1088.0,0.27769715,0.07723074406385422,non_human_findings,-1,0,246.tiff
3203,4186.0,1917.0,0.31248167,0.07722567021846771,non_human_findings,-1,0,246.tiff
3204,6353.0,4174.0,0.3057849,0.07722217589616776,non_human_findings,-1,0,246.tiff
3205,1243.0,3154.0,0.3035888,0.07722207903862,non_human_findings,-1,0,246.tiff
3206,6385.0,4183.0,0.34788033,0.07720936089754105,non_human_findings,-1,0,246.tiff
3207,4758.0,1196.0,0.29740778,0.07719802856445312,non_human_findings,-1,0,246.tiff
3208,2890.0,1975.0,0.31605172,0.07719767838716507,non_human_findings,-1,0,246.tiff
3209,6419.0,4575.0,0.33071786,0.07719551771879196,non_human_findings,-1,0,246.tiff
3210,176.0,478.0,0.36616558,0.0771930068731308,non_human_findings,-1,0,246.tiff
3211,4326.0,3717.0,0.38510507,0.07718498259782791,non_human_findings,-1,0,246.tiff
3212,2596.0,4391.0,0.31080374,0.07717786729335785,non_human_findings,-1,0,246.tiff
3213,1165.0,3552.0,0.27556852,0.07717348635196686,non_human_findings,-1,0,246.tiff
3214,1642.0,225.0,0.3691516,0.07716953754425049,non_human_findings,-1,0,246.tiff
3215,2160.0,1658.0,0.30341145,0.07716912031173706,non_human_findings,-1,0,246.tiff
3216,591.0,4718.0,0.3468095,0.07716557383537292,non_human_findings,-1,0,246.tiff
3217,2273.0,2317.0,0.29468495,0.07716372609138489,non_human_findings,-1,0,246.tiff
3218,3108.0,3731.0,0.3006997,0.07716017216444016,non_human_findings,-1,0,246.tiff
3219,1522.0,2832.0,0.31217098,0.07715664058923721,non_human_findings,-1,0,246.tiff
3220,2206.0,1464.0,0.2900185,0.07715656608343124,non_human_findings,-1,0,246.tiff
3221,5686.0,558.0,0.28489962,0.07715575397014618,non_human_findings,-1,0,246.tiff
3222,5310.0,900.0,0.3366903,0.0771542340517044,non_human_findings,-1,0,246.tiff
3223,5385.0,2221.0,0.3336802,0.0771474689245224,non_human_findings,-1,0,246.tiff
3224,2257.0,4528.0,0.30783516,0.07714647054672241,non_human_findings,-1,0,246.tiff
3225,5800.0,4590.0,0.33932108,0.07714112848043442,non_human_findings,-1,0,246.tiff
3226,1465.0,4649.0,0.28050223,0.07713727653026581,non_human_findings,-1,0,246.tiff
3227,2006.0,1226.0,0.28135982,0.07713708281517029,non_human_findings,-1,0,246.tiff
3228,5288.0,2365.0,0.32782114,0.07712911814451218,non_human_findings,-1,0,246.tiff
3229,3098.0,1567.0,0.4005429,0.0771271362900734,non_human_findings,-1,0,246.tiff
3230,5722.0,1862.0,0.3114168,0.07712108641862869,non_human_findings,-1,0,246.tiff
3231,5644.0,1720.0,0.33544725,0.07711973786354065,non_human_findings,-1,0,246.tiff
3232,6034.0,1993.0,0.32206738,0.07711447030305862,non_human_findings,-1,0,246.tiff
3233,5998.0,1636.0,0.2804224,0.07710760831832886,non_human_findings,-1,0,246.tiff
3234,1503.0,257.0,0.3609679,0.07710202783346176,non_human_findings,-1,0,246.tiff
3235,5000.0,4421.0,0.27998856,0.07708916813135147,non_human_findings,-1,0,246.tiff
3236,1221.0,104.0,0.2918162,0.07707895338535309,non_human_findings,-1,0,246.tiff
3237,5879.0,609.0,0.3136477,0.07706807553768158,non_human_findings,-1,0,246.tiff
3238,3302.0,300.0,0.28007302,0.07706192880868912,non_human_findings,-1,0,246.tiff
3239,4542.0,1552.0,0.3111128,0.07706163823604584,non_human_findings,-1,0,246.tiff
3240,5827.0,638.0,0.30828664,0.07705865800380707,non_human_findings,-1,0,246.tiff
3241,3744.0,1992.0,0.31187564,0.0770539790391922,non_human_findings,-1,0,246.tiff
3242,5061.0,4510.0,0.28850478,0.07705032080411911,non_human_findings,-1,0,246.tiff
3243,5162.0,2547.0,0.44708645,0.07705022394657135,non_human_findings,-1,0,246.tiff
3244,1358.0,1503.0,0.29389253,0.0770450085401535,non_human_findings,-1,0,246.tiff
3245,5329.0,2892.0,0.3067039,0.07704436033964157,non_human_findings,-1,0,246.tiff
3246,4606.0,290.0,0.36092573,0.07704374194145203,non_human_findings,-1,0,246.tiff
3247,5591.0,2663.0,0.29317307,0.07704371213912964,non_human_findings,-1,0,246.tiff
3248,4388.0,1665.0,0.37109601,0.07704105973243713,non_human_findings,-1,0,246.tiff
3249,5926.0,2342.0,0.2953726,0.07703875750303268,non_human_findings,-1,0,246.tiff
3250,4431.0,991.0,0.32611287,0.07703635841608047,non_human_findings,-1,0,246.tiff
3251,292.0,566.0,0.29542348,0.07702917605638504,non_human_findings,-1,0,246.tiff
3252,5013.0,3242.0,0.33996895,0.077021524310112,non_human_findings,-1,0,246.tiff
3253,3322.0,939.0,0.34867513,0.07702051848173141,non_human_findings,-1,0,246.tiff
3254,1437.0,961.0,0.32742283,0.07701514661312103,non_human_findings,-1,0,246.tiff
3255,3590.0,1883.0,0.3124431,0.0770120769739151,non_human_findings,-1,0,246.tiff
3256,2071.0,2898.0,0.30467582,0.07700865715742111,non_human_findings,-1,0,246.tiff
3257,4197.0,1044.0,0.30096477,0.07700053602457047,non_human_findings,-1,0,246.tiff
3258,1179.0,2491.0,0.27994093,0.076996810734272,non_human_findings,-1,0,246.tiff
3259,5318.0,2501.0,0.29680952,0.07699603587388992,non_human_findings,-1,0,246.tiff
3260,474.0,379.0,0.352019,0.07699085772037506,non_human_findings,-1,0,246.tiff
3261,5135.0,675.0,0.378982,0.07698267698287964,non_human_findings,-1,0,246.tiff
3262,4370.0,3273.0,0.29439107,0.0769815444946289,non_human_findings,-1,0,246.tiff
3263,3955.0,3073.0,0.2930376,0.07697942852973938,non_human_findings,-1,0,246.tiff
3264,3978.0,132.0,0.3328624,0.07697579264640808,non_human_findings,-1,0,246.tiff
3265,5118.0,3920.0,0.30642748,0.07696589082479477,non_human_findings,-1,0,246.tiff
3266,1140.0,1338.0,0.34463185,0.07695382833480835,non_human_findings,-1,0,246.tiff
3267,1450.0,1570.0,0.29744595,0.0769459456205368,non_human_findings,-1,0,246.tiff
3268,442.0,3312.0,0.34760776,0.07693473249673843,non_human_findings,-1,0,246.tiff
3269,341.0,4868.0,0.34180802,0.07692558318376541,non_human_findings,-1,0,246.tiff
3270,98.0,4672.0,0.31269723,0.07692072540521622,non_human_findings,-1,0,246.tiff
3271,1911.0,1039.0,0.28114548,0.07691976428031921,non_human_findings,-1,0,246.tiff
3272,2468.0,4491.0,0.3056452,0.07691631466150284,non_human_findings,-1,0,246.tiff
3273,6380.0,1470.0,0.2868059,0.0769161656498909,non_human_findings,-1,0,246.tiff
3274,4612.0,1269.0,0.2856966,0.07691193372011185,non_human_findings,-1,0,246.tiff
3275,1489.0,1580.0,0.34698427,0.0769086629152298,non_human_findings,-1,0,246.tiff
3276,2286.0,1920.0,0.29107606,0.07690645009279251,non_human_findings,-1,0,246.tiff
3277,1186.0,4495.0,0.28584334,0.07690493017435074,non_human_findings,-1,0,246.tiff
3278,2270.0,865.0,0.28134415,0.0769030749797821,non_human_findings,-1,0,246.tiff
3279,2605.0,388.0,0.27629635,0.07689952105283737,non_human_findings,-1,0,246.tiff
3280,3214.0,250.0,0.3247958,0.07687730342149734,non_human_findings,-1,0,246.tiff
3281,712.0,1560.0,0.30861452,0.07686374336481094,non_human_findings,-1,0,246.tiff
3282,1248.0,374.0,0.30221835,0.0768628790974617,non_human_findings,-1,0,246.tiff
3283,880.0,1106.0,0.3342855,0.07686221599578857,non_human_findings,-1,0,246.tiff
3284,3529.0,1866.0,0.3218243,0.07686106860637665,non_human_findings,-1,0,246.tiff
3285,5451.0,2403.0,0.3794882,0.07685817778110504,non_human_findings,-1,0,246.tiff
3286,2466.0,3973.0,0.2935344,0.0768565982580185,non_human_findings,-1,0,246.tiff
3287,665.0,495.0,0.41982967,0.07685138285160065,non_human_findings,-1,0,246.tiff
3288,4442.0,3130.0,0.32759407,0.07684864103794098,non_human_findings,-1,0,246.tiff
3289,2133.0,3156.0,0.28974438,0.076837457716465,non_human_findings,-1,0,246.tiff
3290,3707.0,804.0,0.29359987,0.0768347829580307,non_human_findings,-1,0,246.tiff
3291,6059.0,3746.0,0.33199367,0.0768250823020935,non_human_findings,-1,0,246.tiff
3292,4306.0,3933.0,0.28357527,0.07681824266910553,non_human_findings,-1,0,246.tiff
3293,972.0,3474.0,0.3252007,0.07681389153003693,non_human_findings,-1,0,246.tiff
3294,930.0,1046.0,0.32790658,0.07681272178888321,non_human_findings,-1,0,246.tiff
3295,5966.0,2350.0,0.30818245,0.07681210339069366,non_human_findings,-1,0,246.tiff
3296,2769.0,327.0,0.27699885,0.07679684460163116,non_human_findings,-1,0,246.tiff
3297,5201.0,4425.0,0.2937154,0.07679230719804764,non_human_findings,-1,0,246.tiff
3298,752.0,4130.0,0.40174365,0.07679037004709244,non_human_findings,-1,0,246.tiff
3299,4012.0,2674.0,0.28283402,0.07678961753845215,non_human_findings,-1,0,246.tiff
3300,549.0,2668.0,0.39094767,0.07678834348917007,non_human_findings,-1,0,246.tiff
3301,1939.0,97.0,0.30249012,0.07678356021642685,non_human_findings,-1,0,246.tiff
3302,624.0,3360.0,0.30201083,0.0767834484577179,non_human_findings,-1,0,246.tiff
3303,6384.0,1858.0,0.30724663,0.07678089290857315,non_human_findings,-1,0,246.tiff
3304,5252.0,3726.0,0.289799,0.07677854597568512,non_human_findings,-1,0,246.tiff
3305,4994.0,1715.0,0.37660524,0.07677726447582245,non_human_findings,-1,0,246.tiff
3306,5738.0,2766.0,0.30080926,0.0767679214477539,non_human_findings,-1,0,246.tiff
3307,571.0,4518.0,0.33779645,0.07676268368959427,non_human_findings,-1,0,246.tiff
3308,6475.0,1407.0,0.33294815,0.07676199078559875,non_human_findings,-1,0,246.tiff
3309,2462.0,901.0,0.31108084,0.07675841450691223,non_human_findings,-1,0,246.tiff
3310,5113.0,1673.0,0.30804664,0.07674827426671982,non_human_findings,-1,0,246.tiff
3311,4753.0,2244.0,0.39193493,0.07673647254705429,non_human_findings,-1,0,246.tiff
3312,5234.0,3686.0,0.30137566,0.07673464715480804,non_human_findings,-1,0,246.tiff
3313,984.0,51.0,0.27711463,0.07673068344593048,non_human_findings,-1,0,246.tiff
3314,393.0,56.0,0.28012055,0.07672824710607529,non_human_findings,-1,0,246.tiff
3315,6057.0,2713.0,0.2848942,0.07672478258609772,non_human_findings,-1,0,246.tiff
3316,1653.0,1141.0,0.2942382,0.07671403139829636,non_human_findings,-1,0,246.tiff
3317,3940.0,1083.0,0.28523493,0.07669724524021149,non_human_findings,-1,0,246.tiff
3318,1288.0,4886.0,0.34592363,0.07669568061828613,non_human_findings,-1,0,246.tiff
3319,6517.0,2506.0,0.28708592,0.07669521868228912,non_human_findings,-1,0,246.tiff
3320,2267.0,2556.0,0.36635622,0.0766913890838623,non_human_findings,-1,0,246.tiff
3321,3042.0,3540.0,0.31040415,0.07668188214302063,non_human_findings,-1,0,246.tiff
3322,762.0,3678.0,0.3490853,0.0766812264919281,non_human_findings,-1,0,246.tiff
3323,5086.0,4460.0,0.27883533,0.07667573541402817,non_human_findings,-1,0,246.tiff
3324,5636.0,4882.0,0.33331004,0.07666447013616562,non_human_findings,-1,0,246.tiff
3325,1324.0,3858.0,0.36831978,0.07666044682264328,non_human_findings,-1,0,246.tiff
3326,5106.0,4022.0,0.27946815,0.07665906846523285,non_human_findings,-1,0,246.tiff
3327,6239.0,3276.0,0.29923835,0.07665601372718811,non_human_findings,-1,0,246.tiff
3328,5863.0,928.0,0.36501467,0.07665473967790604,non_human_findings,-1,0,246.tiff
3329,4024.0,1483.0,0.27999997,0.07664771378040314,non_human_findings,-1,0,246.tiff
3330,1308.0,2956.0,0.33841324,0.0766453966498375,non_human_findings,-1,0,246.tiff
3331,6386.0,1354.0,0.31286094,0.07663455605506897,non_human_findings,-1,0,246.tiff
3332,4959.0,4146.0,0.2786714,0.07661992311477661,non_human_findings,-1,0,246.tiff
3333,3550.0,2177.0,0.28637806,0.07661711424589157,non_human_findings,-1,0,246.tiff
3334,5232.0,267.0,0.28574806,0.07661040127277374,non_human_findings,-1,0,246.tiff
3335,5125.0,1952.0,0.30398774,0.07660982012748718,non_human_findings,-1,0,246.tiff
3336,1180.0,3319.0,0.29250243,0.07660539448261261,non_human_findings,-1,0,246.tiff
3337,1347.0,779.0,0.3677181,0.07660315930843353,non_human_findings,-1,0,246.tiff
3338,856.0,3566.0,0.31196085,0.07660090923309326,non_human_findings,-1,0,246.tiff
3339,2638.0,191.0,0.31602475,0.07660025358200073,non_human_findings,-1,0,246.tiff
3340,1845.0,2208.0,0.28401726,0.07659399509429932,non_human_findings,-1,0,246.tiff
3341,5652.0,2891.0,0.29081213,0.07658776640892029,non_human_findings,-1,0,246.tiff
3342,45.0,4312.0,0.29408604,0.07658744603395462,non_human_findings,-1,0,246.tiff
3343,2017.0,2798.0,0.38463208,0.0765867754817009,non_human_findings,-1,0,246.tiff
3344,5482.0,4420.0,0.29595175,0.0765867531299591,non_human_findings,-1,0,246.tiff
3345,764.0,2690.0,0.35176533,0.07658526301383972,non_human_findings,-1,0,246.tiff
3346,1709.0,4372.0,0.29328853,0.07658249884843826,non_human_findings,-1,0,246.tiff
3347,5982.0,2663.0,0.32794032,0.07657044380903244,non_human_findings,-1,0,246.tiff
3348,3701.0,136.0,0.30364615,0.07656970620155334,non_human_findings,-1,0,246.tiff
3349,1275.0,604.0,0.28297135,0.07656936347484589,non_human_findings,-1,0,246.tiff
3350,1683.0,797.0,0.38250452,0.07656849920749664,non_human_findings,-1,0,246.tiff
3351,631.0,4313.0,0.3298523,0.07656021416187286,non_human_findings,-1,0,246.tiff
3352,4980.0,4079.0,0.31963772,0.07655655592679977,non_human_findings,-1,0,246.tiff
3353,6498.0,1091.0,0.2917472,0.07654587179422379,non_human_findings,-1,0,246.tiff
3354,595.0,2068.0,0.32494894,0.07654329389333725,non_human_findings,-1,0,246.tiff
3355,487.0,3034.0,0.34070352,0.07654270529747009,non_human_findings,-1,0,246.tiff
3356,2497.0,47.0,0.28819892,0.07654181122779846,non_human_findings,-1,0,246.tiff
3357,802.0,3188.0,0.30138406,0.07653148472309113,non_human_findings,-1,0,246.tiff
3358,5694.0,374.0,0.30284175,0.0765284076333046,non_human_findings,-1,0,246.tiff
3359,5860.0,433.0,0.3338528,0.07652817666530609,non_human_findings,-1,0,246.tiff
3360,6288.0,2965.0,0.2876486,0.07652293890714645,non_human_findings,-1,0,246.tiff
3361,948.0,2356.0,0.3086123,0.07651126384735107,non_human_findings,-1,0,246.tiff
3362,5647.0,602.0,0.44626018,0.07649344205856323,non_human_findings,-1,0,246.tiff
3363,986.0,624.0,0.2942863,0.0764896497130394,non_human_findings,-1,0,246.tiff
3364,5953.0,402.0,0.2947684,0.07648608833551407,non_human_findings,-1,0,246.tiff
3365,4919.0,2000.0,0.29910266,0.07648369669914246,non_human_findings,-1,0,246.tiff
3366,2517.0,2032.0,0.3157527,0.07647721469402313,non_human_findings,-1,0,246.tiff
3367,493.0,1614.0,0.29186475,0.07647721469402313,non_human_findings,-1,0,246.tiff
3368,2094.0,314.0,0.3032216,0.07647467404603958,non_human_findings,-1,0,246.tiff
3369,6498.0,3858.0,0.29688835,0.07647299766540527,non_human_findings,-1,0,246.tiff
3370,4731.0,1228.0,0.33359358,0.07647250592708588,non_human_findings,-1,0,246.tiff
3371,1160.0,1613.0,0.30425164,0.07647103816270828,non_human_findings,-1,0,246.tiff
3372,180.0,4147.0,0.32393932,0.07646553218364716,non_human_findings,-1,0,246.tiff
3373,4109.0,815.0,0.28191724,0.0764518603682518,non_human_findings,-1,0,246.tiff
3374,3361.0,3089.0,0.40182877,0.07644841074943542,non_human_findings,-1,0,246.tiff
3375,1626.0,3246.0,0.29467463,0.07644131779670715,non_human_findings,-1,0,246.tiff
3376,1361.0,2142.0,0.27766728,0.07643457502126694,non_human_findings,-1,0,246.tiff
3377,2167.0,2084.0,0.3024264,0.07643101364374161,non_human_findings,-1,0,246.tiff
3378,5508.0,3443.0,0.36494744,0.076430544257164,non_human_findings,-1,0,246.tiff
3379,5032.0,2222.0,0.34108803,0.07643016427755356,non_human_findings,-1,0,246.tiff
3380,5153.0,2511.0,0.30519542,0.07642878592014313,non_human_findings,-1,0,246.tiff
3381,463.0,2544.0,0.3039544,0.07642785459756851,non_human_findings,-1,0,246.tiff
3382,1334.0,2855.0,0.37648025,0.0764237642288208,non_human_findings,-1,0,246.tiff
3383,5796.0,248.0,0.2857881,0.07641897350549698,non_human_findings,-1,0,246.tiff
3384,2140.0,2472.0,0.28550503,0.0764184296131134,non_human_findings,-1,0,246.tiff
3385,4625.0,962.0,0.30381298,0.07641616463661194,non_human_findings,-1,0,246.tiff
3386,623.0,2562.0,0.37769946,0.07641350477933884,non_human_findings,-1,0,246.tiff
3387,710.0,1665.0,0.29027483,0.07640668749809265,non_human_findings,-1,0,246.tiff
3388,3285.0,1738.0,0.28436738,0.07640346139669418,non_human_findings,-1,0,246.tiff
3389,4260.0,4834.0,0.3064253,0.07639744132757187,non_human_findings,-1,0,246.tiff
3390,5154.0,2415.0,0.2757046,0.07639716565608978,non_human_findings,-1,0,246.tiff
3391,3840.0,1593.0,0.3477961,0.07639528065919876,non_human_findings,-1,0,246.tiff
3392,5641.0,2408.0,0.32479203,0.0763949304819107,non_human_findings,-1,0,246.tiff
3393,6387.0,3836.0,0.32584125,0.07638674974441528,non_human_findings,-1,0,246.tiff
3394,2392.0,1746.0,0.30806145,0.07638537138700485,non_human_findings,-1,0,246.tiff
3395,5037.0,3766.0,0.30777213,0.07638483494520187,non_human_findings,-1,0,246.tiff
3396,969.0,3889.0,0.32100186,0.07638269662857056,non_human_findings,-1,0,246.tiff
3397,5184.0,1893.0,0.34032694,0.07634393125772476,non_human_findings,-1,0,246.tiff
3398,4736.0,509.0,0.27600873,0.07633976638317108,non_human_findings,-1,0,246.tiff
3399,5404.0,3445.0,0.3936844,0.07633821666240692,non_human_findings,-1,0,246.tiff
3400,4815.0,1780.0,0.31808364,0.0763336643576622,non_human_findings,-1,0,246.tiff
3401,3401.0,397.0,0.3070533,0.07632893323898315,non_human_findings,-1,0,246.tiff
3402,4856.0,566.0,0.28284198,0.07632352411746979,non_human_findings,-1,0,246.tiff
3403,3349.0,1852.0,0.37659937,0.07632175832986832,non_human_findings,-1,0,246.tiff
3404,960.0,3773.0,0.30263537,0.0763201117515564,non_human_findings,-1,0,246.tiff
3405,5768.0,4571.0,0.3913605,0.0763200893998146,non_human_findings,-1,0,246.tiff
3406,4941.0,1153.0,0.29155004,0.07631649821996689,non_human_findings,-1,0,246.tiff
3407,119.0,955.0,0.33272037,0.0763140469789505,non_human_findings,-1,0,246.tiff
3408,2232.0,3851.0,0.28619698,0.0763128250837326,non_human_findings,-1,0,246.tiff
3409,938.0,855.0,0.29454616,0.07629680633544922,non_human_findings,-1,0,246.tiff
3410,1416.0,3024.0,0.3051429,0.07629676908254623,non_human_findings,-1,0,246.tiff
3411,1112.0,2504.0,0.31781393,0.07628757506608963,non_human_findings,-1,0,246.tiff
3412,3697.0,1272.0,0.27862293,0.07628173381090164,non_human_findings,-1,0,246.tiff
3413,4580.0,1690.0,0.39268392,0.07627732306718826,non_human_findings,-1,0,246.tiff
3414,3483.0,1680.0,0.32757568,0.07627610117197037,non_human_findings,-1,0,246.tiff
3415,5947.0,1458.0,0.2782895,0.07627175748348236,non_human_findings,-1,0,246.tiff
3416,2047.0,977.0,0.3090337,0.07625900954008102,non_human_findings,-1,0,246.tiff
3417,1627.0,4232.0,0.29121727,0.07625438272953033,non_human_findings,-1,0,246.tiff
3418,1417.0,623.0,0.3213209,0.07623571902513504,non_human_findings,-1,0,246.tiff
3419,5157.0,2864.0,0.31173003,0.07623496651649475,non_human_findings,-1,0,246.tiff
3420,2848.0,1348.0,0.32340673,0.0762123093008995,non_human_findings,-1,0,246.tiff
3421,1569.0,1547.0,0.30033025,0.07621055841445923,non_human_findings,-1,0,246.tiff
3422,5772.0,4172.0,0.30228573,0.07620801031589508,non_human_findings,-1,0,246.tiff
3423,4416.0,3380.0,0.28458452,0.07620604336261749,non_human_findings,-1,0,246.tiff
3424,2097.0,933.0,0.28450632,0.07620596140623093,non_human_findings,-1,0,246.tiff
3425,2450.0,3196.0,0.28093496,0.07620023936033249,non_human_findings,-1,0,246.tiff
3426,5420.0,1511.0,0.2839816,0.07618637382984161,non_human_findings,-1,0,246.tiff
3427,5412.0,349.0,0.31740037,0.0761839896440506,non_human_findings,-1,0,246.tiff
3428,3623.0,2790.0,0.27669805,0.07617657631635666,non_human_findings,-1,0,246.tiff
3429,728.0,3870.0,0.33929586,0.07616433501243591,non_human_findings,-1,0,246.tiff
3430,5493.0,4316.0,0.3107562,0.07616174966096878,non_human_findings,-1,0,246.tiff
3431,4409.0,1761.0,0.36495715,0.07615020126104355,non_human_findings,-1,0,246.tiff
3432,1519.0,2440.0,0.30127242,0.0761440321803093,non_human_findings,-1,0,246.tiff
3433,5748.0,889.0,0.34361574,0.07614091783761978,non_human_findings,-1,0,246.tiff
3434,6451.0,3991.0,0.28990325,0.07612074166536331,non_human_findings,-1,0,246.tiff
3435,6151.0,4728.0,0.29298842,0.07611515372991562,non_human_findings,-1,0,246.tiff
3436,1184.0,1690.0,0.32828486,0.07610026001930237,non_human_findings,-1,0,246.tiff
3437,3400.0,1984.0,0.29525068,0.07609403133392334,non_human_findings,-1,0,246.tiff
3438,2331.0,3893.0,0.39244702,0.07609263807535172,non_human_findings,-1,0,246.tiff
3439,2654.0,1254.0,0.29171893,0.07609237730503082,non_human_findings,-1,0,246.tiff
3440,239.0,4138.0,0.29156274,0.07608915120363235,non_human_findings,-1,0,246.tiff
3441,3446.0,3847.0,0.3062309,0.07607198506593704,non_human_findings,-1,0,246.tiff
3442,6222.0,1512.0,0.33682021,0.07607079297304153,non_human_findings,-1,0,246.tiff
3443,3647.0,128.0,0.29152063,0.07605717331171036,non_human_findings,-1,0,246.tiff
3444,2311.0,4499.0,0.28196558,0.07605595141649246,non_human_findings,-1,0,246.tiff
3445,2996.0,1369.0,0.31769064,0.07605377584695816,non_human_findings,-1,0,246.tiff
3446,792.0,33.0,0.28386065,0.07605331391096115,non_human_findings,-1,0,246.tiff
3447,344.0,1096.0,0.31527653,0.07604946941137314,non_human_findings,-1,0,246.tiff
3448,1134.0,1047.0,0.3356644,0.07604549080133438,non_human_findings,-1,0,246.tiff
3449,4312.0,3675.0,0.27653962,0.07603678852319717,non_human_findings,-1,0,246.tiff
3450,4296.0,4469.0,0.3158373,0.07603473961353302,non_human_findings,-1,0,246.tiff
3451,3647.0,1843.0,0.29730564,0.07603137940168381,non_human_findings,-1,0,246.tiff
3452,2644.0,4716.0,0.33609545,0.07599873840808868,non_human_findings,-1,0,246.tiff
3453,1371.0,3201.0,0.31749645,0.07599803060293198,non_human_findings,-1,0,246.tiff
