table,key,column,notebook,audit,match
top30,245.tiff/gray_bbox/rank2,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank3,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank3,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank4,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank4,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank5,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/gray_bbox/rank5,matched_ann_id,6344,6344,True
top30,245.tiff/gray_bbox/rank6,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank6,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank7,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank7,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank8,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank8,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank9,bucket,human_rejected_label,human_rejected_label,True
top30,245.tiff/gray_bbox/rank9,matched_ann_id,6265,6265,True
top30,245.tiff/gray_bbox/rank10,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank10,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank11,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank11,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank12,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/gray_bbox/rank12,matched_ann_id,6307,6307,True
top30,245.tiff/gray_bbox/rank13,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/gray_bbox/rank13,matched_ann_id,6254,6254,True
top30,245.tiff/gray_bbox/rank14,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank14,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank15,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank15,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank16,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank16,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank17,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank17,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank18,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank19,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/gray_bbox/rank19,matched_ann_id,6348,6348,True
top30,245.tiff/gray_bbox/rank20,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/gray_bbox/rank20,matched_ann_id,6392,6392,True
top30,245.tiff/gray_bbox/rank21,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank21,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank22,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/gray_bbox/rank22,matched_ann_id,6333,6333,True
top30,245.tiff/gray_bbox/rank23,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank23,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank24,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank24,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank25,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank25,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank26,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank26,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank27,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank27,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank28,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/gray_bbox/rank28,matched_ann_id,-1,-1,True
top30,245.tiff/gray_bbox/rank29,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/gray_bbox/rank29,matched_ann_id,6264,6264,True
per_roi,245.tiff/gray_bbox,n_gt_mitotic,89,89,True
per_roi,245.tiff/hem_bbox,tp_at_10 (independent repo-rule rematch),1,1,True
per_roi,245.tiff/hem_bbox,tp_at_10 (bucket column count),1,1,True
per_roi,245.tiff/hem_bbox,tp_at_20 (independent repo-rule rematch),2,2,True
per_roi,245.tiff/hem_bbox,tp_at_20 (bucket column count),2,2,True
per_roi,245.tiff/hem_bbox,tp_at_30 (independent repo-rule rematch),5,5,True
per_roi,245.tiff/hem_bbox,tp_at_30 (bucket column count),5,5,True
top30,245.tiff/hem_bbox/rank0,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank0,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank1,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank1,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank2,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank2,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank3,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank3,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank4,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank4,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank5,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/hem_bbox/rank5,matched_ann_id,6368,6368,True
top30,245.tiff/hem_bbox/rank6,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank6,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank7,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank7,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank8,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank8,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank9,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank9,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank10,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank10,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank11,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank11,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank12,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank12,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank13,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/hem_bbox/rank13,matched_ann_id,6253,6253,True
top30,245.tiff/hem_bbox/rank14,bucket,human_rejected_label,human_rejected_label,True
top30,245.tiff/hem_bbox/rank14,matched_ann_id,6265,6265,True
top30,245.tiff/hem_bbox/rank15,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank15,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank16,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank16,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank17,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank17,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank18,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank19,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank19,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank20,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank20,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank21,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank21,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank22,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/hem_bbox/rank22,matched_ann_id,6344,6344,True
top30,245.tiff/hem_bbox/rank23,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank23,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank24,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank24,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank25,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank25,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank26,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank26,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank27,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/hem_bbox/rank27,matched_ann_id,6287,6287,True
top30,245.tiff/hem_bbox/rank28,bucket,non_human_findings,non_human_findings,True
top30,245.tiff/hem_bbox/rank28,matched_ann_id,-1,-1,True
top30,245.tiff/hem_bbox/rank29,bucket,human_correct_label,human_correct_label,True
top30,245.tiff/hem_bbox/rank29,matched_ann_id,6348,6348,True
per_roi,245.tiff/hem_bbox,n_gt_mitotic,89,89,True
per_roi,246.tiff/default_51,tp_at_10 (independent repo-rule rematch),10,10,True
per_roi,246.tiff/default_51,tp_at_10 (bucket column count),10,10,True
per_roi,246.tiff/default_51,tp_at_20 (independent repo-rule rematch),17,17,True
per_roi,246.tiff/default_51,tp_at_20 (bucket column count),17,17,True
per_roi,246.tiff/default_51,tp_at_30 (independent repo-rule rematch),23,23,True
per_roi,246.tiff/default_51,tp_at_30 (bucket column count),23,23,True
top30,246.tiff/default_51/rank0,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank0,matched_ann_id,6407,6407,True
top30,246.tiff/default_51/rank1,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank1,matched_ann_id,6609,6609,True
top30,246.tiff/default_51/rank2,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank2,matched_ann_id,6597,6597,True
top30,246.tiff/default_51/rank3,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank3,matched_ann_id,6617,6617,True
top30,246.tiff/default_51/rank4,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank4,matched_ann_id,6409,6409,True
top30,246.tiff/default_51/rank5,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank5,matched_ann_id,6587,6587,True
top30,246.tiff/default_51/rank6,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank6,matched_ann_id,6516,6516,True
top30,246.tiff/default_51/rank7,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank7,matched_ann_id,6618,6618,True
top30,246.tiff/default_51/rank8,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank8,matched_ann_id,6425,6425,True
top30,246.tiff/default_51/rank9,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank9,matched_ann_id,6456,6456,True
top30,246.tiff/default_51/rank10,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank10,matched_ann_id,6590,6590,True
top30,246.tiff/default_51/rank11,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank11,matched_ann_id,6604,6604,True
top30,246.tiff/default_51/rank12,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank12,matched_ann_id,6512,6512,True
top30,246.tiff/default_51/rank13,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank13,matched_ann_id,6481,6481,True
top30,246.tiff/default_51/rank14,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/default_51/rank14,matched_ann_id,-1,-1,True
top30,246.tiff/default_51/rank15,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank15,matched_ann_id,6518,6518,True
top30,246.tiff/default_51/rank16,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank16,matched_ann_id,6528,6528,True
top30,246.tiff/default_51/rank17,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/default_51/rank17,matched_ann_id,-1,-1,True
top30,246.tiff/default_51/rank18,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/default_51/rank18,matched_ann_id,6440,6440,True
top30,246.tiff/default_51/rank19,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank19,matched_ann_id,6447,6447,True
top30,246.tiff/default_51/rank20,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank20,matched_ann_id,6581,6581,True
top30,246.tiff/default_51/rank21,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/default_51/rank21,matched_ann_id,6477,6477,True
top30,246.tiff/default_51/rank22,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank22,matched_ann_id,6612,6612,True
top30,246.tiff/default_51/rank23,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank23,matched_ann_id,6435,6435,True
top30,246.tiff/default_51/rank24,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank24,matched_ann_id,6582,6582,True
top30,246.tiff/default_51/rank25,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank25,matched_ann_id,6559,6559,True
top30,246.tiff/default_51/rank26,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/default_51/rank26,matched_ann_id,6560,6560,True
top30,246.tiff/default_51/rank27,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/default_51/rank27,matched_ann_id,-1,-1,True
top30,246.tiff/default_51/rank28,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/default_51/rank28,matched_ann_id,6530,6530,True
top30,246.tiff/default_51/rank29,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/default_51/rank29,matched_ann_id,-1,-1,True
per_roi,246.tiff/default_51,n_gt_mitotic,115,115,True
per_roi,246.tiff/gray_bbox,tp_at_10 (independent repo-rule rematch),10,10,True
per_roi,246.tiff/gray_bbox,tp_at_10 (bucket column count),10,10,True
per_roi,246.tiff/gray_bbox,tp_at_20 (independent repo-rule rematch),14,14,True
per_roi,246.tiff/gray_bbox,tp_at_20 (bucket column count),14,14,True
per_roi,246.tiff/gray_bbox,tp_at_30 (independent repo-rule rematch),21,21,True
per_roi,246.tiff/gray_bbox,tp_at_30 (bucket column count),21,21,True
top30,246.tiff/gray_bbox/rank0,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank0,matched_ann_id,6407,6407,True
top30,246.tiff/gray_bbox/rank1,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank1,matched_ann_id,6597,6597,True
top30,246.tiff/gray_bbox/rank2,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank2,matched_ann_id,6609,6609,True
top30,246.tiff/gray_bbox/rank3,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank3,matched_ann_id,6587,6587,True
top30,246.tiff/gray_bbox/rank4,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank4,matched_ann_id,6617,6617,True
top30,246.tiff/gray_bbox/rank5,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank5,matched_ann_id,6425,6425,True
top30,246.tiff/gray_bbox/rank6,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank6,matched_ann_id,6409,6409,True
top30,246.tiff/gray_bbox/rank7,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank7,matched_ann_id,6618,6618,True
top30,246.tiff/gray_bbox/rank8,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank8,matched_ann_id,6456,6456,True
top30,246.tiff/gray_bbox/rank9,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank9,matched_ann_id,6528,6528,True
top30,246.tiff/gray_bbox/rank10,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank10,matched_ann_id,6604,6604,True
top30,246.tiff/gray_bbox/rank11,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank11,matched_ann_id,6512,6512,True
top30,246.tiff/gray_bbox/rank12,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank12,matched_ann_id,6481,6481,True
top30,246.tiff/gray_bbox/rank13,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/gray_bbox/rank13,matched_ann_id,-1,-1,True
top30,246.tiff/gray_bbox/rank14,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/gray_bbox/rank14,matched_ann_id,6440,6440,True
top30,246.tiff/gray_bbox/rank15,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/gray_bbox/rank15,matched_ann_id,-1,-1,True
top30,246.tiff/gray_bbox/rank16,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank16,matched_ann_id,6475,6475,True
top30,246.tiff/gray_bbox/rank17,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/gray_bbox/rank17,matched_ann_id,-1,-1,True
top30,246.tiff/gray_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/gray_bbox/rank18,matched_ann_id,-1,-1,True
top30,246.tiff/gray_bbox/rank19,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/gray_bbox/rank19,matched_ann_id,6560,6560,True
top30,246.tiff/gray_bbox/rank20,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank20,matched_ann_id,6581,6581,True
top30,246.tiff/gray_bbox/rank21,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank21,matched_ann_id,6612,6612,True
top30,246.tiff/gray_bbox/rank22,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank22,matched_ann_id,6435,6435,True
top30,246.tiff/gray_bbox/rank23,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/gray_bbox/rank23,matched_ann_id,6477,6477,True
top30,246.tiff/gray_bbox/rank24,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank24,matched_ann_id,6530,6530,True
top30,246.tiff/gray_bbox/rank25,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/gray_bbox/rank25,matched_ann_id,6493,6493,True
top30,246.tiff/gray_bbox/rank26,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/gray_bbox/rank26,matched_ann_id,6542,6542,True
top30,246.tiff/gray_bbox/rank27,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank27,matched_ann_id,6516,6516,True
top30,246.tiff/gray_bbox/rank28,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank28,matched_ann_id,6513,6513,True
top30,246.tiff/gray_bbox/rank29,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/gray_bbox/rank29,matched_ann_id,6544,6544,True
per_roi,246.tiff/gray_bbox,n_gt_mitotic,115,115,True
per_roi,246.tiff/hem_bbox,tp_at_10 (independent repo-rule rematch),10,10,True
per_roi,246.tiff/hem_bbox,tp_at_10 (bucket column count),10,10,True
per_roi,246.tiff/hem_bbox,tp_at_20 (independent repo-rule rematch),16,16,True
per_roi,246.tiff/hem_bbox,tp_at_20 (bucket column count),16,16,True
per_roi,246.tiff/hem_bbox,tp_at_30 (independent repo-rule rematch),22,22,True
per_roi,246.tiff/hem_bbox,tp_at_30 (bucket column count),22,22,True
top30,246.tiff/hem_bbox/rank0,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank0,matched_ann_id,6407,6407,True
top30,246.tiff/hem_bbox/rank1,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank1,matched_ann_id,6617,6617,True
top30,246.tiff/hem_bbox/rank2,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank2,matched_ann_id,6587,6587,True
top30,246.tiff/hem_bbox/rank3,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank3,matched_ann_id,6409,6409,True
top30,246.tiff/hem_bbox/rank4,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank4,matched_ann_id,6425,6425,True
top30,246.tiff/hem_bbox/rank5,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank5,matched_ann_id,6618,6618,True
top30,246.tiff/hem_bbox/rank6,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank6,matched_ann_id,6552,6552,True
top30,246.tiff/hem_bbox/rank7,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank7,matched_ann_id,6516,6516,True
top30,246.tiff/hem_bbox/rank8,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank8,matched_ann_id,6456,6456,True
top30,246.tiff/hem_bbox/rank9,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank9,matched_ann_id,6505,6505,True
top30,246.tiff/hem_bbox/rank10,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank10,matched_ann_id,6582,6582,True
top30,246.tiff/hem_bbox/rank11,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank11,matched_ann_id,6604,6604,True
top30,246.tiff/hem_bbox/rank12,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank12,matched_ann_id,6528,6528,True
top30,246.tiff/hem_bbox/rank13,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank13,matched_ann_id,6512,6512,True
top30,246.tiff/hem_bbox/rank14,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/hem_bbox/rank14,matched_ann_id,-1,-1,True
top30,246.tiff/hem_bbox/rank15,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank15,matched_ann_id,6481,6481,True
top30,246.tiff/hem_bbox/rank16,bucket,human_rejected_label,human_rejected_label,True
top30,246.tiff/hem_bbox/rank16,matched_ann_id,6440,6440,True
top30,246.tiff/hem_bbox/rank17,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/hem_bbox/rank17,matched_ann_id,-1,-1,True
top30,246.tiff/hem_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/hem_bbox/rank18,matched_ann_id,-1,-1,True
top30,246.tiff/hem_bbox/rank19,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank19,matched_ann_id,6581,6581,True
top30,246.tiff/hem_bbox/rank20,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank20,matched_ann_id,6486,6486,True
top30,246.tiff/hem_bbox/rank21,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/hem_bbox/rank21,matched_ann_id,-1,-1,True
top30,246.tiff/hem_bbox/rank22,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank22,matched_ann_id,6559,6559,True
top30,246.tiff/hem_bbox/rank23,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/hem_bbox/rank23,matched_ann_id,-1,-1,True
top30,246.tiff/hem_bbox/rank24,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank24,matched_ann_id,6513,6513,True
top30,246.tiff/hem_bbox/rank25,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/hem_bbox/rank25,matched_ann_id,-1,-1,True
top30,246.tiff/hem_bbox/rank26,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank26,matched_ann_id,6498,6498,True
top30,246.tiff/hem_bbox/rank27,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank27,matched_ann_id,6515,6515,True
top30,246.tiff/hem_bbox/rank28,bucket,human_correct_label,human_correct_label,True
top30,246.tiff/hem_bbox/rank28,matched_ann_id,6433,6433,True
top30,246.tiff/hem_bbox/rank29,bucket,non_human_findings,non_human_findings,True
top30,246.tiff/hem_bbox/rank29,matched_ann_id,-1,-1,True
per_roi,246.tiff/hem_bbox,n_gt_mitotic,115,115,True
per_roi,300.tiff/default_51,tp_at_10 (independent repo-rule rematch),9,9,True
per_roi,300.tiff/default_51,tp_at_10 (bucket column count),9,9,True
per_roi,300.tiff/default_51,tp_at_20 (independent repo-rule rematch),19,19,True
per_roi,300.tiff/default_51,tp_at_20 (bucket column count),19,19,True
per_roi,300.tiff/default_51,tp_at_30 (independent repo-rule rematch),27,27,True
per_roi,300.tiff/default_51,tp_at_30 (bucket column count),27,27,True
top30,300.tiff/default_51/rank0,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank0,matched_ann_id,14609,14609,True
top30,300.tiff/default_51/rank1,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank1,matched_ann_id,14561,14561,True
top30,300.tiff/default_51/rank2,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank2,matched_ann_id,14632,14632,True
top30,300.tiff/default_51/rank3,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank3,matched_ann_id,14607,14607,True
top30,300.tiff/default_51/rank4,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank4,matched_ann_id,14503,14503,True
top30,300.tiff/default_51/rank5,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank5,matched_ann_id,14502,14502,True
top30,300.tiff/default_51/rank6,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank6,matched_ann_id,14586,14586,True
top30,300.tiff/default_51/rank7,bucket,non_human_findings,non_human_findings,True
top30,300.tiff/default_51/rank7,matched_ann_id,-1,-1,True
top30,300.tiff/default_51/rank8,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank8,matched_ann_id,14637,14637,True
top30,300.tiff/default_51/rank9,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank9,matched_ann_id,14626,14626,True
top30,300.tiff/default_51/rank10,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank10,matched_ann_id,14477,14477,True
top30,300.tiff/default_51/rank11,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank11,matched_ann_id,14475,14475,True
top30,300.tiff/default_51/rank12,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank12,matched_ann_id,14545,14545,True
top30,300.tiff/default_51/rank13,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank13,matched_ann_id,14600,14600,True
top30,300.tiff/default_51/rank14,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank14,matched_ann_id,14559,14559,True
top30,300.tiff/default_51/rank15,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank15,matched_ann_id,14642,14642,True
top30,300.tiff/default_51/rank16,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank16,matched_ann_id,14563,14563,True
top30,300.tiff/default_51/rank17,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank17,matched_ann_id,14583,14583,True
top30,300.tiff/default_51/rank18,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank18,matched_ann_id,14594,14594,True
top30,300.tiff/default_51/rank19,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank19,matched_ann_id,14568,14568,True
top30,300.tiff/default_51/rank20,bucket,human_correct_label,human_correct_label,True
top30,300.tiff/default_51/rank20,matched_ann_id,14580,14580,True
top30,300.tiff/default_51/rank21,bucket,human_rejected_label,human_rejected_label,True
top30,300.tiff/default_51/rank21,matched_ann_id,14566,14566,True
top30,300.tiff/default_51/rank22,bucket,human_correct_label,human_correct_label,True
