file_name,seed_index,seed_ann_id,rect_y0,rect_y1,rect_x0,rect_x1,rect_h,rect_w,n_kept_px,n_filled_px,kept_share,m_kept,m_outside,delta_m,w_shape,mass_to_shape,n_blanked_px,sha_default_51,sha_fill_alpha_0,sha_mass_only,sha_fill_alpha_1
410.tiff,2,20694,18,33,9,41,15,32,480,2121,0.1845444059976932,0.07311544373903113,0.025125105993076633,0.0479903377459545,19.681661441984275,1.1703972342964848,2601,0ad2449d1671ac772dcc71317b6fcbedd758a69d,9d0e8e325f097ce90caa0dd284117876335c6e7d,e5fcb09e70e0d848f6cd0483e0e98d755d640acd,f692de413ef4ce08b017a7f8d8c5263d1095ab95
425.tiff,0,21116,8,43,0,39,35,39,1365,1236,0.52479815455594,0.12644311173549502,0.05255920260877594,0.07388390912671908,65.5436338847428,1.538693080937761,2601,b25fa2dfab07c3e0831d6caf4a45686fc4a78578,b93a856137030179538217108faa6b55c9fc2d36,dd475f23f71e9c15d31b685edb57b1afa6e1412b,f87be5561f0e395d80e50b39972181731d274262
425.tiff,1,21113,5,50,0,50,45,50,2250,351,0.8650519031141869,0.13676719596485296,0.0624887302432984,0.07427846572155455,140.45662319314482,1.1898801499996092,2601,b07d4d0976f2f1d00d1e7c179f1b76d6e4199fa7,504afa793959925e2ed73ac88ae34472fab33438,ca8545c85bb5ee460b54fd0d68fdd912bc67adb8,b87143db3eea5186e01245a4c45792ab227d4eae
425.tiff,2,21120,5,42,9,40,37,31,1147,1454,0.4409842368319877,0.1320205941745961,0.06173079172751394,0.07028980244708216,66.97244481103041,1.2038145484204374,2601,ed60f94cefc8ef4c2899b649b8c5557ddb7cf23b,26dcb49944be7a40a788a9c0da83b0a735585229,fcc8fd43cc03c1ed64ab3ff4306178bdd4416f95,10391b4aee7a0067654041dc7c05819deda8d66e
435.tiff,0,21400,12,41,14,35,29,21,609,1992,0.23414071510957324,0.14109234150333944,0.06970625033586456,0.07138609116747488,31.226875972167903,1.3922023310862128,2601,e310cfde12ef25bc8c60885948ad438bd13d494f,fa5a624bac5df187c05108e74c80386f7f07be3d,c5ac9fc5c11e65e7c4e4a1ce363b337971614169,14eae69661b680f4ad0e61504f67a21281d0ac84
435.tiff,1,21385,8,39,17,35,31,18,558,2043,0.21453287197231835,0.13238382612198163,0.04610743050034305,0.08627639562163858,37.467410735919486,1.2849094135752765,2601,69b1310d18cf15abc88921ea1eac48b629b7a306,6404de5a075c0952b2eb914c531096ff8192c9bb,02d669513b475e0d702d54851a0877ca9a0da818,bc01cfde667ef2511121ef1021034150a913e456
435.tiff,2,21359,20,45,14,37,25,23,575,2026,0.22106881968473663,0.16121666081573652,0.07463399184294167,0.08658266897279485,38.49284497654956,1.2933581472007811,2601,939cbca1d509d014455a9fb1c204fbd390cd460f,2fb4a6e01909f0ee94adca54111f4da677724c35,3b0953af710d95701609669210bc829d52e6718e,12c147e5d63052d1846fab07148c4bb869778a50
462.tiff,0,22660,14,36,10,40,22,30,660,1941,0.2537485582468281,0.12434722451690697,0.023680891987866277,0.1006663325290407,41.36652368045497,1.6061243140080106,2601,dff8edc30198c6b8599200252b1c16f084bde9a9,f2f8fd02936802d1cd260aa9516842c927f5c6cb,42b8e371964152b13a870fade64a8aaee8e27980,d6a5bb20937a7f663a6fe96a085e3dd582fe6951
462.tiff,1,22686,15,36,12,40,21,28,588,2013,0.22606689734717417,0.09696948091732338,0.021630602678403558,0.07533887823891983,36.849507397506386,1.2021669632273726,2601,00de1d0f508570ee85e967662cbbffd42683a3a6,988961621ef446ec9fb6e9615e96b3231cb8651d,9ca9e683856969e316871542ba7dd3a9eccfa596,cb714c4d61bf5d415d37a148fbffee76ed2344e6
462.tiff,2,22672,22,36,14,34,14,20,280,2321,0.10765090349865436,0.12785744193076556,0.026735538287718855,0.10112190364304671,16.545762478839606,1.7112619050505564,2601,da79407ef16aec0e64e58f99ffb2242bc000a95a,ac3e57b2523036a6f9507024560f56736aefb4e5,8b8f523903ff14031efb17424f75d2dd34f89ee1,e9d56543d03327b92db4e3a85031835eae8dc533
499.tiff,0,23957,16,32,13,39,16,26,416,2185,0.15993848519800077,0.08810773866374487,0.012115770485776193,0.07599196817796867,15.379490903301548,2.055507491164653,2601,af549fafac463371d3abd7d4fc8f23aaef8a38f6,99e9d6eaccafc564f14b1834edbaa3a196ee77c1,93d1b6edf3aeea7c39833f93e1c948dac3e8fa6a,bad244a32930ef6d3138cc3135e24bd6bc947cc3
499.tiff,1,24000,17,34,14,37,17,23,391,2210,0.1503267973856209,0.08742022247570555,0.014888376035460005,0.07253184644024555,13.167348818362827,2.153808815225278,2601,877d4eb538d82d434198e196958b0332a9d782ad,e84454f95f13abe7e98c441fe315f026e9b9764b,33fb86dea1382e37be4c228134a7f67a689df545,b404be825f7c070fe65d63b26ab0a4d314428c75
499.tiff,2,23980,12,31,9,39,19,30,570,2031,0.21914648212226068,0.07133696725537894,0.013718314388212494,0.05761865286716645,25.259854348442975,1.30019087526169,2601,0afc707bb385607e95662882c91403932c7e95ba,beaec355fdc7755e79870d5a30f20ee02888d106,12f83c60e19a9ba8592e5f9a4be13cd3ba38205a,6e65ab9c8bc3f6a86571f02d67fc6c5813e707c1
013.tiff,0,249,6,44,7,46,38,39,1482,1119,0.5697808535178778,0.09282839646691053,0.016157900578230227,0.0766704958886803,75.25658299475828,1.5098436626459428,2601,db81825e885b427bc19553a36def347eada9241c,389a2fb063f1a3a12d0dbec83b9221967a32544a,b0fdf8551cc1748a7506d8c19f413ce4d559310a,fcf27cddc84421bf5376001eab41acb0d98dacd4
013.tiff,1,263,13,38,15,41,25,26,650,1951,0.2499038831218762,0.15004679300464116,0.02541043255672592,0.12463636044791523,33.513867981525564,2.4173167458857168,2601,0d1c070ff8283ee8df14ecdcbd5514d0b2c916ef,02820b6aa1b7bbcbea70381d64bf99d073deb7c9,3fbe171a42cd27f6b646f1203aa94bd0fd280a84,ffa3e5f9a44ea6f4b1c7a5f72d209b0f1504f5b0
013.tiff,2,258,15,33,3,42,18,39,702,1899,0.2698961937716263,0.08921808893567626,0.02068116399237316,0.0685369249433031,38.8884038478335,1.2372048361372687,2601,f3d5302d7dc776e2b200e74a1cbbaecfe1525195,9d196488309cea46acfbaea57361d69fb4dee440,3b424ea29504171e1082229ca0b1303ff93c0686,f5d6b6158cd0b6d44bdcc03b1ae0c3184b53cfc9
094.tiff,0,2512,13,36,13,33,23,20,460,2141,0.1768550557477893,0.06347085708909182,0.017636068366752168,0.045834788722339655,12.478465339275704,1.689631075538976,2601,affed4fe7b20ef79f56dcef662866d0f25556425,583bd02e31d2594c0b5191570beea983f407c0e8,d1b63ec95ab633f10d1eec0fa8c548e589f127e4,904fecef1f58ebce7f84167837b0a0e8ca9c37ec
094.tiff,1,2536,18,40,18,41,22,23,506,2095,0.19454056132256825,0.05662092742033435,0.01774460417987431,0.038876323240460045,14.030488128798716,1.4020481239918943,2601,311eeb61caa583248b30ba66270b849d1703f084,a04cf7bba564a413f8b004e3c6595011daf80a2e,71a886ae59d4691b53658db1703a85f4b98cba93,61d81562a7e994948b9464d5773874c56424a8b0
094.tiff,2,2494,9,30,10,42,21,32,672,1929,0.25836216839677045,0.06146973105898637,0.0221919890521421,0.03927774200684427,19.82261213879073,1.3315421017065585,2601,f6538e7c0e6f7cd42a5cf3bd2aaf8f6c7bda05c1,e12eccabf5b124f0723d63090f2b3dcb92e12b0a,79892da31dc6151d5dade3c73f770af436aa3893,f720aab1ea32310686861dfccb06775b502a5565
007.tiff,0,135,14,40,9,39,26,30,780,1821,0.29988465974625145,0.08074300980004362,0.03745405150465933,0.04328895829538429,29.746626355045308,1.1350997275249943,2601,36ba49d6cfaf2e01df08f2bc46300c21662594d7,55fc574fe8d7dc649412b1836db7c2f33cf2f8f1,8af7b4f66d198e90941e1c65a3c55b423bc08431,ebb53905d1857e156ae3276bcd3d29b02d52f90f
007.tiff,1,134,11,38,7,37,27,30,810,1791,0.31141868512110726,0.07524415245815036,0.02454845240562108,0.05069570005252928,34.27139276398739,1.1981864094446297,2601,61c23b7b762ac2ec869da27b3ea1639692a9c23f,d07c8082ebf8100431d9b4f86b21c79f2164bfd4,7a684fc0cfc1f3e81e1575af607907ac4950dd0c,c6d6bfaafd5f19c963c0aeb17ba665600067c498
007.tiff,2,130,3,39,12,41,36,29,1044,1557,0.4013840830449827,0.09901929963348875,0.02792230552399806,0.07109699410949069,38.76070751365135,1.9149614806222637,2601,2a62478d69d93e5e776b82e42b90424d4729baa5,dc519cd7732f60259bde756577afd868c00ced6d,6b88152179b8cd20f0d42d00cddb725c91b3c794,b088fa1817549969629598fa85de7af5f9e97c81
072.tiff,0,1812,8,37,12,41,29,29,841,1760,0.3233371780084583,0.0681678001302672,0.016874591578545567,0.051293208551721634,25.235987536378836,1.709367954387086,2601,95a2e49eb9717b67a88aab858ff94ab9938b595f,98972da622d94ba30d589631d6ea8bb3aeba9234,a28b42d23458b45f0caff71254ab51605ab1bdce,82af8633f73ed86383d2ee72a07467d67cdf7e71
072.tiff,1,1844,12,39,14,34,27,20,540,2061,0.20761245674740483,0.06778906902084904,0.014608343610602476,0.053180725410246564,18.780483463639396,1.5291188737038015,2601,29e669757700f2eb35cf23501ddf85255009fc33,3a8d922b6e7f7fb050ffe6869c1624b4640968df,96ea50d851c7f66d1d7f55600aa8f873ba1ca781,cdccab00cbd2569213c368f648edddb37344f64a
072.tiff,2,1813,4,43,7,36,39,29,1131,1470,0.4348327566320646,0.06669335863281892,0.015789150781127158,0.05090420785169176,30.828530341817277,1.8675122830026412,2601,3ed5eaa63291cebe5697ec555ade862e5a152e4b,6d6369814b3e27bc36eefd2f884d58661048ae08,d1975215971faeb1e0e742211cd55ee8505b21e9,3cf85aef6d6d08927fd082d066c845c64f2dadf2
100.tiff,0,2794,18,37,15,43,19,28,532,2069,0.2045367166474433,0.062197421994708,0.010965378020901747,0.05123204397380625,22.082837540884782,1.2342366484199971,2601,8351822a490d55efef1a1a746065b45b8bcf194a,cc0aa424dc809880895ea23edab58093513300d3,102862f766c7f802ce0cac691a8809fc9d9b4ea7,983306f5d1266f85ec71b4c5427570437fbe3c55
100.tiff,1,2768,18,46,10,41,28,31,868,1733,0.3337178008458285,0.0696627664214675,0.00634691621748396,0.06331585020398355,31.320431422725186,1.7547062885341256,2601,25e53478d0346282ff4630918efeee272041559e,2ec7a140a2ea7474fede7e15f3817ee816a8791c,37fe88ad670e288e9fb8a1c1d0b1121d9f199aa1,43709736dc6a287072a659bdae43d634f8e7952c
100.tiff,2,2747,11,39,9,36,28,27,756,1845,0.2906574394463668,0.05722837752209334,0.007956701234005282,0.049271676288088054,18.382595276143952,2.026339954409758,2601,3c3fc329376bcbfee817282409f837b99c39a7b0,ab4b168d0ab5c8754c95909af97015ceb541dae6,c5051c91644b6122d853175c750a1fafdf9f7065,3aad0b233f1899cae4727876ef094c483a56d61e
123.tiff,0,3503,17,38,6,46,21,40,840,1761,0.3229527104959631,0.08121229878341268,0.016269651444034097,0.06494264733937859,44.17894627880111,1.2347923243985166,2601,40cb5788d8a39a45c89648b0a410cd9137b98a49,2cc99ab943989a9b1e1b01a798be887313751e5e,ae10d17b3acb471048350df0e20b6651050b15a4,34afeca8f9023fd732586f012bed34d1d12556e9
123.tiff,1,3468,16,40,15,35,24,20,480,2121,0.1845444059976932,0.07977576961763286,0.010404884118136616,0.06937088549949624,22.32384435474966,1.4915900913219566,2601,168f1394ccf7fec758c1e679269a2cb6d3b51817,f34d0a4cdc8d1cc75087cce760cbd1b45e3ec021,53bfe35b42bc01d18ec34742c7b94c9b6f3e68f1,5ebb7ad5462d5040ccf8ce3a8dda47077ec56703
123.tiff,2,3516,0,36,17,33,36,16,576,2025,0.22145328719723184,0.09664015369404903,0.009608508577278338,0.0870316451167707,27.081591544481245,1.8510812964932848,2601,de85a95d143ce5618c6347eeef1820e5147932f3,36500a3c43afea7689570fea17e6ed29a34b017a,2be5b9615928cd8d6319d6cc8b565afd6cd969fe,a7a7862467f40864b9ef26a8836268ca8c7eec66
128.tiff,0,3625,19,42,2,51,23,49,1127,1474,0.4332948865820838,0.05256023203412426,0.0044068269277270635,0.04815340510639719,50.76840746733842,1.0689499683405124,2601,7d4644dbe19754eca950b140b0f1a1dd0f31b018,f4a0b9b3923e93f26b8f4f65dd530e28434056d9,68a16eed2f127a9e6988a0432e8c4e2dd3f595dc,68c7d70737b0f1e7be5d34514287c03477ee5cca
128.tiff,1,3616,7,40,3,39,33,36,1188,1413,0.45674740484429066,0.03607888856922513,0.00777668266191257,0.02830220590731256,34.21706742443204,0.9826388743612625,2601,8afb99716ab13d27b5f1b48447e40dccada9c0a3,ee5424e9f9a3db9c19c00a3c2af58fe848d8e030,f62a2e33ca6b4af1434579cb2f8342e48f9a41fc,8d97077ce02bf1409d97a7b425f9f8553dbf41b8
128.tiff,2,3624,6,39,17,29,33,12,396,2205,0.1522491349480969,0.1256202049720962,0.009147556996751205,0.11647264797534498,14.056790530524625,3.281201957024198,2601,552b725abbc3817da0e1c244771f343bcc3a6559,dd63e35b619bd4ecd61abd4bb15011d800f63300,82843f22af14a9ca6c0503b070059a3bc2db2282,4b6a5c05e554496835fc4899d9d11b5b1c355568
529.tiff,0,24918,11,43,4,34,32,30,960,1641,0.3690888119953864,0.10339239243670212,0.03576248183172066,0.06762991060498146,49.464748151384995,1.3125451277358688,2601,a4cc3ee28fe58fa0710a6d82bc694d9aae64a1fd,ac224c8622c83ade7bcdc1a041e936c349f2cfdd,c7cc00716e1e4fdc6427766733dc8c24ef46505b,37a2ca746e920bfc9f27284e72430359e50d8241
529.tiff,1,24937,17,35,8,40,18,32,576,2025,0.22145328719723184,0.09896184032550082,0.032320030002544325,0.06664181032295649,21.601216522045434,1.7770148596421815,2601,e943fdb3365cedc9b83b09d0cc5bad4cf8d4f5c4,5d685d1e30ad04720c5f8e5423eafa20daeb91f4,5cec8f6ede95d575d7ff3c0bcca11c3511ece690,579bb3d252b3d45259da82b34eb25f29b84c2b3f
529.tiff,2,24914,16,35,11,39,19,28,532,2069,0.2045367166474433,0.10682201232123048,0.03901278926723548,0.067809223053995,23.98068330909696,1.5043152106946278,2601,1f1d46804114d8c6225f2350469e090e30fef814,6bb94561a1145737f8939aa230b4f7ac848bf16b,3ec7466f3789fa95030acde0c2cf3d1123b94b80,32f9f6b97be1b256c5ab23c70f550a21ac35e662
548.tiff,0,25804,9,36,13,39,27,26,702,1899,0.2698961937716263,0.220540424272885,0.06938551718505465,0.15115490708783036,57.7089427138156,1.8387227314468517,2601,efd4ff0b3fc9db5f8792204739afaadd9cd2fdc0,2b339fc6ee93daa75378c2c21f913a0fb678474c,517799fad549d983552d1b10d8cf7acc9a2b3ddb,4c716059aa24c7df05c700c4cd9352efaefc7c8e
548.tiff,1,25712,7,40,10,41,33,31,1023,1578,0.3933102652825836,0.16581065066428244,0.058198887821763794,0.10761176284251864,62.07052197216309,1.7735767299857323,2601,c2d69437561f6999b893cccc97b08005436e8b0c,0cf07bda8f68e6170b3ea71e1a09712d1c8ed711,15eb43412499e4c6f6e1d21488c9b9d36929ef3a,abf72376206b6eda12d848f5a18700c5e0cdba92
548.tiff,2,25735,9,38,13,39,29,26,754,1847,0.28988850442137637,0.2239602467376215,0.06884519001403465,0.15511505672358683,61.58348119835955,1.8991578665854951,2601,930fd26f499a517ea78d161b002f3463d9dcad3a,a4bb29cf5c4d24a4a70f465f54579d3be1449ba6,26de25fab84237c823fe9ba7e72d9b992af6b4e0,e2fe615956c4e71f999e1280a8ba720298ba5f92
509.tiff,0,24264,3,43,3,48,40,45,1800,801,0.6920415224913494,0.06413581643150085,0.02638772824812871,0.037748088183372136,60.5860088799542,1.1214892676739925,2601,662d31bde48dec777d532d3f8b8088c0cc33612d,93174548b1824ffc6f890623530ef33c52a6a4de,3493c6aaad1815559677d97b959192fa0062316b,8e2325a7fed96dd54ea4dbb86ded3591c192b9f9
509.tiff,1,24271,0,51,4,44,51,40,2040,561,0.7843137254901961,0.06796077271676897,0.02497330762914078,0.042987465087628185,56.2616239450105,1.5586899671519094,2601,fad262e37135bdd9583d36d1700f3752197ae56b,d6a113d4af6532971979b187c13937c0c5ca1dcf,b3b02ee5a867d508fedef116c3bb5a511cf67c0e,3c38320ae0a4ac9ef36c661d92fcb0f6dbbcdb12
509.tiff,2,24260,13,41,0,51,28,51,1428,1173,0.5490196078431373,0.0754793892068011,0.026127548003847135,0.04935184120295397,60.70951587618238,1.1608465035621685,2601,c38680feffa7d157e8b857094de3b354541f1448,4e1f4eb37d6cdddcab585b7e34ca72acec15ef04,3b3fdc02253747e1acdf410d3a055236b020deab,de0de300cb9536e91e3ab00bdc274f89fda3d266
524.tiff,0,24536,4,46,9,47,42,38,1596,1005,0.6136101499423299,0.10600616974128238,0.03149618000551984,0.07450998973576253,86.00748717086623,1.3826464128876295,2601,8c61d4e357b3c2f6783f384802e9aaa084a70bf4,f2cbe2d6d88642ecc43629aaf1799a6e52b276dd,986b6bbb911357b3293bb34fe7bfed2e6b18f28f,4b89c952c31f026983447ad695e7a145ed432ec5
524.tiff,1,24543,15,40,12,42,25,30,750,1851,0.28835063437139563,0.11181630900352806,0.044055524292723476,0.06776078471080457,34.10091465389725,1.4902998658217914,2601,6922635dced261a6bd344cc863bb79b5ad50ea92,fe403b181a30560f2be3c328765e5b24fe223e2e,b322e637e504eff6f10fb86bf552a1be733e5a34,688e74d9fe68dbd18d7f632b4966dfdb92dbb69c
524.tiff,2,24532,15,29,10,46,14,36,504,2097,0.19377162629757785,0.1411358322486252,0.043967979008315075,0.09716785324031012,28.540385269929494,1.7159052889420676,2601,f8d1ef352376841333a1302bf017aa34c0811ea7,41a9dbf950e9cdc15dca79fb5f3553283e86ce2f,4ab3689c525e8222e1a42ed3747fcf18c5468387,ce24d46293e321f3c038567390f818ae3a80e668
527.tiff,0,24720,9,40,11,36,31,25,775,1826,0.2979623221837755,0.1807847288395128,0.06399555138423467,0.11678917745527813,54.944358849035154,1.6473322179721819,2601,fd460cb7f0d4c10bb4472d70c63ac1c574dc7b0d,be53f8fa7a455447e798cb9324d8f43ab6ecaaff,c32a5a414804c1fee4c5d93974973dc661f14787,79f27ee69a59e7564f1db0114d71470f97c33049
527.tiff,1,24705,6,44,10,41,38,31,1178,1423,0.4529027297193387,0.14732889418374803,0.05350487631629794,0.0938240178674501,80.515193986474,1.3727184594056072,2601,bc51bf690f9669afb7781d2af3c7c5998811f8b1,d2e3d73860e3775d924e3409a50935fba940cb88,c2949071c91721b6942c2f870a2c3ddb0751db8b,cc235cdae1545d132f2d9a72da3cacaffe1503f2
527.tiff,2,24715,8,44,12,41,36,29,1044,1557,0.4013840830449827,0.18112874969347625,0.06261056574395282,0.11851818394952343,91.38829672491799,1.3539259235320156,2601,3d5a002e01e85a353646a5f40d68e0e47d10858d,bda26a2395baa8cd8a16321eaeaaf3d8d63f8dcf,1a3a646a60d82d2ee04a73d0c31d4c14f0bbf942,d6e0019d4e0a2cbbe8a7c5e35af890d9c5f79d10
546.tiff,0,25538,9,35,13,40,26,27,702,1899,0.2698961937716263,0.07209438334572052,0.02170153677362013,0.050392846572100386,17.48004495596083,2.0237807387074858,2601,e6845f2cb074d3ec8b83f7763d9cd169607bff55,68d46ba3d238f2df6b18d910a3778035f01fbc7b,e62daca3944bf4866c7e6d0952df4ea0ee2a8940,20144c6359ef43ed7c41bb6422fff1f8576653d2
546.tiff,1,25551,11,41,15,31,30,16,480,2121,0.1845444059976932,0.10513568388608595,0.024902980108093338,0.0802327037779926,21.351009348748875,1.8037413212829283,2601,806d2f009c089893903b804b340fd689f6831bef,050f5fdf5c42f3e6a89ab8705d1b7bae66b544f9,b7d1e9d85ec165f9e6c954917591d516a6d283e1,206f95f9554c5723a4a39d0397838bd295eca35d
546.tiff,2,25539,14,42,6,42,28,36,1008,1593,0.3875432525951557,0.0953439596286487,0.031102143486681683,0.06424181614196701,42.189824331729184,1.534866563130074,2601,5fce1b4102204796d1aaaedd2e19379742f19b63,1142dd60f182ec3dd4f7c26e3e35d8d97f124eaa,89f7785d2fe17ca87f689aca1f1888b8bf591506,9cf8c615d7fc9d3e4de33c770b163d2e8913f914
549.tiff,0,25963,9,46,11,39,37,28,1036,1565,0.39830834294502115,0.14901342585639718,0.044950650105127894,0.10406277575126929,73.17863403272935,1.4732310476046477,2601,f67c6d40083788b030691bd691a2e177a3c411a8,559bee4baf3b1d8a9a5c2b6b69406410cf7eeb26,8a539f261d0ce406e166f17e97b5df925217a058,4571adcd0eca31fe50af6aad101ceab2cfbebc5e
549.tiff,1,25961,9,38,1,41,29,40,1160,1441,0.4459823144944252,0.1587600632522512,0.04094215456613176,0.11781790868611944,59.56880949700316,2.2943009140173296,2601,0d33af430bed76ee4fd586337c9f3693c667d7b9,3a1c8099e2b8208a5305a68ad10933d2a450878d,293f684edd92f497d939bb23f1639b27effaa7a7,fbb913d33343a5c9d2ffc151422e14c490d06239
549.tiff,2,25983,13,42,0,41,29,41,1189,1412,0.4571318723567859,0.11236653963234698,0.03228229856865201,0.08008424106369497,84.35869571796593,1.12875337645191,2601,cae19719125388aac7561a56a50b643bfed52e01,155a91b30bb3c558ba10795a2a30146ca6170d38,48efe86fa33e785e63fed7112d2287224d521669,448417a1c624019b374d64fbcbe5ba675e48d372
402.tiff,0,20254,11,36,14,37,25,23,575,2026,0.22106881968473663,0.26845129723782124,0.10561610692293776,0.16283519031488347,53.14049603482951,1.761937531966028,2601,39f71f8939a3332cdd84002ef2610418ec32cb6d,86109e3328e22d68f8bd5811df4ab103ceae0802,417ecae64d130de0c384fa8658a336f2096a5f03,c1d36c665e839d4e3991662450212105e8da30e7
402.tiff,1,20258,9,41,8,34,32,26,832,1769,0.31987697039600155,0.25739524645121914,0.10709410990072954,0.1503011365504896,65.71896405278059,1.9028076204849491,2601,229dd56fb20de97136657c68c2cc0d6646fdb363,591ef917bce594cf37d8a85574845dc0df5163e9,9bb6206ad919229670d68e58dfd8fc058e693530,87313db328e5975488636898a01623f69a62ad89
402.tiff,2,20157,12,35,14,41,23,27,621,1980,0.23875432525951557,0.19886319552834675,0.063944241855143,0.13491895367320375,48.360910491906886,1.7324874444843372,2601,d83b5f65d9f4aec127045fc4384544125a722c29,8d5e8ddbb45b0f597a7c0a722de833f8223ce768,448fce23a70d4e2b344bcbc72d88101824d6d93a,9232f15bb54a592267f3ec84dce194484403919f
403.tiff,0,20356,15,45,9,38,30,29,870,1731,0.3344867358708189,0.20684138286387782,0.08582035106276098,0.12102103180111684,69.01692083957552,1.5255432491940077,2601,ec511c3500d76e9443f557e4963e05daff86895e,e3c21c9fd9c7103453777e9a1a0f8e29609a39a5,b7a3100c5f05b5d94d2ef6e7fd62af193b7adc91,6bde70e23247578b3cdc1913089f2a0d0805ccbd
403.tiff,1,20344,9,42,7,39,33,32,1056,1545,0.405997693194925,0.15666776490627055,0.08029734162330435,0.0763704232829662,81.28607310101594,0.9921400297759537,2601,662cdef0ff6caf2d28a1627d92bcc24de828a8ce,7958899b197dac90a721675256093d30686e83af,c5718a39a642653f0e3137a59967515a11961484,50a8d729580c51d8cb496f89dbd53f41008b52aa
403.tiff,2,20396,5,43,6,45,38,39,1482,1119,0.5697808535178778,0.12828873657632756,0.04263895695364907,0.08564977962267849,101.20441985588431,1.2542236157428976,2601,460ad3cad9ce175aa0d2fd523aaee04d96e865cf,b4db308ff6c04d7a8fcf57688204822a5c678e4b,386436d5ed9ff7601c44a9d75669677f71687af7,7e2c22e1fb21a45df07dd83e4bf7a8da0186acc8
353.tiff,0,18278,5,47,7,45,42,38,1596,1005,0.6136101499423299,0.08937131960909912,0.025407150415998583,0.06396416919310054,95.9568071047756,1.063882981441009,2601,f43cb5cd8385a38eb54c4ecf9d5680a83e34b561,34fdc6aabab8ad3133a67a0f6048b82983feaebf,9b1c323dd1c32a7350d20dfb77bd76e579ad472c,d35a9b2a3abdf1b597b5856b3d75a9e6482f4397
353.tiff,1,18280,9,42,17,35,33,18,594,2007,0.22837370242214533,0.14829159243916623,0.025278778620999063,0.12301281381816717,41.04174949763098,1.780372725392933,2601,ff7e5ae031263a62c0f251ff3b6d602a9dd91ca9,8d9f09909230024104e56f2b19c0c88041763844,b3653a60bd3e967fa4f9060396cd4b69a4d9a9a8,efee1e42116f28513ab1e31bac93e1f34ec3d97d
353.tiff,2,18281,6,36,11,38,30,27,810,1791,0.31141868512110726,0.13732455619869546,0.025758027216593257,0.1115665289821022,53.44923250357,1.6907424904458044,2601,89144e232490432bde3fd62fe4992de60463d681,39abbfc0849bddffc35a4bbef5e04aba7861635e,1245506c6875fda7a94403434d5a63a331d75e52,0ef05657185259403e55b7b87f9def00153be5fa
364.tiff,0,18757,0,36,16,32,36,16,576,2025,0.22145328719723184,0.07215381504167656,0.025149549506658566,0.04700426553501799,23.033065371012828,1.1754604309960253,2601,d67482dac6c244fd114dcaf0d737fb28d7c605a2,97eae7d965ba542e22915f7e9ee0a162f2d85a50,4efc973974a4aba65f8769b73df3d2eb04970656,098a1cabe97077a2afd3d985079368d6acfda64b
364.tiff,1,18766,16,35,17,35,19,18,342,2259,0.1314878892733564,0.10119405811058892,0.021169005353377877,0.08002505275721104,11.792848564085293,2.3207766888753403,2601,737addad72880d3b9b4999d93d611932eec01849,2767173813f26821f12f3beae8fd6c065a562fea,a73fd5ef829dc25b134a7b6b60a7ec5bb01467c6,cfa6444f39e1ced54dfd906ffd22fb150e03e398
364.tiff,2,18785,9,34,16,33,25,17,425,2176,0.16339869281045752,0.07034029795569094,0.023254772007608355,0.04708552594808259,14.95394997823107,1.3381981721930487,2601,d1917967871f17eeec68c5563120eeea62b9ef44,20fd3a7e26845c4dfaff56baed95712b8deed11c,402d62220933b6cb11fbef27e42a4186140de79e,a74ebd9ce2ef6a236e49aa78ba0143fba8e10431
400.tiff,0,20040,14,36,13,44,22,31,682,1919,0.2622068435217224,0.14037767207515262,0.03592258318947025,0.10445508888568236,58.227815179138744,1.223442274123964,2601,30061a69ef5261252733d6a117f39478c6b4b9e2,67b288cc7208b14c9b2cb849c1ddacf2dee29dfe,cf64a84cfab262f076be9fb02c27eacd5ccd5950,7706f1e96cc4d6f074d0395407d0d39f26e2afbe
400.tiff,1,19942,8,38,10,37,30,27,810,1791,0.31141868512110726,0.15317019573470325,0.037394285632425056,0.1157759101022782,40.75866397579695,2.3008233841651995,2601,67179f8c22c7bcaadc2e18088d1c1ec322de4616,17921c6fc3519c22c0661451495fc9d20d5e1390,4e39b1cff15db0b5531e4e9fd207e14894cb9c8e,e00d0650c919b1a29c4030d4ce2a9259be05cb8c
400.tiff,2,19947,10,39,10,43,29,33,957,1644,0.3679354094579008,0.12216961098924403,0.04454126356589781,0.07762834742334622,43.48569271036267,1.7083855368006797,2601,56fd9991704348442a3d0933222a1da1f6df6c52,15a4f4763d41756314135b8aabb7c49ac1b579e1,b896002a93e0a4839816f1bfaabe8b102c25b742,b617e29f9753bea58254ad25d61c15f793fb8d88
401.tiff,0,20132,13,39,14,37,26,23,598,2003,0.2299115724721261,0.10970278831828,0.02715815944970026,0.08254462886857973,23.3778315612604,2.111474194433343,2601,bbc423519d5a46078f4ae67bcced13a4584648ce,b3e0e44b5a8f0486a0f436d6a17e663341879c49,0c7dd273d2a956ab0e120bfbc46e2bc648e0029d,5e5f07b549d1d56abf0c1c7a58db6190a7fe29dd
401.tiff,1,20102,10,41,12,39,31,27,837,1764,0.3217993079584775,0.12743129389496297,0.02561459635150626,0.10181669754345671,50.037427773912796,1.7031366246268824,2601,8fc6ca7310ef1dcddca58068a9456d5ff8c13a18,86dce8cd359f301ab72ef067e604134ec2c75edf,cd1641ae4906f6837ae8ffe739c60cf89d98da0c,81d015354d3cd2315218799c5e9c538d62db79c8
