file_name,tumor_type,seed_index,z,n_at_z
201.tiff,canine lung cancer,2,4.2,533
201.tiff,canine lung cancer,2,4.25,493
201.tiff,canine lung cancer,2,4.3,445
201.tiff,canine lung cancer,2,4.35,414
201.tiff,canine lung cancer,2,4.4,381
201.tiff,canine lung cancer,2,4.45,358
201.tiff,canine lung cancer,2,4.5,330
201.tiff,canine lung cancer,2,4.55,304
201.tiff,canine lung cancer,2,4.6,279
201.tiff,canine lung cancer,2,4.65,252
201.tiff,canine lung cancer,2,4.7,234
201.tiff,canine lung cancer,2,4.75,213
201.tiff,canine lung cancer,2,4.8,193
201.tiff,canine lung cancer,2,4.85,182
201.tiff,canine lung cancer,2,4.9,173
201.tiff,canine lung cancer,2,4.95,158
201.tiff,canine lung cancer,2,5.0,142
201.tiff,canine lung cancer,2,5.05,132
201.tiff,canine lung cancer,2,5.1,116
201.tiff,canine lung cancer,2,5.15,103
201.tiff,canine lung cancer,2,5.2,92
201.tiff,canine lung cancer,2,5.25,86
201.tiff,canine lung cancer,2,5.3,76
201.tiff,canine lung cancer,2,5.35,66
201.tiff,canine lung cancer,2,5.4,62
201.tiff,canine lung cancer,2,5.45,55
201.tiff,canine lung cancer,2,5.5,50
201.tiff,canine lung cancer,2,5.55,44
201.tiff,canine lung cancer,2,5.6,39
201.tiff,canine lung cancer,2,5.65,35
201.tiff,canine lung cancer,2,5.7,29
201.tiff,canine lung cancer,2,5.75,27
201.tiff,canine lung cancer,2,5.8,24
201.tiff,canine lung cancer,2,5.85,24
201.tiff,canine lung cancer,2,5.9,22
201.tiff,canine lung cancer,2,5.95,18
201.tiff,canine lung cancer,2,6.0,18
201.tiff,canine lung cancer,3,0.0,15866
201.tiff,canine lung cancer,3,0.05,15822
201.tiff,canine lung cancer,3,0.1,15764
201.tiff,canine lung cancer,3,0.15,15691
201.tiff,canine lung cancer,3,0.2,15605
201.tiff,canine lung cancer,3,0.25,15512
201.tiff,canine lung cancer,3,0.3,15384
201.tiff,canine lung cancer,3,0.35,15285
201.tiff,canine lung cancer,3,0.4,15145
201.tiff,canine lung cancer,3,0.45,15003
201.tiff,canine lung cancer,3,0.5,14877
201.tiff,canine lung cancer,3,0.55,14751
201.tiff,canine lung cancer,3,0.6,14602
201.tiff,canine lung cancer,3,0.65,14442
201.tiff,canine lung cancer,3,0.7,14298
201.tiff,canine lung cancer,3,0.75,14125
201.tiff,canine lung cancer,3,0.8,13945
201.tiff,canine lung cancer,3,0.85,13767
201.tiff,canine lung cancer,3,0.9,13590
201.tiff,canine lung cancer,3,0.95,13400
201.tiff,canine lung cancer,3,1.0,13182
201.tiff,canine lung cancer,3,1.05,12989
201.tiff,canine lung cancer,3,1.1,12753
201.tiff,canine lung cancer,3,1.15,12549
201.tiff,canine lung cancer,3,1.2,12308
201.tiff,canine lung cancer,3,1.25,12070
201.tiff,canine lung cancer,3,1.3,11845
201.tiff,canine lung cancer,3,1.35,11615
201.tiff,canine lung cancer,3,1.4,11385
201.tiff,canine lung cancer,3,1.45,11162
201.tiff,canine lung cancer,3,1.5,10932
201.tiff,canine lung cancer,3,1.55,10678
201.tiff,canine lung cancer,3,1.6,10440
201.tiff,canine lung cancer,3,1.65,10199
201.tiff,canine lung cancer,3,1.7,9932
201.tiff,canine lung cancer,3,1.75,9663
201.tiff,canine lung cancer,3,1.8,9434
201.tiff,canine lung cancer,3,1.85,9188
201.tiff,canine lung cancer,3,1.9,8936
201.tiff,canine lung cancer,3,1.95,8676
201.tiff,canine lung cancer,3,2.0,8411
201.tiff,canine lung cancer,3,2.05,8109
201.tiff,canine lung cancer,3,2.1,7863
201.tiff,canine lung cancer,3,2.15,7613
201.tiff,canine lung cancer,3,2.2,7362
201.tiff,canine lung cancer,3,2.25,7107
201.tiff,canine lung cancer,3,2.3,6867
201.tiff,canine lung cancer,3,2.35,6618
201.tiff,canine lung cancer,3,2.4,6356
201.tiff,canine lung cancer,3,2.45,6114
201.tiff,canine lung cancer,3,2.5,5863
201.tiff,canine lung cancer,3,2.55,5650
201.tiff,canine lung cancer,3,2.6,5395
201.tiff,canine lung cancer,3,2.65,5172
201.tiff,canine lung cancer,3,2.7,4925
201.tiff,canine lung cancer,3,2.75,4705
201.tiff,canine lung cancer,3,2.8,4499
201.tiff,canine lung cancer,3,2.85,4284
201.tiff,canine lung cancer,3,2.9,4043
201.tiff,canine lung cancer,3,2.95,3849
201.tiff,canine lung cancer,3,3.0,3654
201.tiff,canine lung cancer,3,3.05,3478
201.tiff,canine lung cancer,3,3.1,3299
201.tiff,canine lung cancer,3,3.15,3143
201.tiff,canine lung cancer,3,3.2,2950
201.tiff,canine lung cancer,3,3.25,2775
201.tiff,canine lung cancer,3,3.3,2626
201.tiff,canine lung cancer,3,3.35,2502
201.tiff,canine lung cancer,3,3.4,2353
201.tiff,canine lung cancer,3,3.45,2215
201.tiff,canine lung cancer,3,3.5,2084
201.tiff,canine lung cancer,3,3.55,1954
201.tiff,canine lung cancer,3,3.6,1846
201.tiff,canine lung cancer,3,3.65,1745
201.tiff,canine lung cancer,3,3.7,1640
201.tiff,canine lung cancer,3,3.75,1554
201.tiff,canine lung cancer,3,3.8,1449
201.tiff,canine lung cancer,3,3.85,1351
201.tiff,canine lung cancer,3,3.9,1257
201.tiff,canine lung cancer,3,3.95,1188
201.tiff,canine lung cancer,3,4.0,1100
201.tiff,canine lung cancer,3,4.05,1028
201.tiff,canine lung cancer,3,4.1,951
201.tiff,canine lung cancer,3,4.15,885
201.tiff,canine lung cancer,3,4.2,844
201.tiff,canine lung cancer,3,4.25,784
201.tiff,canine lung cancer,3,4.3,722
201.tiff,canine lung cancer,3,4.35,675
201.tiff,canine lung cancer,3,4.4,628
201.tiff,canine lung cancer,3,4.45,590
201.tiff,canine lung cancer,3,4.5,553
201.tiff,canine lung cancer,3,4.55,511
201.tiff,canine lung cancer,3,4.6,474
201.tiff,canine lung cancer,3,4.65,444
201.tiff,canine lung cancer,3,4.7,415
201.tiff,canine lung cancer,3,4.75,377
201.tiff,canine lung cancer,3,4.8,349
201.tiff,canine lung cancer,3,4.85,321
201.tiff,canine lung cancer,3,4.9,296
201.tiff,canine lung cancer,3,4.95,276
201.tiff,canine lung cancer,3,5.0,248
201.tiff,canine lung cancer,3,5.05,223
201.tiff,canine lung cancer,3,5.1,207
201.tiff,canine lung cancer,3,5.15,190
201.tiff,canine lung cancer,3,5.2,175
201.tiff,canine lung cancer,3,5.25,163
201.tiff,canine lung cancer,3,5.3,154
201.tiff,canine lung cancer,3,5.35,143
201.tiff,canine lung cancer,3,5.4,136
201.tiff,canine lung cancer,3,5.45,126
201.tiff,canine lung cancer,3,5.5,118
201.tiff,canine lung cancer,3,5.55,103
201.tiff,canine lung cancer,3,5.6,97
201.tiff,canine lung cancer,3,5.65,90
201.tiff,canine lung cancer,3,5.7,83
201.tiff,canine lung cancer,3,5.75,80
201.tiff,canine lung cancer,3,5.8,70
201.tiff,canine lung cancer,3,5.85,67
201.tiff,canine lung cancer,3,5.9,61
201.tiff,canine lung cancer,3,5.95,58
201.tiff,canine lung cancer,3,6.0,55
201.tiff,canine lung cancer,4,0.0,14005
201.tiff,canine lung cancer,4,0.05,13965
201.tiff,canine lung cancer,4,0.1,13913
201.tiff,canine lung cancer,4,0.15,13841
201.tiff,canine lung cancer,4,0.2,13749
201.tiff,canine lung cancer,4,0.25,13676
201.tiff,canine lung cancer,4,0.3,13594
201.tiff,canine lung cancer,4,0.35,13494
201.tiff,canine lung cancer,4,0.4,13387
201.tiff,canine lung cancer,4,0.45,13284
201.tiff,canine lung cancer,4,0.5,13172
201.tiff,canine lung cancer,4,0.55,13061
201.tiff,canine lung cancer,4,0.6,12904
201.tiff,canine lung cancer,4,0.65,12741
201.tiff,canine lung cancer,4,0.7,12583
201.tiff,canine lung cancer,4,0.75,12409
201.tiff,canine lung cancer,4,0.8,12260
201.tiff,canine lung cancer,4,0.85,12089
201.tiff,canine lung cancer,4,0.9,11887
201.tiff,canine lung cancer,4,0.95,11689
201.tiff,canine lung cancer,4,1.0,11508
201.tiff,canine lung cancer,4,1.05,11305
201.tiff,canine lung cancer,4,1.1,11069
201.tiff,canine lung cancer,4,1.15,10847
201.tiff,canine lung cancer,4,1.2,10616
201.tiff,canine lung cancer,4,1.25,10372
201.tiff,canine lung cancer,4,1.3,10106
201.tiff,canine lung cancer,4,1.35,9861
201.tiff,canine lung cancer,4,1.4,9604
201.tiff,canine lung cancer,4,1.45,9351
201.tiff,canine lung cancer,4,1.5,9092
201.tiff,canine lung cancer,4,1.55,8813
201.tiff,canine lung cancer,4,1.6,8528
201.tiff,canine lung cancer,4,1.65,8254
201.tiff,canine lung cancer,4,1.7,8002
201.tiff,canine lung cancer,4,1.75,7753
201.tiff,canine lung cancer,4,1.8,7529
201.tiff,canine lung cancer,4,1.85,7250
201.tiff,canine lung cancer,4,1.9,6979
201.tiff,canine lung cancer,4,1.95,6705
201.tiff,canine lung cancer,4,2.0,6435
201.tiff,canine lung cancer,4,2.05,6195
201.tiff,canine lung cancer,4,2.1,5933
201.tiff,canine lung cancer,4,2.15,5689
201.tiff,canine lung cancer,4,2.2,5456
201.tiff,canine lung cancer,4,2.25,5219
201.tiff,canine lung cancer,4,2.3,4976
201.tiff,canine lung cancer,4,2.35,4730
201.tiff,canine lung cancer,4,2.4,4506
201.tiff,canine lung cancer,4,2.45,4265
201.tiff,canine lung cancer,4,2.5,4063
201.tiff,canine lung cancer,4,2.55,3852
201.tiff,canine lung cancer,4,2.6,3670
201.tiff,canine lung cancer,4,2.65,3469
201.tiff,canine lung cancer,4,2.7,3279
201.tiff,canine lung cancer,4,2.75,3106
201.tiff,canine lung cancer,4,2.8,2909
201.tiff,canine lung cancer,4,2.85,2748
201.tiff,canine lung cancer,4,2.9,2596
201.tiff,canine lung cancer,4,2.95,2441
201.tiff,canine lung cancer,4,3.0,2301
201.tiff,canine lung cancer,4,3.05,2153
201.tiff,canine lung cancer,4,3.1,2019
201.tiff,canine lung cancer,4,3.15,1904
201.tiff,canine lung cancer,4,3.2,1783
201.tiff,canine lung cancer,4,3.25,1679
201.tiff,canine lung cancer,4,3.3,1564
201.tiff,canine lung cancer,4,3.35,1448
201.tiff,canine lung cancer,4,3.4,1353
201.tiff,canine lung cancer,4,3.45,1260
201.tiff,canine lung cancer,4,3.5,1166
201.tiff,canine lung cancer,4,3.55,1080
201.tiff,canine lung cancer,4,3.6,999
201.tiff,canine lung cancer,4,3.65,931
201.tiff,canine lung cancer,4,3.7,868
201.tiff,canine lung cancer,4,3.75,801
201.tiff,canine lung cancer,4,3.8,733
201.tiff,canine lung cancer,4,3.85,682
201.tiff,canine lung cancer,4,3.9,628
201.tiff,canine lung cancer,4,3.95,570
201.tiff,canine lung cancer,4,4.0,522
201.tiff,canine lung cancer,4,4.05,478
201.tiff,canine lung cancer,4,4.1,455
201.tiff,canine lung cancer,4,4.15,413
201.tiff,canine lung cancer,4,4.2,379
201.tiff,canine lung cancer,4,4.25,342
201.tiff,canine lung cancer,4,4.3,315
201.tiff,canine lung cancer,4,4.35,280
201.tiff,canine lung cancer,4,4.4,256
201.tiff,canine lung cancer,4,4.45,227
201.tiff,canine lung cancer,4,4.5,213
201.tiff,canine lung cancer,4,4.55,186
201.tiff,canine lung cancer,4,4.6,162
201.tiff,canine lung cancer,4,4.65,148
201.tiff,canine lung cancer,4,4.7,134
201.tiff,canine lung cancer,4,4.75,123
201.tiff,canine lung cancer,4,4.8,112
201.tiff,canine lung cancer,4,4.85,98
201.tiff,canine lung cancer,4,4.9,89
201.tiff,canine lung cancer,4,4.95,82
201.tiff,canine lung cancer,4,5.0,72
201.tiff,canine lung cancer,4,5.05,63
201.tiff,canine lung cancer,4,5.1,52
201.tiff,canine lung cancer,4,5.15,47
201.tiff,canine lung cancer,4,5.2,47
201.tiff,canine lung cancer,4,5.25,43
201.tiff,canine lung cancer,4,5.3,36
201.tiff,canine lung cancer,4,5.35,34
201.tiff,canine lung cancer,4,5.4,30
201.tiff,canine lung cancer,4,5.45,26
201.tiff,canine lung cancer,4,5.5,22
201.tiff,canine lung cancer,4,5.55,22
201.tiff,canine lung cancer,4,5.6,20
201.tiff,canine lung cancer,4,5.65,18
201.tiff,canine lung cancer,4,5.7,14
201.tiff,canine lung cancer,4,5.75,11
201.tiff,canine lung cancer,4,5.8,11
201.tiff,canine lung cancer,4,5.85,10
201.tiff,canine lung cancer,4,5.9,9
201.tiff,canine lung cancer,4,5.95,8
201.tiff,canine lung cancer,4,6.0,7
246.tiff,canine lymphosarcoma,0,0.0,17729
246.tiff,canine lymphosarcoma,0,0.05,17723
246.tiff,canine lymphosarcoma,0,0.1,17709
246.tiff,canine lymphosarcoma,0,0.15,17697
246.tiff,canine lymphosarcoma,0,0.2,17682
246.tiff,canine lymphosarcoma,0,0.25,17666
246.tiff,canine lymphosarcoma,0,0.3,17646
246.tiff,canine lymphosarcoma,0,0.35,17627
246.tiff,canine lymphosarcoma,0,0.4,17609
246.tiff,canine lymphosarcoma,0,0.45,17569
246.tiff,canine lymphosarcoma,0,0.5,17537
246.tiff,canine lymphosarcoma,0,0.55,17503
246.tiff,canine lymphosarcoma,0,0.6,17469
246.tiff,canine lymphosarcoma,0,0.65,17409
246.tiff,canine lymphosarcoma,0,0.7,17339
246.tiff,canine lymphosarcoma,0,0.75,17264
246.tiff,canine lymphosarcoma,0,0.8,17196
246.tiff,canine lymphosarcoma,0,0.85,17116
246.tiff,canine lymphosarcoma,0,0.9,17023
246.tiff,canine lymphosarcoma,0,0.95,16927
246.tiff,canine lymphosarcoma,0,1.0,16836
246.tiff,canine lymphosarcoma,0,1.05,16715
246.tiff,canine lymphosarcoma,0,1.1,16568
246.tiff,canine lymphosarcoma,0,1.15,16436
246.tiff,canine lymphosarcoma,0,1.2,16283
246.tiff,canine lymphosarcoma,0,1.25,16118
246.tiff,canine lymphosarcoma,0,1.3,15938
246.tiff,canine lymphosarcoma,0,1.35,15711
246.tiff,canine lymphosarcoma,0,1.4,15467
246.tiff,canine lymphosarcoma,0,1.45,15238
246.tiff,canine lymphosarcoma,0,1.5,14963
246.tiff,canine lymphosarcoma,0,1.55,14674
246.tiff,canine lymphosarcoma,0,1.6,14381
246.tiff,canine lymphosarcoma,0,1.65,14014
246.tiff,canine lymphosarcoma,0,1.7,13654
246.tiff,canine lymphosarcoma,0,1.75,13294
246.tiff,canine lymphosarcoma,0,1.8,12908
246.tiff,canine lymphosarcoma,0,1.85,12507
246.tiff,canine lymphosarcoma,0,1.9,12098
246.tiff,canine lymphosarcoma,0,1.95,11683
246.tiff,canine lymphosarcoma,0,2.0,11248
246.tiff,canine lymphosarcoma,0,2.05,10835
246.tiff,canine lymphosarcoma,0,2.1,10403
246.tiff,canine lymphosarcoma,0,2.15,9943
246.tiff,canine lymphosarcoma,0,2.2,9507
246.tiff,canine lymphosarcoma,0,2.25,9056
246.tiff,canine lymphosarcoma,0,2.3,8631
246.tiff,canine lymphosarcoma,0,2.35,8233
246.tiff,canine lymphosarcoma,0,2.4,7806
246.tiff,canine lymphosarcoma,0,2.45,7419
246.tiff,canine lymphosarcoma,0,2.5,7046
246.tiff,canine lymphosarcoma,0,2.55,6663
246.tiff,canine lymphosarcoma,0,2.6,6286
246.tiff,canine lymphosarcoma,0,2.65,5935
246.tiff,canine lymphosarcoma,0,2.7,5575
246.tiff,canine lymphosarcoma,0,2.75,5230
246.tiff,canine lymphosarcoma,0,2.8,4943
246.tiff,canine lymphosarcoma,0,2.85,4669
246.tiff,canine lymphosarcoma,0,2.9,4399
246.tiff,canine lymphosarcoma,0,2.95,4114
246.tiff,canine lymphosarcoma,0,3.0,3853
246.tiff,canine lymphosarcoma,0,3.05,3613
246.tiff,canine lymphosarcoma,0,3.1,3394
246.tiff,canine lymphosarcoma,0,3.15,3191
246.tiff,canine lymphosarcoma,0,3.2,3020
246.tiff,canine lymphosarcoma,0,3.25,2835
246.tiff,canine lymphosarcoma,0,3.3,2652
246.tiff,canine lymphosarcoma,0,3.35,2509
246.tiff,canine lymphosarcoma,0,3.4,2371
246.tiff,canine lymphosarcoma,0,3.45,2231
246.tiff,canine lymphosarcoma,0,3.5,2106
246.tiff,canine lymphosarcoma,0,3.55,1997
246.tiff,canine lymphosarcoma,0,3.6,1882
246.tiff,canine lymphosarcoma,0,3.65,1787
246.tiff,canine lymphosarcoma,0,3.7,1700
246.tiff,canine lymphosarcoma,0,3.75,1589
246.tiff,canine lymphosarcoma,0,3.8,1498
246.tiff,canine lymphosarcoma,0,3.85,1420
246.tiff,canine lymphosarcoma,0,3.9,1352
246.tiff,canine lymphosarcoma,0,3.95,1285
246.tiff,canine lymphosarcoma,0,4.0,1215
246.tiff,canine lymphosarcoma,0,4.05,1157
246.tiff,canine lymphosarcoma,0,4.1,1111
246.tiff,canine lymphosarcoma,0,4.15,1067
246.tiff,canine lymphosarcoma,0,4.2,1008
246.tiff,canine lymphosarcoma,0,4.25,965
246.tiff,canine lymphosarcoma,0,4.3,920
246.tiff,canine lymphosarcoma,0,4.35,873
246.tiff,canine lymphosarcoma,0,4.4,833
246.tiff,canine lymphosarcoma,0,4.45,794
246.tiff,canine lymphosarcoma,0,4.5,757
246.tiff,canine lymphosarcoma,0,4.55,720
246.tiff,canine lymphosarcoma,0,4.6,683
246.tiff,canine lymphosarcoma,0,4.65,664
246.tiff,canine lymphosarcoma,0,4.7,644
246.tiff,canine lymphosarcoma,0,4.75,624
246.tiff,canine lymphosarcoma,0,4.8,594
246.tiff,canine lymphosarcoma,0,4.85,562
246.tiff,canine lymphosarcoma,0,4.9,531
246.tiff,canine lymphosarcoma,0,4.95,508
246.tiff,canine lymphosarcoma,0,5.0,489
246.tiff,canine lymphosarcoma,0,5.05,459
246.tiff,canine lymphosarcoma,0,5.1,442
246.tiff,canine lymphosarcoma,0,5.15,432
246.tiff,canine lymphosarcoma,0,5.2,415
246.tiff,canine lymphosarcoma,0,5.25,400
246.tiff,canine lymphosarcoma,0,5.3,390
246.tiff,canine lymphosarcoma,0,5.35,365
246.tiff,canine lymphosarcoma,0,5.4,349
246.tiff,canine lymphosarcoma,0,5.45,332
246.tiff,canine lymphosarcoma,0,5.5,323
246.tiff,canine lymphosarcoma,0,5.55,308
246.tiff,canine lymphosarcoma,0,5.6,294
246.tiff,canine lymphosarcoma,0,5.65,282
246.tiff,canine lymphosarcoma,0,5.7,273
246.tiff,canine lymphosarcoma,0,5.75,265
246.tiff,canine lymphosarcoma,0,5.8,258
246.tiff,canine lymphosarcoma,0,5.85,249
246.tiff,canine lymphosarcoma,0,5.9,236
246.tiff,canine lymphosarcoma,0,5.95,228
246.tiff,canine lymphosarcoma,0,6.0,220
246.tiff,canine lymphosarcoma,1,0.0,17743
246.tiff,canine lymphosarcoma,1,0.05,17730
246.tiff,canine lymphosarcoma,1,0.1,17720
246.tiff,canine lymphosarcoma,1,0.15,17702
246.tiff,canine lymphosarcoma,1,0.2,17682
246.tiff,canine lymphosarcoma,1,0.25,17665
246.tiff,canine lymphosarcoma,1,0.3,17633
246.tiff,canine lymphosarcoma,1,0.35,17597
246.tiff,canine lymphosarcoma,1,0.4,17556
246.tiff,canine lymphosarcoma,1,0.45,17507
246.tiff,canine lymphosarcoma,1,0.5,17472
246.tiff,canine lymphosarcoma,1,0.55,17424
246.tiff,canine lymphosarcoma,1,0.6,17381
246.tiff,canine lymphosarcoma,1,0.65,17315
246.tiff,canine lymphosarcoma,1,0.7,17249
246.tiff,canine lymphosarcoma,1,0.75,17169
246.tiff,canine lymphosarcoma,1,0.8,17080
246.tiff,canine lymphosarcoma,1,0.85,16991
246.tiff,canine lymphosarcoma,1,0.9,16895
246.tiff,canine lymphosarcoma,1,0.95,16773
246.tiff,canine lymphosarcoma,1,1.0,16653
246.tiff,canine lymphosarcoma,1,1.05,16510
246.tiff,canine lymphosarcoma,1,1.1,16377
246.tiff,canine lymphosarcoma,1,1.15,16209
246.tiff,canine lymphosarcoma,1,1.2,16026
246.tiff,canine lymphosarcoma,1,1.25,15861
246.tiff,canine lymphosarcoma,1,1.3,15671
246.tiff,canine lymphosarcoma,1,1.35,15466
246.tiff,canine lymphosarcoma,1,1.4,15246
246.tiff,canine lymphosarcoma,1,1.45,14986
246.tiff,canine lymphosarcoma,1,1.5,14709
246.tiff,canine lymphosarcoma,1,1.55,14457
246.tiff,canine lymphosarcoma,1,1.6,14177
246.tiff,canine lymphosarcoma,1,1.65,13871
246.tiff,canine lymphosarcoma,1,1.7,13553
246.tiff,canine lymphosarcoma,1,1.75,13219
246.tiff,canine lymphosarcoma,1,1.8,12873
246.tiff,canine lymphosarcoma,1,1.85,12483
246.tiff,canine lymphosarcoma,1,1.9,12071
246.tiff,canine lymphosarcoma,1,1.95,11647
246.tiff,canine lymphosarcoma,1,2.0,11212
246.tiff,canine lymphosarcoma,1,2.05,10810
246.tiff,canine lymphosarcoma,1,2.1,10369
246.tiff,canine lymphosarcoma,1,2.15,9923
246.tiff,canine lymphosarcoma,1,2.2,9504
246.tiff,canine lymphosarcoma,1,2.25,9069
246.tiff,canine lymphosarcoma,1,2.3,8662
246.tiff,canine lymphosarcoma,1,2.35,8207
246.tiff,canine lymphosarcoma,1,2.4,7761
246.tiff,canine lymphosarcoma,1,2.45,7339
246.tiff,canine lymphosarcoma,1,2.5,6943
246.tiff,canine lymphosarcoma,1,2.55,6559
246.tiff,canine lymphosarcoma,1,2.6,6174
246.tiff,canine lymphosarcoma,1,2.65,5812
246.tiff,canine lymphosarcoma,1,2.7,5481
246.tiff,canine lymphosarcoma,1,2.75,5175
246.tiff,canine lymphosarcoma,1,2.8,4867
246.tiff,canine lymphosarcoma,1,2.85,4557
246.tiff,canine lymphosarcoma,1,2.9,4272
246.tiff,canine lymphosarcoma,1,2.95,4006
246.tiff,canine lymphosarcoma,1,3.0,3764
246.tiff,canine lymphosarcoma,1,3.05,3532
246.tiff,canine lymphosarcoma,1,3.1,3302
246.tiff,canine lymphosarcoma,1,3.15,3069
246.tiff,canine lymphosarcoma,1,3.2,2867
246.tiff,canine lymphosarcoma,1,3.25,2680
246.tiff,canine lymphosarcoma,1,3.3,2529
246.tiff,canine lymphosarcoma,1,3.35,2373
246.tiff,canine lymphosarcoma,1,3.4,2218
246.tiff,canine lymphosarcoma,1,3.45,2101
246.tiff,canine lymphosarcoma,1,3.5,1966
246.tiff,canine lymphosarcoma,1,3.55,1854
246.tiff,canine lymphosarcoma,1,3.6,1738
246.tiff,canine lymphosarcoma,1,3.65,1631
246.tiff,canine lymphosarcoma,1,3.7,1529
246.tiff,canine lymphosarcoma,1,3.75,1439
246.tiff,canine lymphosarcoma,1,3.8,1359
246.tiff,canine lymphosarcoma,1,3.85,1279
246.tiff,canine lymphosarcoma,1,3.9,1213
246.tiff,canine lymphosarcoma,1,3.95,1152
246.tiff,canine lymphosarcoma,1,4.0,1099
246.tiff,canine lymphosarcoma,1,4.05,1040
246.tiff,canine lymphosarcoma,1,4.1,980
246.tiff,canine lymphosarcoma,1,4.15,926
246.tiff,canine lymphosarcoma,1,4.2,864
246.tiff,canine lymphosarcoma,1,4.25,827
246.tiff,canine lymphosarcoma,1,4.3,785
246.tiff,canine lymphosarcoma,1,4.35,745
246.tiff,canine lymphosarcoma,1,4.4,716
246.tiff,canine lymphosarcoma,1,4.45,675
246.tiff,canine lymphosarcoma,1,4.5,648
246.tiff,canine lymphosarcoma,1,4.55,619
246.tiff,canine lymphosarcoma,1,4.6,587
246.tiff,canine lymphosarcoma,1,4.65,565
246.tiff,canine lymphosarcoma,1,4.7,543
246.tiff,canine lymphosarcoma,1,4.75,515
246.tiff,canine lymphosarcoma,1,4.8,479
246.tiff,canine lymphosarcoma,1,4.85,458
246.tiff,canine lymphosarcoma,1,4.9,435
246.tiff,canine lymphosarcoma,1,4.95,417
246.tiff,canine lymphosarcoma,1,5.0,395
246.tiff,canine lymphosarcoma,1,5.05,384
246.tiff,canine lymphosarcoma,1,5.1,361
246.tiff,canine lymphosarcoma,1,5.15,345
246.tiff,canine lymphosarcoma,1,5.2,321
246.tiff,canine lymphosarcoma,1,5.25,311
246.tiff,canine lymphosarcoma,1,5.3,299
246.tiff,canine lymphosarcoma,1,5.35,283
246.tiff,canine lymphosarcoma,1,5.4,266
246.tiff,canine lymphosarcoma,1,5.45,254
246.tiff,canine lymphosarcoma,1,5.5,246
246.tiff,canine lymphosarcoma,1,5.55,234
246.tiff,canine lymphosarcoma,1,5.6,226
246.tiff,canine lymphosarcoma,1,5.65,215
246.tiff,canine lymphosarcoma,1,5.7,206
246.tiff,canine lymphosarcoma,1,5.75,199
246.tiff,canine lymphosarcoma,1,5.8,184
246.tiff,canine lymphosarcoma,1,5.85,182
246.tiff,canine lymphosarcoma,1,5.9,176
246.tiff,canine lymphosarcoma,1,5.95,168
246.tiff,canine lymphosarcoma,1,6.0,158
246.tiff,canine lymphosarcoma,2,0.0,17536
246.tiff,canine lymphosarcoma,2,0.05,17526
246.tiff,canine lymphosarcoma,2,0.1,17501
246.tiff,canine lymphosarcoma,2,0.15,17484
246.tiff,canine lymphosarcoma,2,0.2,17458
246.tiff,canine lymphosarcoma,2,0.25,17437
246.tiff,canine lymphosarcoma,2,0.3,17403
246.tiff,canine lymphosarcoma,2,0.35,17377
246.tiff,canine lymphosarcoma,2,0.4,17336
246.tiff,canine lymphosarcoma,2,0.45,17301
246.tiff,canine lymphosarcoma,2,0.5,17249
246.tiff,canine lymphosarcoma,2,0.55,17184
246.tiff,canine lymphosarcoma,2,0.6,17111
246.tiff,canine lymphosarcoma,2,0.65,17049
246.tiff,canine lymphosarcoma,2,0.7,16965
246.tiff,canine lymphosarcoma,2,0.75,16889
246.tiff,canine lymphosarcoma,2,0.8,16787
246.tiff,canine lymphosarcoma,2,0.85,16693
246.tiff,canine lymphosarcoma,2,0.9,16593
246.tiff,canine lymphosarcoma,2,0.95,16486
246.tiff,canine lymphosarcoma,2,1.0,16354
246.tiff,canine lymphosarcoma,2,1.05,16212
246.tiff,canine lymphosarcoma,2,1.1,16037
246.tiff,canine lymphosarcoma,2,1.15,15867
246.tiff,canine lymphosarcoma,2,1.2,15656
246.tiff,canine lymphosarcoma,2,1.25,15466
246.tiff,canine lymphosarcoma,2,1.3,15212
246.tiff,canine lymphosarcoma,2,1.35,14955
246.tiff,canine lymphosarcoma,2,1.4,14689
246.tiff,canine lymphosarcoma,2,1.45,14388
246.tiff,canine lymphosarcoma,2,1.5,14059
246.tiff,canine lymphosarcoma,2,1.55,13744
246.tiff,canine lymphosarcoma,2,1.6,13415
246.tiff,canine lymphosarcoma,2,1.65,13082
246.tiff,canine lymphosarcoma,2,1.7,12703
246.tiff,canine lymphosarcoma,2,1.75,12347
246.tiff,canine lymphosarcoma,2,1.8,11952
246.tiff,canine lymphosarcoma,2,1.85,11573
246.tiff,canine lymphosarcoma,2,1.9,11165
246.tiff,canine lymphosarcoma,2,1.95,10738
246.tiff,canine lymphosarcoma,2,2.0,10305
246.tiff,canine lymphosarcoma,2,2.05,9877
246.tiff,canine lymphosarcoma,2,2.1,9445
246.tiff,canine lymphosarcoma,2,2.15,9005
246.tiff,canine lymphosarcoma,2,2.2,8567
246.tiff,canine lymphosarcoma,2,2.25,8114
246.tiff,canine lymphosarcoma,2,2.3,7715
246.tiff,canine lymphosarcoma,2,2.35,7299
246.tiff,canine lymphosarcoma,2,2.4,6905
246.tiff,canine lymphosarcoma,2,2.45,6506
246.tiff,canine lymphosarcoma,2,2.5,6130
246.tiff,canine lymphosarcoma,2,2.55,5775
246.tiff,canine lymphosarcoma,2,2.6,5421
246.tiff,canine lymphosarcoma,2,2.65,5097
246.tiff,canine lymphosarcoma,2,2.7,4783
246.tiff,canine lymphosarcoma,2,2.75,4482
