rank,cx,cy,score,od,bucket,matched_ann_id,matched_category,file_name,seed_index,condition,rank_key
15,4930.0,3522.0,2.8236246,0.18116168677806854,human_correct_label,5275,1,220.tiff,5,hem_rect_fill,tm_score
16,1799.0,4291.0,2.823234,0.1722569763660431,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
17,5227.0,3496.0,2.8079417,0.1777483969926834,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
18,3554.0,374.0,2.803893,0.19739098846912384,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
19,4924.0,979.0,2.7704859,0.1816546469926834,human_correct_label,5237,1,220.tiff,5,hem_rect_fill,tm_score
20,2236.0,2891.0,2.748606,0.17858313024044037,human_correct_label,5271,1,220.tiff,5,hem_rect_fill,tm_score
21,556.0,50.0,2.745791,0.18019552528858185,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
22,4022.0,3624.0,2.7322605,0.18220825493335724,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
23,3503.0,2596.0,2.726947,0.16529950499534607,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
24,132.0,2647.0,2.7136183,0.18907047808170319,human_correct_label,5259,1,220.tiff,5,hem_rect_fill,tm_score
25,6556.0,1278.0,2.7040935,0.1617874652147293,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
26,5896.0,3782.0,2.7039082,0.18910716474056244,human_correct_label,5283,1,220.tiff,5,hem_rect_fill,tm_score
27,2062.0,2681.0,2.7023597,0.1613263338804245,human_rejected_label,5262,2,220.tiff,5,hem_rect_fill,tm_score
28,4572.0,2352.0,2.6981997,0.16741988062858582,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
29,1762.0,3957.0,2.6927,0.12529221177101135,non_human_findings,-1,0,220.tiff,5,hem_rect_fill,tm_score
0,5459.0,4658.0,2.9932818,0.22135837376117706,human_correct_label,5295,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
1,5981.0,4837.0,3.0300608,0.21687091886997223,human_correct_label,5296,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
2,3193.0,1070.0,2.5348115,0.20279552042484283,human_correct_label,5235,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
3,1675.0,2390.0,2.94621,0.20256681740283966,human_correct_label,5260,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
4,3555.0,373.0,2.6409292,0.19877824187278748,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
5,5976.0,3572.0,2.946623,0.1970701515674591,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
6,4604.0,2041.0,2.9147122,0.19606123864650726,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
7,1790.0,4789.0,3.394992,0.1958860605955124,human_correct_label,5291,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
8,1039.0,2948.0,2.9064813,0.19502942264080048,human_correct_label,5270,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
9,1671.0,2191.0,3.1002147,0.19348159432411194,human_correct_label,5261,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
10,3036.0,403.0,2.570918,0.19145959615707397,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
11,5895.0,3782.0,2.5818627,0.18910716474056244,human_correct_label,5283,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
12,132.0,2647.0,2.7122269,0.18907047808170319,human_correct_label,5259,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
13,5469.0,2445.0,2.9437106,0.1885157972574234,human_correct_label,5265,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
14,1476.0,1112.0,3.0644197,0.18848812580108643,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
15,2302.0,3711.0,2.5357494,0.18718473613262177,human_correct_label,5280,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
16,70.0,4517.0,2.6582093,0.18466107547283173,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
17,2547.0,4067.0,2.895552,0.1836249679327011,human_correct_label,5281,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
18,3814.0,1721.0,3.126074,0.18233048915863037,human_correct_label,5247,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
19,4022.0,3625.0,2.7262099,0.18190832436084747,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
20,1790.0,4688.0,2.532892,0.18171098828315735,human_correct_label,5290,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
21,4925.0,979.0,2.92612,0.18168291449546814,human_correct_label,5237,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
22,557.0,51.0,2.722925,0.1815822273492813,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
23,4930.0,3522.0,2.8874042,0.18116168677806854,human_correct_label,5275,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
24,2436.0,4336.0,3.0362704,0.18026357889175415,human_correct_label,5282,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
25,2392.0,3990.0,2.461629,0.17890694737434387,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
26,2236.0,2891.0,2.660495,0.17858313024044037,human_correct_label,5271,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
27,5365.0,2357.0,2.4589722,0.17849519848823547,human_correct_label,5266,1,220.tiff,5,hem_rect_fill_1um,chromatin_od
28,410.0,1621.0,2.6312482,0.1782463937997818,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
29,5228.0,3495.0,2.7769175,0.1777483969926834,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,chromatin_od
0,1790.0,4789.0,3.394992,0.1958860605955124,human_correct_label,5291,1,220.tiff,5,hem_rect_fill_1um,tm_score
1,3814.0,1721.0,3.126074,0.18233048915863037,human_correct_label,5247,1,220.tiff,5,hem_rect_fill_1um,tm_score
2,1671.0,2191.0,3.1002147,0.19348159432411194,human_correct_label,5261,1,220.tiff,5,hem_rect_fill_1um,tm_score
3,1476.0,1112.0,3.0644197,0.18848812580108643,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
4,2436.0,4336.0,3.0362704,0.18026357889175415,human_correct_label,5282,1,220.tiff,5,hem_rect_fill_1um,tm_score
5,5981.0,4837.0,3.0300608,0.21687091886997223,human_correct_label,5296,1,220.tiff,5,hem_rect_fill_1um,tm_score
6,5459.0,4658.0,2.9932818,0.22135837376117706,human_correct_label,5295,1,220.tiff,5,hem_rect_fill_1um,tm_score
7,5976.0,3572.0,2.946623,0.1970701515674591,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
8,1675.0,2390.0,2.94621,0.20256681740283966,human_correct_label,5260,1,220.tiff,5,hem_rect_fill_1um,tm_score
9,5469.0,2445.0,2.9437106,0.1885157972574234,human_correct_label,5265,1,220.tiff,5,hem_rect_fill_1um,tm_score
10,4925.0,979.0,2.92612,0.18168291449546814,human_correct_label,5237,1,220.tiff,5,hem_rect_fill_1um,tm_score
11,4604.0,2041.0,2.9147122,0.19606123864650726,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
12,6156.0,4293.0,2.9118292,0.17004431784152985,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
13,1039.0,2948.0,2.9064813,0.19502942264080048,human_correct_label,5270,1,220.tiff,5,hem_rect_fill_1um,tm_score
14,2547.0,4067.0,2.895552,0.1836249679327011,human_correct_label,5281,1,220.tiff,5,hem_rect_fill_1um,tm_score
15,4930.0,3522.0,2.8874042,0.18116168677806854,human_correct_label,5275,1,220.tiff,5,hem_rect_fill_1um,tm_score
16,1800.0,4293.0,2.873972,0.17239046096801758,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
17,4794.0,464.0,2.8526733,0.15245108306407928,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
18,6556.0,1278.0,2.78791,0.1617874652147293,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
19,5228.0,3495.0,2.7769175,0.1777483969926834,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
20,2063.0,2682.0,2.769879,0.16090592741966248,human_rejected_label,5262,2,220.tiff,5,hem_rect_fill_1um,tm_score
21,1762.0,3957.0,2.751286,0.12529221177101135,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
22,4022.0,3625.0,2.7262099,0.18190832436084747,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
23,557.0,51.0,2.722925,0.1815822273492813,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
24,132.0,2647.0,2.7122269,0.18907047808170319,human_correct_label,5259,1,220.tiff,5,hem_rect_fill_1um,tm_score
25,3503.0,2596.0,2.696829,0.16529950499534607,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
26,6155.0,4354.0,2.6935093,0.15935391187667847,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
27,6530.0,3805.0,2.6892462,0.1613130122423172,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
28,4294.0,4705.0,2.6739852,0.17509926855564117,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
29,2819.0,4920.0,2.665617,0.17055310308933258,non_human_findings,-1,0,220.tiff,5,hem_rect_fill_1um,tm_score
0,5459.0,4659.0,2.99633,0.22135837376117706,human_correct_label,5295,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
1,5981.0,4837.0,2.984335,0.21687091886997223,human_correct_label,5296,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
2,3192.0,1069.0,2.8783069,0.20398560166358948,human_correct_label,5235,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
3,3905.0,1870.0,2.8328502,0.2032403200864792,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
4,1676.0,2390.0,3.044533,0.20277650654315948,human_correct_label,5260,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
5,3555.0,373.0,2.787137,0.19877824187278748,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
6,5976.0,3572.0,2.8330853,0.1970701515674591,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
7,4605.0,2040.0,2.8618891,0.19601835310459137,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
8,3140.0,554.0,2.578763,0.19599659740924835,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
9,1790.0,4789.0,3.3643763,0.1958860605955124,human_correct_label,5291,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
10,1039.0,2947.0,2.897955,0.19489240646362305,human_correct_label,5270,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
11,1671.0,2191.0,3.0017889,0.19348159432411194,human_correct_label,5261,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
12,5896.0,3782.0,2.653242,0.18910716474056244,human_correct_label,5283,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
13,132.0,2647.0,2.7048166,0.18907047808170319,human_correct_label,5259,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
14,5469.0,2445.0,2.9616394,0.1885157972574234,human_correct_label,5265,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
15,1476.0,1112.0,2.9869735,0.18848812580108643,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
16,2301.0,3710.0,2.5057158,0.1864607334136963,human_correct_label,5280,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
17,6366.0,1166.0,2.5542407,0.18484221398830414,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
18,71.0,4516.0,2.5231616,0.18422511219978333,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
19,2547.0,4067.0,2.7848399,0.1836249679327011,human_correct_label,5281,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
20,5898.0,4311.0,2.6646276,0.18240024149417877,human_rejected_label,5286,2,220.tiff,5,hem_mask_fill_1um,chromatin_od
21,3814.0,1721.0,3.1762555,0.18233048915863037,human_correct_label,5247,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
22,4022.0,3624.0,2.8189416,0.18220825493335724,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
23,1790.0,4688.0,2.4471767,0.18171098828315735,human_correct_label,5290,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
24,4925.0,979.0,2.7298832,0.18168291449546814,human_correct_label,5237,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
25,557.0,51.0,2.647168,0.1815822273492813,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
26,4930.0,3522.0,2.8163602,0.18116168677806854,human_correct_label,5275,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
27,2436.0,4335.0,2.9991508,0.18026357889175415,human_correct_label,5282,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
28,2392.0,3990.0,2.4919288,0.17890694737434387,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,chromatin_od
29,2236.0,2891.0,2.763239,0.17858313024044037,human_correct_label,5271,1,220.tiff,5,hem_mask_fill_1um,chromatin_od
0,1790.0,4789.0,3.3643763,0.1958860605955124,human_correct_label,5291,1,220.tiff,5,hem_mask_fill_1um,tm_score
1,3814.0,1721.0,3.1762555,0.18233048915863037,human_correct_label,5247,1,220.tiff,5,hem_mask_fill_1um,tm_score
2,1676.0,2390.0,3.044533,0.20277650654315948,human_correct_label,5260,1,220.tiff,5,hem_mask_fill_1um,tm_score
3,1671.0,2191.0,3.0017889,0.19348159432411194,human_correct_label,5261,1,220.tiff,5,hem_mask_fill_1um,tm_score
4,2436.0,4335.0,2.9991508,0.18026357889175415,human_correct_label,5282,1,220.tiff,5,hem_mask_fill_1um,tm_score
5,5459.0,4659.0,2.99633,0.22135837376117706,human_correct_label,5295,1,220.tiff,5,hem_mask_fill_1um,tm_score
6,1476.0,1112.0,2.9869735,0.18848812580108643,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
7,5981.0,4837.0,2.984335,0.21687091886997223,human_correct_label,5296,1,220.tiff,5,hem_mask_fill_1um,tm_score
8,5469.0,2445.0,2.9616394,0.1885157972574234,human_correct_label,5265,1,220.tiff,5,hem_mask_fill_1um,tm_score
9,1039.0,2947.0,2.897955,0.19489240646362305,human_correct_label,5270,1,220.tiff,5,hem_mask_fill_1um,tm_score
10,1800.0,4292.0,2.8797739,0.17239046096801758,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
11,3192.0,1069.0,2.8783069,0.20398560166358948,human_correct_label,5235,1,220.tiff,5,hem_mask_fill_1um,tm_score
12,4605.0,2040.0,2.8618891,0.19601835310459137,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
13,4794.0,464.0,2.8415945,0.15245108306407928,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
14,5976.0,3572.0,2.8330853,0.1970701515674591,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
15,3905.0,1870.0,2.8328502,0.2032403200864792,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
16,4022.0,3624.0,2.8189416,0.18220825493335724,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
17,4930.0,3522.0,2.8163602,0.18116168677806854,human_correct_label,5275,1,220.tiff,5,hem_mask_fill_1um,tm_score
18,6155.0,4294.0,2.8014708,0.16983892023563385,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
19,3555.0,373.0,2.787137,0.19877824187278748,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
20,2547.0,4067.0,2.7848399,0.1836249679327011,human_correct_label,5281,1,220.tiff,5,hem_mask_fill_1um,tm_score
21,5228.0,3495.0,2.7634459,0.1777483969926834,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
22,2236.0,2891.0,2.763239,0.17858313024044037,human_correct_label,5271,1,220.tiff,5,hem_mask_fill_1um,tm_score
23,2063.0,2682.0,2.7615018,0.16090592741966248,human_rejected_label,5262,2,220.tiff,5,hem_mask_fill_1um,tm_score
24,4925.0,979.0,2.7298832,0.18168291449546814,human_correct_label,5237,1,220.tiff,5,hem_mask_fill_1um,tm_score
25,3503.0,2596.0,2.7066958,0.16529950499534607,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
26,132.0,2647.0,2.7048166,0.18907047808170319,human_correct_label,5259,1,220.tiff,5,hem_mask_fill_1um,tm_score
27,1762.0,3957.0,2.6820216,0.12529221177101135,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
28,3192.0,187.0,2.668604,0.16106566786766052,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
29,2699.0,1664.0,2.6676915,0.14322127401828766,non_human_findings,-1,0,220.tiff,5,hem_mask_fill_1um,tm_score
0,4286.0,523.0,2.490405,0.1728714108467102,human_correct_label,5686,1,230.tiff,0,default_51,chromatin_od
1,3144.0,742.0,2.8914325,0.16909463703632355,human_correct_label,5685,1,230.tiff,0,default_51,chromatin_od
2,5566.0,3133.0,2.9619417,0.16261932253837585,human_correct_label,5705,1,230.tiff,0,default_51,chromatin_od
3,5888.0,2677.0,3.0245633,0.16250918805599213,human_correct_label,5702,1,230.tiff,0,default_51,chromatin_od
4,3232.0,1432.0,3.4160821,0.16247719526290894,human_correct_label,5692,1,230.tiff,0,default_51,chromatin_od
5,3042.0,2228.0,2.8750374,0.15974320471286774,human_rejected_label,5701,2,230.tiff,0,default_51,chromatin_od
6,828.0,2369.0,2.4464772,0.158192977309227,human_rejected_label,5694,2,230.tiff,0,default_51,chromatin_od
7,2939.0,1668.0,2.4010534,0.15709686279296875,human_rejected_label,5691,2,230.tiff,0,default_51,chromatin_od
8,3457.0,3076.0,2.3638496,0.15622267127037048,human_rejected_label,5704,2,230.tiff,0,default_51,chromatin_od
9,119.0,1890.0,2.8716478,0.1556696742773056,human_correct_label,5696,1,230.tiff,0,default_51,chromatin_od
10,3757.0,2315.0,2.4515831,0.15340760350227356,human_correct_label,5699,1,230.tiff,0,default_51,chromatin_od
11,1474.0,2220.0,2.5121257,0.15067505836486816,human_correct_label,5695,1,230.tiff,0,default_51,chromatin_od
12,3274.0,2405.0,3.115651,0.14993087947368622,human_correct_label,5700,1,230.tiff,0,default_51,chromatin_od
13,5686.0,1688.0,2.2382414,0.14928090572357178,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
14,2386.0,2894.0,2.3383138,0.14774532616138458,human_correct_label,5703,1,230.tiff,0,default_51,chromatin_od
15,2116.0,710.0,2.2633379,0.14704978466033936,human_correct_label,5684,1,230.tiff,0,default_51,chromatin_od
16,2596.0,1174.0,2.5502076,0.14625516533851624,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
17,6500.0,2586.0,2.758891,0.145431786775589,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
18,2076.0,2264.0,2.2521772,0.14488904178142548,human_correct_label,5697,1,230.tiff,0,default_51,chromatin_od
19,6495.0,1841.0,2.4182277,0.14426004886627197,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
20,4393.0,3887.0,2.2718709,0.1440306156873703,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
21,3038.0,4320.0,2.3764045,0.14384907484054565,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
22,6071.0,2176.0,2.6310773,0.14111004769802094,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
23,4418.0,4406.0,2.799396,0.13959218561649323,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
24,2470.0,3028.0,2.221387,0.13796328008174896,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
25,1552.0,674.0,2.422776,0.13713328540325165,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
26,561.0,276.0,2.7725525,0.13681620359420776,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
27,2330.0,2445.0,2.3696728,0.1362263709306717,human_correct_label,5698,1,230.tiff,0,default_51,chromatin_od
28,2349.0,549.0,2.2420146,0.13465361297130585,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
29,6223.0,2111.0,2.2025483,0.1345088630914688,non_human_findings,-1,0,230.tiff,0,default_51,chromatin_od
0,3232.0,1432.0,3.4160821,0.16247719526290894,human_correct_label,5692,1,230.tiff,0,default_51,tm_score
1,3274.0,2405.0,3.115651,0.14993087947368622,human_correct_label,5700,1,230.tiff,0,default_51,tm_score
2,5888.0,2677.0,3.0245633,0.16250918805599213,human_correct_label,5702,1,230.tiff,0,default_51,tm_score
3,5566.0,3133.0,2.9619417,0.16261932253837585,human_correct_label,5705,1,230.tiff,0,default_51,tm_score
4,3144.0,742.0,2.8914325,0.16909463703632355,human_correct_label,5685,1,230.tiff,0,default_51,tm_score
5,3042.0,2228.0,2.8750374,0.15974320471286774,human_rejected_label,5701,2,230.tiff,0,default_51,tm_score
6,119.0,1890.0,2.8716478,0.1556696742773056,human_correct_label,5696,1,230.tiff,0,default_51,tm_score
7,4418.0,4406.0,2.799396,0.13959218561649323,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
8,561.0,276.0,2.7725525,0.13681620359420776,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
9,6500.0,2586.0,2.758891,0.145431786775589,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
10,3350.0,2351.0,2.7122579,0.13104037940502167,human_correct_label,5709,1,230.tiff,0,default_51,tm_score
11,6071.0,2176.0,2.6310773,0.14111004769802094,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
12,518.0,1778.0,2.6246638,0.1335829496383667,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
13,943.0,1938.0,2.6171906,0.12884098291397095,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
14,5942.0,1639.0,2.6057224,0.1337452232837677,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
15,2891.0,2162.0,2.5645847,0.12189437448978424,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
16,2596.0,1174.0,2.5502076,0.14625516533851624,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
17,4916.0,3265.0,2.521947,0.12322050333023071,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
18,2815.0,3913.0,2.5135155,0.11325699836015701,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
19,1474.0,2220.0,2.5121257,0.15067505836486816,human_correct_label,5695,1,230.tiff,0,default_51,tm_score
20,4286.0,523.0,2.490405,0.1728714108467102,human_correct_label,5686,1,230.tiff,0,default_51,tm_score
21,4890.0,3110.0,2.4864895,0.1331610381603241,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
22,6035.0,2140.0,2.4657242,0.12487079948186874,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
23,5898.0,3002.0,2.4535823,0.12482861429452896,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
24,3757.0,2315.0,2.4515831,0.15340760350227356,human_correct_label,5699,1,230.tiff,0,default_51,tm_score
25,828.0,2369.0,2.4464772,0.158192977309227,human_rejected_label,5694,2,230.tiff,0,default_51,tm_score
26,3687.0,1075.0,2.44499,0.12144013494253159,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
27,3308.0,4521.0,2.4386263,0.12745676934719086,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
28,2464.0,840.0,2.438103,0.12460611760616302,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
29,966.0,2726.0,2.4308457,0.11083269864320755,non_human_findings,-1,0,230.tiff,0,default_51,tm_score
0,4286.0,523.0,2.5248759,0.1728714108467102,human_correct_label,5686,1,230.tiff,0,hem_rect_fill,chromatin_od
1,3144.0,742.0,2.6167781,0.16909463703632355,human_correct_label,5685,1,230.tiff,0,hem_rect_fill,chromatin_od
2,5565.0,3133.0,2.741669,0.16261930763721466,human_correct_label,5705,1,230.tiff,0,hem_rect_fill,chromatin_od
3,5888.0,2676.0,2.8465347,0.16250918805599213,human_correct_label,5702,1,230.tiff,0,hem_rect_fill,chromatin_od
4,3232.0,1431.0,2.784616,0.1621638387441635,human_correct_label,5692,1,230.tiff,0,hem_rect_fill,chromatin_od
5,4438.0,2861.0,2.3663054,0.16161876916885376,human_rejected_label,5706,2,230.tiff,0,hem_rect_fill,chromatin_od
6,3042.0,2228.0,2.62731,0.15974320471286774,human_rejected_label,5701,2,230.tiff,0,hem_rect_fill,chromatin_od
7,2150.0,187.0,2.081504,0.15970629453659058,human_correct_label,5682,1,230.tiff,0,hem_rect_fill,chromatin_od
8,829.0,2369.0,2.6521516,0.15885895490646362,human_rejected_label,5694,2,230.tiff,0,hem_rect_fill,chromatin_od
9,2939.0,1668.0,2.3898048,0.15709686279296875,human_rejected_label,5691,2,230.tiff,0,hem_rect_fill,chromatin_od
10,3457.0,3076.0,2.2441444,0.15622267127037048,human_rejected_label,5704,2,230.tiff,0,hem_rect_fill,chromatin_od
11,120.0,1890.0,2.7191844,0.1556696742773056,human_correct_label,5696,1,230.tiff,0,hem_rect_fill,chromatin_od
12,3758.0,2315.0,2.414614,0.15304426848888397,human_correct_label,5699,1,230.tiff,0,hem_rect_fill,chromatin_od
13,1808.0,1510.0,2.330472,0.1518128216266632,human_correct_label,5690,1,230.tiff,0,hem_rect_fill,chromatin_od
14,6119.0,3400.0,2.3180869,0.15100355446338654,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
15,1473.0,2219.0,2.2846313,0.15063467621803284,human_correct_label,5695,1,230.tiff,0,hem_rect_fill,chromatin_od
16,3274.0,2404.0,2.6400256,0.15019696950912476,human_correct_label,5700,1,230.tiff,0,hem_rect_fill,chromatin_od
17,2386.0,2894.0,2.067065,0.14774532616138458,human_correct_label,5703,1,230.tiff,0,hem_rect_fill,chromatin_od
18,2116.0,709.0,2.1863382,0.14690925180912018,human_correct_label,5684,1,230.tiff,0,hem_rect_fill,chromatin_od
19,2597.0,1174.0,2.8202026,0.14624205231666565,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
20,6501.0,2585.0,2.4029405,0.14501452445983887,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
21,6495.0,1840.0,2.2592466,0.14434675872325897,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
22,2182.0,271.0,2.0703135,0.14429666101932526,human_rejected_label,5683,2,230.tiff,0,hem_rect_fill,chromatin_od
23,2076.0,2263.0,2.1917257,0.14393433928489685,human_correct_label,5697,1,230.tiff,0,hem_rect_fill,chromatin_od
24,3038.0,4320.0,2.5302007,0.14384907484054565,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
25,6071.0,2175.0,2.442995,0.14128024876117706,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
26,0.0,366.0,2.1052172,0.14071549475193024,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
27,6475.0,674.0,2.1107535,0.1403733193874359,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
28,4417.0,4405.0,2.8631353,0.13971063494682312,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
29,5891.0,1432.0,2.1737611,0.13866810500621796,non_human_findings,-1,0,230.tiff,0,hem_rect_fill,chromatin_od
