file_name,seed_index,seed_ann_id,margin_px,rect_y0,rect_y1,rect_x0,rect_x1,rect_h,rect_w,rectm_y0,rectm_y1,rectm_x0,rectm_x1,rectm_h,rectm_w,grow_top,grow_bottom,grow_left,grow_right,n_filled_px,filled_share,fill_value,n_filled_px_1um,filled_share_1um,fill_value_1um,tpl_mean_default,tpl_mean_filled,tpl_mean_filled_1um
527.tiff,2,24715,4,8,44,12,41,36,29,4,48,8,45,44,37,4,4,4,4,1557,0.5986159169550173,0.06261056661605835,973,0.37408688965782394,0.06387875974178314,0.11018187833268887,0.11018187885474512,0.11018187902616791
546.tiff,0,25538,4,9,35,13,40,26,27,5,39,9,44,34,35,4,4,4,4,1899,0.7301038062283737,0.02170153707265854,1411,0.5424836601307189,0.0213097482919693,0.03530237425674757,0.03530237447507665,0.03530237378857984
546.tiff,1,25551,4,11,41,15,31,30,16,7,45,11,35,38,24,4,4,4,4,2121,0.8154555940023068,0.024902980774641037,1689,0.649365628604383,0.024109521880745888,0.03970947676839186,0.03970947731193191,0.039709476568950616
546.tiff,2,25539,4,14,42,6,42,28,36,10,46,2,46,36,44,4,4,4,4,1593,0.6124567474048442,0.031102143228054047,1017,0.39100346020761245,0.027581438422203064,0.055998625866959556,0.05599862570856132,0.05599862596565075
549.tiff,0,25963,4,9,46,11,39,37,28,5,50,7,43,45,36,4,4,4,4,1565,0.6016916570549788,0.04495064914226532,981,0.3771626297577855,0.03941049799323082,0.0863997218768753,0.08639972129752892,0.08639972134192876
549.tiff,1,25961,4,9,38,1,41,29,40,5,42,0,45,37,45,4,4,1,4,1441,0.5540176855055747,0.040942154824733734,936,0.35986159169550175,0.036734603345394135,0.09348685817086015,0.09348685831413023,0.09348685845807166
549.tiff,2,25983,4,13,42,0,41,29,41,9,46,0,45,37,45,4,4,0,4,1412,0.5428681276432141,0.03228230029344559,936,0.35986159169550175,0.03154059499502182,0.06889135763237109,0.06889135856870655,0.06889135728576584
402.tiff,0,20254,4,11,36,14,37,25,23,7,40,10,41,33,31,4,4,4,4,2026,0.7789311803152633,0.10561610758304596,1578,0.6066897347174164,0.10862314701080322,0.14161389024898852,0.14161389076316738,0.14161389193761492
402.tiff,1,20258,4,9,41,8,34,32,26,5,45,4,38,40,34,4,4,4,4,1769,0.6801230296039985,0.10709410905838013,1241,0.477124183006536,0.10140977799892426,0.15517198210757588,0.15517198153467465,0.15517198073834193
402.tiff,2,20157,4,12,35,14,41,23,27,8,39,10,45,31,35,4,4,4,4,1980,0.7612456747404844,0.0639442428946495,1516,0.5828527489427143,0.06247725337743759,0.0961567256041086,0.09615672639542844,0.09615672631450613
403.tiff,0,20356,4,15,45,9,38,30,29,11,49,5,42,38,37,4,4,4,4,1731,0.6655132641291811,0.08582035452127457,1195,0.45943867743175704,0.08119457960128784,0.12630028096163512,0.1263002832633218,0.12630028119980316
403.tiff,1,20344,4,9,42,7,39,33,32,5,46,3,43,41,40,4,4,4,4,1545,0.5940023068050749,0.08029734343290329,961,0.36947327950788156,0.08537932485342026,0.11130355730450861,0.11130355837941457,0.1113035573660955
403.tiff,2,20396,4,5,43,6,45,38,39,1,47,2,49,46,47,4,4,4,4,1119,0.4302191464821223,0.042638957500457764,439,0.16878123798539024,0.04493994638323784,0.09144056149067695,0.09144056172592452,0.09144056121335693
353.tiff,0,18278,4,5,47,7,45,42,38,1,51,3,49,50,46,4,4,4,4,1005,0.3863898500576701,0.025407150387763977,301,0.11572472126105345,0.024148473516106606,0.06465621386551357,0.064656213854604,0.06465621385810613
353.tiff,1,18280,4,9,42,17,35,33,18,5,46,13,39,41,26,4,4,4,4,2007,0.7716262975778547,0.02527877874672413,1535,0.590157631680123,0.02420901320874691,0.053371670358019936,0.0533716704550327,0.05337166996658964
353.tiff,2,18281,4,6,36,11,38,30,27,2,40,7,42,38,35,4,4,4,4,1791,0.6885813148788927,0.025758028030395508,1271,0.4886582083813918,0.026346439495682716,0.060501928975725434,0.060501929536094456,0.06050192866492651
364.tiff,0,18757,4,0,36,16,32,36,16,0,40,12,36,40,24,0,4,4,4,2025,0.7785467128027682,0.025149550288915634,1641,0.6309111880046137,0.027042686939239502,0.03555879862167985,0.03555879923070352,0.03555879888135685
364.tiff,1,18766,4,16,35,17,35,19,18,12,39,13,39,27,26,4,4,4,4,2259,0.8685121107266436,0.02116900496184826,1899,0.7301038062283737,0.02208438329398632,0.03169133062941255,0.03169133028936433,0.03169133129442556
364.tiff,2,18785,4,9,34,16,33,25,17,5,38,12,37,33,25,4,4,4,4,2176,0.8366013071895425,0.023254772648215294,1776,0.6828143021914648,0.02359284646809101,0.030948485397817926,0.03094848593375053,0.03094848480836186
400.tiff,0,20040,4,14,36,13,44,22,31,10,40,9,48,30,39,4,4,4,4,1919,0.7377931564782776,0.0359225831925869,1431,0.5501730103806228,0.038247302174568176,0.06331142233596598,0.06331142233826542,0.06331142147952339
400.tiff,1,19942,4,8,38,10,37,30,27,4,42,6,41,38,35,4,4,4,4,1791,0.6885813148788927,0.03739428520202637,1271,0.4886582083813918,0.04085825756192207,0.07344906732517605,0.07344906702881156,0.07344906655713034
400.tiff,2,19947,4,10,39,10,43,29,33,6,43,6,47,37,41,4,4,4,4,1644,0.6320645905420992,0.044541262090206146,1084,0.41676278354479046,0.04815983027219772,0.07310348136064689,0.07310348042791444,0.07310348093153043
401.tiff,0,20132,4,13,39,14,37,26,23,9,43,10,41,34,31,4,4,4,4,2003,0.7700884275278739,0.027158159762620926,1547,0.5947712418300654,0.025981800630688667,0.046136124872003484,0.04613612511298006,0.04613612450642088
401.tiff,1,20102,4,10,41,12,39,31,27,6,45,8,43,39,35,4,4,4,4,1764,0.6782006920415224,0.025614596903324127,1236,0.47520184544405997,0.024359015747904778,0.05837913915960824,0.0583791395338515,0.05837913958729245
401.tiff,2,20112,4,14,37,15,37,23,22,10,41,11,41,31,30,4,4,4,4,2095,0.8054594386774317,0.021755002439022064,1671,0.6424452133794695,0.02247321605682373,0.036384788913020674,0.036384788610188665,0.03638478834651982
404.tiff,0,20471,4,7,46,8,40,39,32,3,50,4,44,47,40,4,4,4,4,1353,0.5201845444059977,0.04999351128935814,721,0.27720107650903497,0.050540924072265625,0.08885734120247527,0.0888573416315022,0.08885734162971189
404.tiff,1,20474,4,14,41,9,40,27,31,10,45,5,44,35,39,4,4,4,4,1764,0.6782006920415224,0.054825522005558014,1236,0.47520184544405997,0.056732334196567535,0.08960086853865187,0.08960086875657813,0.08960086818546721
404.tiff,2,20472,4,7,47,6,33,40,27,3,51,2,37,48,35,4,4,4,4,1521,0.5847750865051903,0.02984919771552086,921,0.35409457900807384,0.026506876572966576,0.06500597167661443,0.06500597141698498,0.06500597190201525
