check,label,n,max_abs_diff,passed,n_seeds,n_distinct_ann,pool_size,n_distinct_streams,n_items,caps,min_distance,radius,n_direct,n_filtered,used_radius,expected_radius,mpp,n_cells,n_rois,max_abs_recall_diff,max_abs_ndet_diff
od_hoist_equivalence,013.tiff,24074.0,0.0,True,,,,,,,,,,,,,,,,,
distinct_seeds,013.tiff,,,True,5.0,5.0,,5.0,,,,,,,,,,,,,
no_cap,013.tiff/si0/deep_pool,,,True,,,,,36626.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si0/r7.5,16409.0,,True,,,,,,,33.24154027718932,33.13877952755905,,,,,,,,,
shortcut,013.tiff/si0/r7.5/z1.0,,,True,,,,,,,,,10108.0,10108.0,,,,,,,
shortcut,013.tiff/si0/r7.5/z3.0,,,True,,,,,,,,,6374.0,6374.0,,,,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,13434.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,13434.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,10108.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,10108.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,8253.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,8253.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,7463.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,7463.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,6921.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,6921.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,6374.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,6374.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
min_separation,013.tiff/si0/r5.9,20943.0,,True,,,,,,,26.076809620810597,26.069173228346457,,,,,,,,,
shortcut,013.tiff/si0/r5.9/z1.0,,,True,,,,,,,,,11470.0,11470.0,,,,,,,
shortcut,013.tiff/si0/r5.9/z3.0,,,True,,,,,,,,,6900.0,6900.0,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,16045.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,16045.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,11470.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,11470.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,9202.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,9202.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,8226.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,8226.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,7552.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,7552.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,6900.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,6900.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si0/r5.0,24074.0,,True,,,,,,,22.135943621178654,22.09251968503937,,,,,,,,,
shortcut,013.tiff/si0/r5.0/z1.0,,,True,,,,,,,,,12160.0,12160.0,,,,,,,
shortcut,013.tiff/si0/r5.0/z3.0,,,True,,,,,,,,,7154.0,7154.0,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,17725.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,17725.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,12160.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,12160.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,9643.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,9643.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,8591.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,8591.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,7855.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,7855.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,7154.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,7154.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/si1/deep_pool,,,True,,,,,42985.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si1/r7.5,16364.0,,True,,,,,,,33.24154027718932,33.13877952755905,,,,,,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,14240.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,14240.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,11187.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,11187.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,8878.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,8878.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,7612.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,7612.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,6861.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,6861.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,6218.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,6218.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
min_separation,013.tiff/si1/r5.9,24404.0,,True,,,,,,,26.076809620810597,26.069173228346457,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,20630.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,20630.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,15505.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,15505.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,11908.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,11908.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,9941.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,9941.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,8751.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,8751.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,7748.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,7748.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si1/r5.0,28676.0,,True,,,,,,,22.135943621178654,22.09251968503937,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,23557.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,23557.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,17147.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,17147.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,13005.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,13005.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,10784.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,10784.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,9439.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,9439.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,8328.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,8328.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/si2/deep_pool,,,True,,,,,32484.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si2/r7.5,16358.0,,True,,,,,,,33.24154027718932,33.13877952755905,,,,,,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,14063.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,14063.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,11199.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,11199.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,9296.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,9296.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,8056.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,8056.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,7123.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,7123.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,6291.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,6291.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
min_separation,013.tiff/si2/r5.9,20576.0,,True,,,,,,,26.076809620810597,26.069173228346457,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,16889.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,16889.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,12883.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,12883.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,10482.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,10482.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,8940.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,8940.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,7829.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,7829.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,6842.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,6842.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si2/r5.0,23398.0,,True,,,,,,,22.135943621178654,22.09251968503937,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,18498.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,18498.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,13630.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,13630.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,10937.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,10937.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,9287.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,9287.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,8076.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,8076.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,7026.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,7026.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/si3/deep_pool,,,True,,,,,30299.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si3/r7.5,16436.0,,True,,,,,,,33.24154027718932,33.13877952755905,,,,,,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,13507.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,13507.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,10152.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,10152.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,8408.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,8408.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,7694.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,7694.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,7183.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,7183.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,6695.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,6695.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
min_separation,013.tiff/si3/r5.9,20695.0,,True,,,,,,,26.076809620810597,26.069173228346457,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,15896.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,15896.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,11422.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,11422.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,9363.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,9363.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,8511.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,8511.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,7888.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,7888.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.9,,,True,,,,,7322.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.9,,,True,,,,,7322.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si3/r5.0,22315.0,,True,,,,,,,22.135943621178654,22.09251968503937,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,16673.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,16673.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,11736.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,11736.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,9600.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,9600.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,8713.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,8713.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,8067.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,8067.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/tm_score@r5.0,,,True,,,,,7476.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/chromatin_od@r5.0,,,True,,,,,7476.0,"(2000000,)",,,,,,,,,,,
no_cap,013.tiff/si4/deep_pool,,,True,,,,,38835.0,"(2000000,)",,,,,,,,,,,
min_separation,013.tiff/si4/r7.5,17198.0,,True,,,,,,,33.24154027718932,33.13877952755905,,,,,,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,14801.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,14801.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,11525.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,11525.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,9222.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,9222.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,8090.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,8090.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,7471.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,7471.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/tm_score@r7.5,,,True,,,,,6903.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/tm_score@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
no_cap,013.tiff/chromatin_od@r7.5,,,True,,,,,6903.0,"(2000000,)",,,,,,,,,,,
nms_radius,013.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,33.13877952755905,33.13877952755905,0.22632094805310524,,,,
min_separation,013.tiff/si4/r5.9,22216.0,,True,,,,,,,26.076809620810597,26.069173228346457,,,,,,,,,
