table,key,column,notebook,audit,match,note
RAW,529.tiff/gray_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,529.tiff/gray_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,529.tiff/gray_bbox/od_contrast/K50,precision_at_budget,0.14,0.14,True,
RAW,529.tiff/gray_bbox/od_contrast/K50,recall_at_budget,0.3684210526315789,0.3684210526315789,True,
RAW,529.tiff/gray_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,529.tiff/gray_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/tm_score/K10,precision_at_budget,0.4,0.4,True,
RAW,548.tiff/hem_bbox/tm_score/K10,recall_at_budget,0.0168067226890756,0.01680672268907563,True,
RAW,548.tiff/hem_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,548.tiff/hem_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/tm_score/K20,precision_at_budget,0.45,0.45,True,
RAW,548.tiff/hem_bbox/tm_score/K20,recall_at_budget,0.0378151260504201,0.037815126050420166,True,
RAW,548.tiff/hem_bbox/tm_score/K20,budget_delivered,20,20,True,
RAW,548.tiff/hem_bbox/tm_score/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/tm_score/K30,precision_at_budget,0.5,0.5,True,
RAW,548.tiff/hem_bbox/tm_score/K30,recall_at_budget,0.0630252100840336,0.06302521008403361,True,
RAW,548.tiff/hem_bbox/tm_score/K30,budget_delivered,30,30,True,
RAW,548.tiff/hem_bbox/tm_score/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/tm_score/K50,precision_at_budget,0.6,0.6,True,
RAW,548.tiff/hem_bbox/tm_score/K50,recall_at_budget,0.1260504201680672,0.12605042016806722,True,
RAW,548.tiff/hem_bbox/tm_score/K50,budget_delivered,50,50,True,
RAW,548.tiff/hem_bbox/tm_score/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/chromatin_od/K10,precision_at_budget,0.8,0.8,True,
RAW,548.tiff/hem_bbox/chromatin_od/K10,recall_at_budget,0.0336134453781512,0.03361344537815126,True,
RAW,548.tiff/hem_bbox/chromatin_od/K10,budget_delivered,10,10,True,
RAW,548.tiff/hem_bbox/chromatin_od/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/chromatin_od/K20,precision_at_budget,0.65,0.65,True,
RAW,548.tiff/hem_bbox/chromatin_od/K20,recall_at_budget,0.0546218487394958,0.0546218487394958,True,
RAW,548.tiff/hem_bbox/chromatin_od/K20,budget_delivered,20,20,True,
RAW,548.tiff/hem_bbox/chromatin_od/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/chromatin_od/K30,precision_at_budget,0.7,0.7,True,
RAW,548.tiff/hem_bbox/chromatin_od/K30,recall_at_budget,0.088235294117647,0.08823529411764706,True,
RAW,548.tiff/hem_bbox/chromatin_od/K30,budget_delivered,30,30,True,
RAW,548.tiff/hem_bbox/chromatin_od/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/chromatin_od/K50,precision_at_budget,0.7,0.7,True,
RAW,548.tiff/hem_bbox/chromatin_od/K50,recall_at_budget,0.1470588235294117,0.14705882352941177,True,
RAW,548.tiff/hem_bbox/chromatin_od/K50,budget_delivered,50,50,True,
RAW,548.tiff/hem_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/od_contrast/K10,precision_at_budget,0.9,0.9,True,
RAW,548.tiff/hem_bbox/od_contrast/K10,recall_at_budget,0.0378151260504201,0.037815126050420166,True,
RAW,548.tiff/hem_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,548.tiff/hem_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/od_contrast/K20,precision_at_budget,0.8,0.8,True,
RAW,548.tiff/hem_bbox/od_contrast/K20,recall_at_budget,0.0672268907563025,0.06722689075630252,True,
RAW,548.tiff/hem_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,548.tiff/hem_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/od_contrast/K30,precision_at_budget,0.8,0.8,True,
RAW,548.tiff/hem_bbox/od_contrast/K30,recall_at_budget,0.1008403361344537,0.10084033613445378,True,
RAW,548.tiff/hem_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,548.tiff/hem_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/hem_bbox/od_contrast/K50,precision_at_budget,0.7,0.7,True,
RAW,548.tiff/hem_bbox/od_contrast/K50,recall_at_budget,0.1470588235294117,0.14705882352941177,True,
RAW,548.tiff/hem_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,548.tiff/hem_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/tm_score/K10,precision_at_budget,0.5,0.5,True,
RAW,548.tiff/gray_bbox/tm_score/K10,recall_at_budget,0.0210084033613445,0.02100840336134454,True,
RAW,548.tiff/gray_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,548.tiff/gray_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/tm_score/K20,precision_at_budget,0.5,0.5,True,
RAW,548.tiff/gray_bbox/tm_score/K20,recall_at_budget,0.042016806722689,0.04201680672268908,True,
RAW,548.tiff/gray_bbox/tm_score/K20,budget_delivered,20,20,True,
RAW,548.tiff/gray_bbox/tm_score/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/tm_score/K30,precision_at_budget,0.5333333333333333,0.5333333333333333,True,
RAW,548.tiff/gray_bbox/tm_score/K30,recall_at_budget,0.0672268907563025,0.06722689075630252,True,
RAW,548.tiff/gray_bbox/tm_score/K30,budget_delivered,30,30,True,
RAW,548.tiff/gray_bbox/tm_score/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/tm_score/K50,precision_at_budget,0.56,0.56,True,
RAW,548.tiff/gray_bbox/tm_score/K50,recall_at_budget,0.1176470588235294,0.11764705882352941,True,
RAW,548.tiff/gray_bbox/tm_score/K50,budget_delivered,50,50,True,
RAW,548.tiff/gray_bbox/tm_score/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/chromatin_od/K10,precision_at_budget,0.8,0.8,True,
RAW,548.tiff/gray_bbox/chromatin_od/K10,recall_at_budget,0.0336134453781512,0.03361344537815126,True,
RAW,548.tiff/gray_bbox/chromatin_od/K10,budget_delivered,10,10,True,
RAW,548.tiff/gray_bbox/chromatin_od/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/chromatin_od/K20,precision_at_budget,0.65,0.65,True,
RAW,548.tiff/gray_bbox/chromatin_od/K20,recall_at_budget,0.0546218487394958,0.0546218487394958,True,
RAW,548.tiff/gray_bbox/chromatin_od/K20,budget_delivered,20,20,True,
RAW,548.tiff/gray_bbox/chromatin_od/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/chromatin_od/K30,precision_at_budget,0.7,0.7,True,
RAW,548.tiff/gray_bbox/chromatin_od/K30,recall_at_budget,0.088235294117647,0.08823529411764706,True,
RAW,548.tiff/gray_bbox/chromatin_od/K30,budget_delivered,30,30,True,
RAW,548.tiff/gray_bbox/chromatin_od/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/chromatin_od/K50,precision_at_budget,0.72,0.72,True,
RAW,548.tiff/gray_bbox/chromatin_od/K50,recall_at_budget,0.1512605042016806,0.15126050420168066,True,
RAW,548.tiff/gray_bbox/chromatin_od/K50,budget_delivered,50,50,True,
RAW,548.tiff/gray_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/od_contrast/K10,precision_at_budget,0.8,0.8,True,
RAW,548.tiff/gray_bbox/od_contrast/K10,recall_at_budget,0.0336134453781512,0.03361344537815126,True,
RAW,548.tiff/gray_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,548.tiff/gray_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/od_contrast/K20,precision_at_budget,0.75,0.75,True,
RAW,548.tiff/gray_bbox/od_contrast/K20,recall_at_budget,0.0630252100840336,0.06302521008403361,True,
RAW,548.tiff/gray_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,548.tiff/gray_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/od_contrast/K30,precision_at_budget,0.8,0.8,True,
RAW,548.tiff/gray_bbox/od_contrast/K30,recall_at_budget,0.1008403361344537,0.10084033613445378,True,
RAW,548.tiff/gray_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,548.tiff/gray_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,548.tiff/gray_bbox/od_contrast/K50,precision_at_budget,0.7,0.7,True,
RAW,548.tiff/gray_bbox/od_contrast/K50,recall_at_budget,0.1470588235294117,0.14705882352941177,True,
RAW,548.tiff/gray_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,548.tiff/gray_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",n_gt_mitotic,180,180,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",n_detections,99,99,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",budget_delivered_10,10,10,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",tp_at_10,10,10,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",precision_at_10,1.0,1.0,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",budget_delivered_20,20,20,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",tp_at_20,16,16,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",precision_at_20,0.8,0.8,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",budget_delivered_30,30,30,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",tp_at_30,23,23,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",precision_at_30,0.7667,0.7667,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",budget_delivered_50,50,50,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",tp_at_50,34,34,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",precision_at_50,0.68,0.68,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'tm_score')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",n_gt_mitotic,180,180,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",n_detections,99,99,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_10,10,10,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",tp_at_10,8,8,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",precision_at_10,0.8,0.8,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_20,20,20,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",tp_at_20,17,17,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",precision_at_20,0.85,0.85,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_30,30,30,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",tp_at_30,27,27,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",precision_at_30,0.9,0.9,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_50,50,50,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",tp_at_50,40,40,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",precision_at_50,0.8,0.8,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'chromatin_od')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",n_gt_mitotic,180,180,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",n_detections,99,99,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_10,10,10,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",tp_at_10,8,8,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",precision_at_10,0.8,0.8,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_20,20,20,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",tp_at_20,17,17,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",precision_at_20,0.85,0.85,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_30,30,30,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",tp_at_30,26,26,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",precision_at_30,0.8667,0.8667,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_50,50,50,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",tp_at_50,39,39,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",precision_at_50,0.78,0.78,True,
TABLE_A,"('300.tiff', 'hem_bbox', 'od_contrast')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",n_gt_mitotic,180,180,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",n_detections,99,99,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",budget_delivered_10,10,10,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",tp_at_10,9,9,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",precision_at_10,0.9,0.9,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",budget_delivered_20,20,20,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",tp_at_20,17,17,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",precision_at_20,0.85,0.85,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",budget_delivered_30,30,30,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",tp_at_30,25,25,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",precision_at_30,0.8333,0.8333,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",budget_delivered_50,50,50,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",tp_at_50,43,43,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",precision_at_50,0.86,0.86,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'tm_score')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",n_gt_mitotic,180,180,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",n_detections,99,99,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_10,10,10,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",tp_at_10,9,9,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",precision_at_10,0.9,0.9,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_20,20,20,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",tp_at_20,19,19,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",precision_at_20,0.95,0.95,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_30,30,30,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",tp_at_30,27,27,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",precision_at_30,0.9,0.9,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_50,50,50,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",tp_at_50,46,46,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",precision_at_50,0.92,0.92,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'chromatin_od')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",n_gt_mitotic,180,180,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",n_detections,99,99,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_10,10,10,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",tp_at_10,8,8,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",precision_at_10,0.8,0.8,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_20,20,20,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",tp_at_20,18,18,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",precision_at_20,0.9,0.9,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_30,30,30,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",tp_at_30,28,28,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",precision_at_30,0.9333,0.9333,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_50,50,50,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",tp_at_50,45,45,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",precision_at_50,0.9,0.9,True,
TABLE_A,"('300.tiff', 'gray_bbox', 'od_contrast')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",n_gt_mitotic,217,217,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",n_detections,99,99,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",budget_delivered_10,10,10,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",tp_at_10,9,9,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",precision_at_10,0.9,0.9,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",budget_delivered_20,20,20,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",tp_at_20,18,18,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",precision_at_20,0.9,0.9,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",budget_delivered_30,30,30,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",tp_at_30,26,26,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",precision_at_30,0.8667,0.8667,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",budget_delivered_50,50,50,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",tp_at_50,41,41,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",precision_at_50,0.82,0.82,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'tm_score')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",n_gt_mitotic,217,217,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",n_detections,99,99,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_10,10,10,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",tp_at_10,8,8,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",precision_at_10,0.8,0.8,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_20,20,20,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",tp_at_20,17,17,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",precision_at_20,0.85,0.85,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_30,30,30,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",tp_at_30,26,26,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",precision_at_30,0.8667,0.8667,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",budget_delivered_50,50,50,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",tp_at_50,41,41,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",precision_at_50,0.82,0.82,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'chromatin_od')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",n_gt_mitotic,217,217,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",n_detections,99,99,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_10,10,10,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",tp_at_10,7,7,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",precision_at_10,0.7,0.7,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_20,20,20,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",tp_at_20,16,16,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",precision_at_20,0.8,0.8,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_30,30,30,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",tp_at_30,25,25,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",precision_at_30,0.8333,0.8333,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",budget_delivered_50,50,50,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",tp_at_50,42,42,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",precision_at_50,0.84,0.84,True,
TABLE_A,"('301.tiff', 'hem_bbox', 'od_contrast')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",n_gt_mitotic,217,217,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",n_detections,98,98,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",budget_delivered_10,10,10,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",tp_at_10,9,9,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",precision_at_10,0.9,0.9,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",budget_delivered_20,20,20,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",tp_at_20,18,18,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",precision_at_20,0.9,0.9,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",budget_delivered_30,30,30,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",tp_at_30,24,24,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",precision_at_30,0.8,0.8,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",budget_delivered_50,50,50,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",tp_at_50,37,37,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",precision_at_50,0.74,0.74,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'tm_score')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",n_gt_mitotic,217,217,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",n_detections,98,98,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_10,10,10,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",tp_at_10,8,8,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",precision_at_10,0.8,0.8,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_20,20,20,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",tp_at_20,18,18,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",precision_at_20,0.9,0.9,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_30,30,30,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",tp_at_30,27,27,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",precision_at_30,0.9,0.9,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",budget_delivered_50,50,50,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",tp_at_50,41,41,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",precision_at_50,0.82,0.82,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'chromatin_od')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",n_gt_mitotic,217,217,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",n_detections,98,98,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_10,10,10,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",tp_at_10,8,8,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",precision_at_10,0.8,0.8,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_20,20,20,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",tp_at_20,18,18,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",precision_at_20,0.9,0.9,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_30,30,30,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",tp_at_30,27,27,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",precision_at_30,0.9,0.9,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",budget_delivered_50,50,50,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",tp_at_50,41,41,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",precision_at_50,0.82,0.82,True,
TABLE_A,"('301.tiff', 'gray_bbox', 'od_contrast')",domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True,
TABLE_A,"('201.tiff', 'hem_bbox', 'tm_score')",n_gt_mitotic,17,17,True,
TABLE_A,"('201.tiff', 'hem_bbox', 'tm_score')",n_detections,97,97,True,
