file_name,seed_index,condition,my_ann,nb_ann,my_base,nb_base,my_tx,nb_tx,my_ty,nb_ty,my_refused,nb_refused,my_joint_valid,nb_joint_valid,my_default_alone_differs,my_gray_alone_differs,my_hem_alone_differs
435.tiff,0,gray_bbox,21400,21400,51,51,2508.0,2508.0,2704.0,2704.0,21358:gray_bbox+hem_bbox,21358:gray_bbox+hem_bbox,29,29,True,False,False
435.tiff,0,hem_bbox,21400,21400,29,29,2507.0,2507.0,2705.0,2705.0,21358:gray_bbox+hem_bbox,21358:gray_bbox+hem_bbox,29,29,True,False,False
435.tiff,1,default_51,21385,21385,51,51,1579.0,1579.0,1891.0,1891.0,,,29,29,False,False,False
435.tiff,1,gray_bbox,21385,21385,33,33,1580.0,1580.0,1889.0,1889.0,,,29,29,False,False,False
435.tiff,1,hem_bbox,21385,21385,31,31,1579.5,1579.5,1889.0,1889.0,,,29,29,False,False,False
435.tiff,2,default_51,21359,21359,51,51,1656.0,1656.0,71.0,71.0,21354:hem_bbox;21388:gray_bbox+hem_bbox,21354:hem_bbox;21388:gray_bbox+hem_bbox,29,29,True,True,False
435.tiff,2,gray_bbox,21359,21359,51,51,1656.0,1656.0,70.0,70.0,21354:hem_bbox;21388:gray_bbox+hem_bbox,21354:hem_bbox;21388:gray_bbox+hem_bbox,29,29,True,True,False
435.tiff,2,hem_bbox,21359,21359,25,25,1656.0,1656.0,78.0,78.0,21354:hem_bbox;21388:gray_bbox+hem_bbox,21354:hem_bbox;21388:gray_bbox+hem_bbox,29,29,True,True,False
462.tiff,0,default_51,22660,22660,51,51,4205.0,4205.0,369.0,369.0,,,12,12,False,False,False
462.tiff,0,gray_bbox,22660,22660,39,39,4205.0,4205.0,366.0,366.0,,,12,12,False,False,False
462.tiff,0,hem_bbox,22660,22660,31,31,4204.5,4204.5,368.5,368.5,,,12,12,False,False,False
462.tiff,1,default_51,22686,22686,51,51,4752.0,4752.0,2901.0,2901.0,22673:gray_bbox,22673:gray_bbox,12,12,True,False,True
462.tiff,1,gray_bbox,22686,22686,33,33,4752.5,4752.5,2901.0,2901.0,22673:gray_bbox,22673:gray_bbox,12,12,True,False,True
462.tiff,1,hem_bbox,22686,22686,29,29,4752.5,4752.5,2901.0,2901.0,22673:gray_bbox,22673:gray_bbox,12,12,True,False,True
462.tiff,2,default_51,22672,22672,51,51,3169.0,3169.0,908.0,908.0,,,12,12,False,False,False
462.tiff,2,gray_bbox,22672,22672,23,23,3167.5,3167.5,910.5,910.5,,,12,12,False,False,False
462.tiff,2,hem_bbox,22672,22672,21,21,3167.5,3167.5,911.5,911.5,,,12,12,False,False,False
499.tiff,0,default_51,23957,23957,51,51,3641.0,3641.0,2114.0,2114.0,,,38,38,False,False,False
499.tiff,0,gray_bbox,23957,23957,31,31,3641.0,3641.0,2116.0,2116.0,,,38,38,False,False,False
499.tiff,0,hem_bbox,23957,23957,27,27,3641.5,3641.5,2112.5,2112.5,,,38,38,False,False,False
499.tiff,1,default_51,24000,24000,51,51,6357.0,6357.0,4423.0,4423.0,23919:gray_bbox+hem_bbox,23919:gray_bbox+hem_bbox,38,38,True,False,False
499.tiff,1,gray_bbox,24000,24000,47,47,6354.0,6354.0,4421.0,4421.0,23919:gray_bbox+hem_bbox,23919:gray_bbox+hem_bbox,38,38,True,False,False
499.tiff,1,hem_bbox,24000,24000,23,23,6357.0,6357.0,4423.0,4423.0,23919:gray_bbox+hem_bbox,23919:gray_bbox+hem_bbox,38,38,True,False,False
499.tiff,2,default_51,23980,23980,51,51,2547.0,2547.0,3622.0,3622.0,,,38,38,False,False,False
499.tiff,2,gray_bbox,23980,23980,39,39,2547.0,2547.0,3618.5,3618.5,,,38,38,False,False,False
499.tiff,2,hem_bbox,23980,23980,31,31,2545.5,2545.5,3618.0,3618.0,,,38,38,False,False,False
013.tiff,0,default_51,249,249,51,51,1710.0,1710.0,2861.0,2861.0,254:hem_bbox,254:hem_bbox,7,7,True,True,False
013.tiff,0,gray_bbox,249,249,39,39,1712.0,1712.0,2859.5,2859.5,254:hem_bbox,254:hem_bbox,7,7,True,True,False
013.tiff,0,hem_bbox,249,249,39,39,1711.0,1711.0,2860.5,2860.5,254:hem_bbox,254:hem_bbox,7,7,True,True,False
013.tiff,1,default_51,263,263,51,51,3727.0,3727.0,5362.0,5362.0,243:gray_bbox+hem_bbox,243:gray_bbox+hem_bbox,7,7,True,False,False
013.tiff,1,gray_bbox,263,263,29,29,3729.0,3729.0,5361.5,5361.5,243:gray_bbox+hem_bbox,243:gray_bbox+hem_bbox,7,7,True,False,False
013.tiff,1,hem_bbox,263,263,27,27,3729.5,3729.5,5362.0,5362.0,243:gray_bbox+hem_bbox,243:gray_bbox+hem_bbox,7,7,True,False,False
013.tiff,2,default_51,258,258,51,51,3064.0,3064.0,3994.0,3994.0,,,7,7,False,False,False
013.tiff,2,gray_bbox,258,258,43,43,3063.0,3063.0,3993.5,3993.5,,,7,7,False,False,False
013.tiff,2,hem_bbox,258,258,39,39,3061.0,3061.0,3992.5,3992.5,,,7,7,False,False,False
094.tiff,0,default_51,2512,2512,51,51,5560.0,5560.0,1178.0,1178.0,,,41,41,False,False,False
094.tiff,0,gray_bbox,2512,2512,25,25,5557.5,5557.5,1178.0,1178.0,,,41,41,False,False,False
094.tiff,0,hem_bbox,2512,2512,23,23,5557.5,5557.5,1177.0,1177.0,,,41,41,False,False,False
094.tiff,1,default_51,2536,2536,51,51,4186.0,4186.0,2213.0,2213.0,,,41,41,False,False,False
094.tiff,1,gray_bbox,2536,2536,25,25,4189.0,4189.0,2215.5,2215.5,,,41,41,False,False,False
094.tiff,1,hem_bbox,2536,2536,23,23,4190.0,4190.0,2216.5,2216.5,,,41,41,False,False,False
094.tiff,2,default_51,2494,2494,51,51,5421.0,5421.0,405.0,405.0,,,41,41,False,False,False
094.tiff,2,gray_bbox,2494,2494,35,35,5421.5,5421.5,405.5,405.5,,,41,41,False,False,False
094.tiff,2,hem_bbox,2494,2494,33,33,5421.5,5421.5,399.0,399.0,,,41,41,False,False,False
007.tiff,0,default_51,135,135,51,51,2046.0,2046.0,3969.0,3969.0,,,15,15,False,False,False
007.tiff,0,gray_bbox,135,135,51,51,2041.0,2041.0,3969.0,3969.0,,,15,15,False,False,False
007.tiff,0,hem_bbox,135,135,31,31,2044.5,2044.5,3970.5,3970.5,,,15,15,False,False,False
007.tiff,1,default_51,134,134,51,51,6898.0,6898.0,3323.0,3323.0,,,15,15,False,False,False
007.tiff,1,gray_bbox,134,134,51,51,6894.5,6894.5,3323.0,3323.0,,,15,15,False,False,False
007.tiff,1,hem_bbox,134,134,31,31,6894.5,6894.5,3322.0,3322.0,,,15,15,False,False,False
007.tiff,2,default_51,130,130,51,51,5593.0,5593.0,3198.0,3198.0,,,15,15,False,False,False
007.tiff,2,gray_bbox,130,130,39,39,5593.5,5593.5,3194.0,3194.0,,,15,15,False,False,False
007.tiff,2,hem_bbox,130,130,37,37,5594.0,5594.0,3193.5,3193.5,,,15,15,False,False,False
072.tiff,0,default_51,1812,1812,51,51,6090.0,6090.0,1925.0,1925.0,,,28,28,False,False,False
072.tiff,0,gray_bbox,1812,1812,35,35,6089.5,6089.5,1922.5,1922.5,,,28,28,False,False,False
072.tiff,0,hem_bbox,1812,1812,29,29,6091.0,6091.0,1922.0,1922.0,,,28,28,False,False,False
072.tiff,1,default_51,1844,1844,51,51,6589.0,6589.0,1848.0,1848.0,,,28,28,False,False,False
072.tiff,1,gray_bbox,1844,1844,33,33,6588.5,6588.5,1846.0,1846.0,,,28,28,False,False,False
072.tiff,1,hem_bbox,1844,1844,27,27,6587.5,6587.5,1848.0,1848.0,,,28,28,False,False,False
072.tiff,2,default_51,1813,1813,51,51,6139.0,6139.0,2316.0,2316.0,,,28,28,False,False,False
072.tiff,2,gray_bbox,1813,1813,41,41,6138.5,6138.5,2313.0,2313.0,,,28,28,False,False,False
072.tiff,2,hem_bbox,1813,1813,39,39,6135.0,6135.0,2314.0,2314.0,,,28,28,False,False,False
100.tiff,0,default_51,2794,2794,51,51,6818.0,6818.0,3237.0,3237.0,,,16,16,False,False,False
100.tiff,0,gray_bbox,2794,2794,41,41,6823.5,6823.5,3244.5,3244.5,,,16,16,False,False,False
100.tiff,0,hem_bbox,2794,2794,29,29,6821.5,6821.5,3239.0,3239.0,,,16,16,False,False,False
100.tiff,1,default_51,2768,2768,51,51,5524.0,5524.0,2327.0,2327.0,,,16,16,False,False,False
100.tiff,1,gray_bbox,2768,2768,35,35,5524.0,5524.0,2333.5,2333.5,,,16,16,False,False,False
100.tiff,1,hem_bbox,2768,2768,31,31,5524.0,5524.0,2333.5,2333.5,,,16,16,False,False,False
100.tiff,2,default_51,2747,2747,51,51,230.0,230.0,1386.0,1386.0,,,16,16,False,False,False
100.tiff,2,gray_bbox,2747,2747,31,31,227.5,227.5,1385.5,1385.5,,,16,16,False,False,False
100.tiff,2,hem_bbox,2747,2747,29,29,227.0,227.0,1385.5,1385.5,,,16,16,False,False,False
123.tiff,0,default_51,3503,3503,51,51,4485.0,4485.0,3273.0,3273.0,,,18,18,False,False,False
123.tiff,0,gray_bbox,3503,3503,41,41,4485.5,4485.5,3274.5,3274.5,,,18,18,False,False,False
123.tiff,0,hem_bbox,3503,3503,41,41,4485.5,4485.5,3275.0,3275.0,,,18,18,False,False,False
123.tiff,1,default_51,3468,3468,51,51,2268.0,2268.0,1250.0,1250.0,,,18,18,False,False,False
123.tiff,1,gray_bbox,3468,3468,35,35,2265.5,2265.5,1248.0,1248.0,,,18,18,False,False,False
123.tiff,1,hem_bbox,3468,3468,25,25,2267.5,2267.5,1252.5,1252.5,,,18,18,False,False,False
123.tiff,2,default_51,3516,3516,51,51,4303.0,4303.0,4636.0,4636.0,,,18,18,False,False,False
123.tiff,2,gray_bbox,3516,3516,37,37,4302.5,4302.5,4629.0,4629.0,,,18,18,False,False,False
123.tiff,2,hem_bbox,3516,3516,37,37,4302.5,4302.5,4628.5,4628.5,,,18,18,False,False,False
128.tiff,0,default_51,3625,3625,51,51,5245.0,5245.0,2346.0,2346.0,,,15,15,False,False,False
128.tiff,0,gray_bbox,3625,3625,51,51,5245.0,5245.0,2350.0,2350.0,,,15,15,False,False,False
128.tiff,0,hem_bbox,3625,3625,49,49,5246.0,5246.0,2351.0,2351.0,,,15,15,False,False,False
128.tiff,1,default_51,3616,3616,51,51,4420.0,4420.0,786.0,786.0,3631:hem_bbox,3631:hem_bbox,15,15,True,True,False
128.tiff,1,gray_bbox,3616,3616,45,45,4417.5,4417.5,784.5,784.5,3631:hem_bbox,3631:hem_bbox,15,15,True,True,False
128.tiff,1,hem_bbox,3616,3616,37,37,4415.5,4415.5,784.0,784.0,3631:hem_bbox,3631:hem_bbox,15,15,True,True,False
128.tiff,2,default_51,3624,3624,51,51,5340.0,5340.0,2175.0,2175.0,,,15,15,False,False,False
128.tiff,2,gray_bbox,3624,3624,35,35,5335.0,5335.0,2171.5,2171.5,,,15,15,False,False,False
128.tiff,2,hem_bbox,3624,3624,33,33,5337.5,5337.5,2172.0,2172.0,,,15,15,False,False,False
529.tiff,0,default_51,24918,24918,51,51,3421.0,3421.0,2720.0,2720.0,,,8,8,False,False,False
529.tiff,0,gray_bbox,24918,24918,37,37,3415.0,3415.0,2721.0,2721.0,,,8,8,False,False,False
529.tiff,0,hem_bbox,24918,24918,33,33,3414.5,3414.5,2721.5,2721.5,,,8,8,False,False,False
529.tiff,1,default_51,24937,24937,51,51,5789.0,5789.0,4069.0,4069.0,,,8,8,False,False,False
529.tiff,1,gray_bbox,24937,24937,41,41,5788.5,5788.5,4071.0,4071.0,,,8,8,False,False,False
529.tiff,1,hem_bbox,24937,24937,33,33,5787.5,5787.5,4069.5,4069.5,,,8,8,False,False,False
529.tiff,2,default_51,24914,24914,51,51,2799.0,2799.0,2337.0,2337.0,24934:gray_bbox;24909:hem_bbox,24934:gray_bbox;24909:hem_bbox,8,8,True,True,True
529.tiff,2,gray_bbox,24914,24914,35,35,2797.5,2797.5,2335.5,2335.5,24934:gray_bbox;24909:hem_bbox,24934:gray_bbox;24909:hem_bbox,8,8,True,True,True
529.tiff,2,hem_bbox,24914,24914,29,29,2798.5,2798.5,2337.0,2337.0,24934:gray_bbox;24909:hem_bbox,24934:gray_bbox;24909:hem_bbox,8,8,True,True,True
548.tiff,0,default_51,25804,25804,51,51,5163.0,5163.0,3871.0,3871.0,,,162,162,False,False,False
548.tiff,0,gray_bbox,25804,25804,29,29,5163.5,5163.5,3868.5,3868.5,,,162,162,False,False,False
548.tiff,0,hem_bbox,25804,25804,27,27,5163.5,5163.5,3868.0,3868.0,,,162,162,False,False,False
548.tiff,1,default_51,25712,25712,51,51,5456.0,5456.0,1657.0,1657.0,,,162,162,False,False,False
548.tiff,1,gray_bbox,25712,25712,37,37,5455.5,5455.5,1655.5,1655.5,,,162,162,False,False,False
548.tiff,1,hem_bbox,25712,25712,33,33,5456.0,5456.0,1655.0,1655.0,,,162,162,False,False,False
548.tiff,2,default_51,25735,25735,51,51,1158.0,1158.0,3344.0,3344.0,,,162,162,False,False,False
548.tiff,2,gray_bbox,25735,25735,33,33,1158.0,1158.0,3342.5,3342.5,,,162,162,False,False,False
548.tiff,2,hem_bbox,25735,25735,29,29,1158.5,1158.5,3342.0,3342.0,,,162,162,False,False,False
509.tiff,0,default_51,24264,24264,51,51,1647.0,1647.0,3096.0,3096.0,,,12,12,False,False,False
509.tiff,0,gray_bbox,24264,24264,51,51,1646.5,1646.5,3096.0,3096.0,,,12,12,False,False,False
509.tiff,0,hem_bbox,24264,24264,45,45,1647.0,1647.0,3093.5,3093.5,,,12,12,False,False,False
509.tiff,1,default_51,24271,24271,51,51,73.0,73.0,4396.0,4396.0,,,12,12,False,False,False
509.tiff,1,gray_bbox,24271,24271,51,51,71.5,71.5,4396.0,4396.0,,,12,12,False,False,False
509.tiff,1,hem_bbox,24271,24271,51,51,71.5,71.5,4396.0,4396.0,,,12,12,False,False,False
509.tiff,2,default_51,24260,24260,51,51,1940.0,1940.0,1528.0,1528.0,,,12,12,False,False,False
509.tiff,2,gray_bbox,24260,24260,51,51,1940.0,1940.0,1529.5,1529.5,,,12,12,False,False,False
509.tiff,2,hem_bbox,24260,24260,51,51,1940.0,1940.0,1529.5,1529.5,,,12,12,False,False,False
524.tiff,0,default_51,24536,24536,51,51,6343.0,6343.0,3477.0,3477.0,,,9,9,False,False,False
524.tiff,0,gray_bbox,24536,24536,43,43,6345.5,6345.5,3476.0,3476.0,,,9,9,False,False,False
524.tiff,0,hem_bbox,24536,24536,43,43,6345.5,6345.5,3476.5,3476.5,,,9,9,False,False,False
524.tiff,1,default_51,24543,24543,51,51,973.0,973.0,5289.0,5289.0,,,9,9,False,False,False
524.tiff,1,gray_bbox,24543,24543,31,31,974.0,974.0,5289.5,5289.5,,,9,9,False,False,False
524.tiff,1,hem_bbox,24543,24543,31,31,974.5,974.5,5291.0,5291.0,,,9,9,False,False,False
524.tiff,2,default_51,24532,24532,51,51,6732.0,6732.0,2609.0,2609.0,,,9,9,False,False,False
524.tiff,2,gray_bbox,24532,24532,49,49,6731.0,6731.0,2613.0,2613.0,,,9,9,False,False,False
524.tiff,2,hem_bbox,24532,24532,37,37,6734.5,6734.5,2605.5,2605.5,,,9,9,False,False,False
527.tiff,0,default_51,24720,24720,51,51,1910.0,1910.0,3925.0,3925.0,,,22,22,False,False,False
527.tiff,0,gray_bbox,24720,24720,33,33,1912.0,1912.0,3925.0,3925.0,,,22,22,False,False,False
527.tiff,0,hem_bbox,24720,24720,31,31,1908.0,1908.0,3924.0,3924.0,,,22,22,False,False,False
527.tiff,1,default_51,24705,24705,51,51,3749.0,3749.0,3256.0,3256.0,,,22,22,False,False,False
527.tiff,1,gray_bbox,24705,24705,39,39,3750.0,3750.0,3255.0,3255.0,,,22,22,False,False,False
527.tiff,1,hem_bbox,24705,24705,39,39,3749.0,3749.0,3255.5,3255.5,,,22,22,False,False,False
527.tiff,2,default_51,24715,24715,51,51,307.0,307.0,4640.0,4640.0,,,22,22,False,False,False
527.tiff,2,gray_bbox,24715,24715,41,41,309.0,309.0,4640.5,4640.5,,,22,22,False,False,False
527.tiff,2,hem_bbox,24715,24715,37,37,308.0,308.0,4640.5,4640.5,,,22,22,False,False,False
546.tiff,0,default_51,25538,25538,51,51,2758.0,2758.0,1966.0,1966.0,,,13,13,False,False,False
546.tiff,0,gray_bbox,25538,25538,29,29,2758.5,2758.5,1963.0,1963.0,,,13,13,False,False,False
546.tiff,0,hem_bbox,25538,25538,27,27,2759.0,2759.0,1962.5,1962.5,,,13,13,False,False,False
546.tiff,1,default_51,25551,25551,51,51,1587.0,1587.0,3256.0,3256.0,,,13,13,False,False,False
546.tiff,1,gray_bbox,25551,25551,33,33,1584.0,1584.0,3256.5,3256.5,,,13,13,False,False,False
546.tiff,1,hem_bbox,25551,25551,31,31,1584.5,1584.5,3256.5,3256.5,,,13,13,False,False,False
546.tiff,2,default_51,25539,25539,51,51,3266.0,3266.0,2379.0,2379.0,,,13,13,False,False,False
546.tiff,2,gray_bbox,25539,25539,43,43,3264.5,3264.5,2382.5,2382.5,,,13,13,False,False,False
546.tiff,2,hem_bbox,25539,25539,37,37,3264.5,3264.5,2381.5,2381.5,,,13,13,False,False,False
549.tiff,0,default_51,25963,25963,51,51,1391.0,1391.0,1513.0,1513.0,,,17,17,False,False,False
549.tiff,0,gray_bbox,25963,25963,39,39,1391.5,1391.5,1515.0,1515.0,,,17,17,False,False,False
549.tiff,0,hem_bbox,25963,25963,37,37,1390.5,1390.5,1515.0,1515.0,,,17,17,False,False,False
549.tiff,1,default_51,25961,25961,51,51,1704.0,1704.0,480.0,480.0,25964:gray_bbox+hem_bbox,25964:gray_bbox+hem_bbox,17,17,True,False,False
549.tiff,1,gray_bbox,25961,25961,41,41,1699.5,1699.5,478.0,478.0,25964:gray_bbox+hem_bbox,25964:gray_bbox+hem_bbox,17,17,True,False,False
549.tiff,1,hem_bbox,25961,25961,41,41,1699.5,1699.5,478.0,478.0,25964:gray_bbox+hem_bbox,25964:gray_bbox+hem_bbox,17,17,True,False,False
549.tiff,2,default_51,25983,25983,51,51,6903.0,6903.0,4067.0,4067.0,,,17,17,False,False,False
549.tiff,2,gray_bbox,25983,25983,41,41,6898.0,6898.0,4069.0,4069.0,,,17,17,False,False,False
549.tiff,2,hem_bbox,25983,25983,41,41,6898.0,6898.0,4069.0,4069.0,,,17,17,False,False,False
402.tiff,0,default_51,20254,20254,51,51,989.0,989.0,4917.0,4917.0,,,58,58,False,False,False
402.tiff,0,gray_bbox,20254,20254,29,29,990.0,990.0,4915.5,4915.5,,,58,58,False,False,False
402.tiff,0,hem_bbox,20254,20254,25,25,989.0,989.0,4915.0,4915.0,,,58,58,False,False,False
402.tiff,1,default_51,20258,20258,51,51,2420.0,2420.0,4970.0,4970.0,,,58,58,False,False,False
402.tiff,1,gray_bbox,20258,20258,51,51,2413.0,2413.0,4970.0,4970.0,,,58,58,False,False,False
402.tiff,1,hem_bbox,20258,20258,33,33,2415.5,2415.5,4969.5,4969.5,,,58,58,False,False,False
402.tiff,2,default_51,20157,20157,51,51,3483.0,3483.0,272.0,272.0,20242:hem_bbox,20242:hem_bbox,58,58,True,True,False
402.tiff,2,gray_bbox,20157,20157,29,29,3485.5,3485.5,270.5,270.5,20242:hem_bbox,20242:hem_bbox,58,58,True,True,False
402.tiff,2,hem_bbox,20157,20157,27,27,3485.0,3485.0,270.0,270.0,20242:hem_bbox,20242:hem_bbox,58,58,True,True,False
403.tiff,0,default_51,20356,20356,51,51,2227.0,2227.0,2970.0,2970.0,20334:gray_bbox+hem_bbox,20334:gray_bbox+hem_bbox,30,30,True,False,False
403.tiff,0,gray_bbox,20356,20356,51,51,2227.0,2227.0,2968.0,2968.0,20334:gray_bbox+hem_bbox,20334:gray_bbox+hem_bbox,30,30,True,False,False
403.tiff,0,hem_bbox,20356,20356,31,31,2225.0,2225.0,2974.5,2974.5,20334:gray_bbox+hem_bbox,20334:gray_bbox+hem_bbox,30,30,True,False,False
403.tiff,1,default_51,20344,20344,51,51,2715.0,2715.0,1673.0,1673.0,,,30,30,False,False,False
403.tiff,1,gray_bbox,20344,20344,43,43,2712.0,2712.0,1677.0,1677.0,,,30,30,False,False,False
403.tiff,1,hem_bbox,20344,20344,33,33,2712.5,2712.5,1673.0,1673.0,,,30,30,False,False,False
403.tiff,2,default_51,20396,20396,51,51,3815.0,3815.0,4532.0,4532.0,20355:gray_bbox+hem_bbox,20355:gray_bbox+hem_bbox,30,30,True,False,False
403.tiff,2,gray_bbox,20396,20396,41,41,3815.0,3815.0,4530.5,4530.5,20355:gray_bbox+hem_bbox,20355:gray_bbox+hem_bbox,30,30,True,False,False
403.tiff,2,hem_bbox,20396,20396,39,39,3815.0,3815.0,4530.5,4530.5,20355:gray_bbox+hem_bbox,20355:gray_bbox+hem_bbox,30,30,True,False,False
353.tiff,0,default_51,18278,18278,51,51,185.0,185.0,1519.0,1519.0,,,45,45,False,False,False
353.tiff,0,gray_bbox,18278,18278,45,45,185.0,185.0,1519.5,1519.5,,,45,45,False,False,False
353.tiff,0,hem_bbox,18278,18278,43,43,185.5,185.5,1519.5,1519.5,,,45,45,False,False,False
353.tiff,1,default_51,18280,18280,51,51,1073.0,1073.0,1273.0,1273.0,,,45,45,False,False,False
353.tiff,1,gray_bbox,18280,18280,37,37,1073.5,1073.5,1273.0,1273.0,,,45,45,False,False,False
353.tiff,1,hem_bbox,18280,18280,33,33,1073.5,1073.5,1273.0,1273.0,,,45,45,False,False,False
353.tiff,2,default_51,18281,18281,51,51,1131.0,1131.0,1223.0,1223.0,,,45,45,False,False,False
353.tiff,2,gray_bbox,18281,18281,33,33,1130.0,1130.0,1219.0,1219.0,,,45,45,False,False,False
353.tiff,2,hem_bbox,18281,18281,31,31,1130.0,1130.0,1218.5,1218.5,,,45,45,False,False,False
364.tiff,0,default_51,18757,18757,51,51,961.0,961.0,1596.0,1596.0,,,6,6,False,False,False
364.tiff,0,gray_bbox,18757,18757,37,37,965.0,965.0,1589.0,1589.0,,,6,6,False,False,False
364.tiff,0,hem_bbox,18757,18757,37,37,959.5,959.5,1588.5,1588.5,,,6,6,False,False,False
364.tiff,1,default_51,18766,18766,51,51,6777.0,6777.0,1057.0,1057.0,,,6,6,False,False,False
364.tiff,1,gray_bbox,18766,18766,23,23,6777.5,6777.5,1056.5,1056.5,,,6,6,False,False,False
364.tiff,1,hem_bbox,18766,18766,19,19,6777.5,6777.5,1057.0,1057.0,,,6,6,False,False,False
364.tiff,2,default_51,18785,18785,51,51,6674.0,6674.0,3662.0,3662.0,,,6,6,False,False,False
364.tiff,2,gray_bbox,18785,18785,51,51,6674.0,6674.0,3656.0,3656.0,,,6,6,False,False,False
364.tiff,2,hem_bbox,18785,18785,25,25,6673.0,6673.0,3658.0,3658.0,,,6,6,False,False,False
400.tiff,0,default_51,20040,20040,51,51,85.0,85.0,4646.0,4646.0,,,84,84,False,False,False
400.tiff,0,gray_bbox,20040,20040,35,35,87.5,87.5,4646.0,4646.0,,,84,84,False,False,False
400.tiff,0,hem_bbox,20040,20040,31,31,88.0,88.0,4645.5,4645.5,,,84,84,False,False,False
400.tiff,1,default_51,19942,19942,51,51,3384.0,3384.0,664.0,664.0,,,84,84,False,False,False
400.tiff,1,gray_bbox,19942,19942,33,33,3382.0,3382.0,662.5,662.5,,,84,84,False,False,False
400.tiff,1,hem_bbox,19942,19942,31,31,3382.0,3382.0,661.5,661.5,,,84,84,False,False,False
400.tiff,2,default_51,19947,19947,51,51,5673.0,5673.0,540.0,540.0,,,84,84,False,False,False
400.tiff,2,gray_bbox,19947,19947,35,35,5673.5,5673.5,539.5,539.5,,,84,84,False,False,False
400.tiff,2,hem_bbox,19947,19947,33,33,5674.0,5674.0,539.0,539.0,,,84,84,False,False,False
401.tiff,0,default_51,20132,20132,51,51,3990.0,3990.0,5047.0,5047.0,,,12,12,False,False,False
401.tiff,0,gray_bbox,20132,20132,29,29,3990.0,3990.0,5047.0,5047.0,,,12,12,False,False,False
401.tiff,0,hem_bbox,20132,20132,27,27,3990.0,3990.0,5047.5,5047.5,,,12,12,False,False,False
401.tiff,1,default_51,20102,20102,51,51,2485.0,2485.0,507.0,507.0,,,12,12,False,False,False
401.tiff,1,gray_bbox,20102,20102,35,35,2482.5,2482.5,507.5,507.5,,,12,12,False,False,False
401.tiff,1,hem_bbox,20102,20102,31,31,2485.0,2485.0,507.0,507.0,,,12,12,False,False,False
401.tiff,2,default_51,20112,20112,51,51,2811.0,2811.0,1659.0,1659.0,,,12,12,False,False,False
401.tiff,2,gray_bbox,20112,20112,27,27,2812.0,2812.0,1660.0,1660.0,,,12,12,False,False,False
401.tiff,2,hem_bbox,20112,20112,23,23,2811.5,2811.5,1659.0,1659.0,,,12,12,False,False,False
404.tiff,0,default_51,20471,20471,51,51,3045.0,3045.0,2542.0,2542.0,,,40,40,False,False,False
404.tiff,0,gray_bbox,20471,20471,43,43,3045.0,3045.0,2542.5,2542.5,,,40,40,False,False,False
404.tiff,0,hem_bbox,20471,20471,39,39,3043.5,3043.5,2543.0,2543.0,,,40,40,False,False,False
404.tiff,1,default_51,20474,20474,51,51,5840.0,5840.0,2192.0,2192.0,,,40,40,False,False,False
404.tiff,1,gray_bbox,20474,20474,43,43,5844.0,5844.0,2187.5,2187.5,,,40,40,False,False,False
404.tiff,1,hem_bbox,20474,20474,31,31,5839.0,5839.0,2194.0,2194.0,,,40,40,False,False,False
404.tiff,2,default_51,20472,20472,51,51,3048.0,3048.0,2084.0,2084.0,,,40,40,False,False,False
404.tiff,2,gray_bbox,20472,20472,43,43,3043.5,3043.5,2084.0,2084.0,,,40,40,False,False,False
404.tiff,2,hem_bbox,20472,20472,41,41,3042.0,3042.0,2085.5,2085.5,,,40,40,False,False,False
