file_name,tumor_type,seed_index,tp_rank_from_bottom,z,score,matched_ann_id
301.tiff,canine cutaneous mast cell tumor,3,57,5.100188255310059,0.0774698406457901,14736
301.tiff,canine cutaneous mast cell tumor,3,58,5.114657878875732,0.07768924534320831,14963
301.tiff,canine cutaneous mast cell tumor,3,59,5.124842643737793,0.07784368097782135,14795
301.tiff,canine cutaneous mast cell tumor,3,60,5.165548324584961,0.07846090197563171,14778
301.tiff,canine cutaneous mast cell tumor,3,61,5.1883697509765625,0.07880695164203644,14915
301.tiff,canine cutaneous mast cell tumor,3,62,5.200377464294434,0.07898902893066406,14812
301.tiff,canine cutaneous mast cell tumor,3,63,5.205055236816406,0.07905995845794678,14836
301.tiff,canine cutaneous mast cell tumor,3,64,5.230083465576172,0.07943946123123169,14800
301.tiff,canine cutaneous mast cell tumor,3,65,5.236363410949707,0.07953468710184097,14847
301.tiff,canine cutaneous mast cell tumor,3,66,5.2491888999938965,0.07972916215658188,14733
301.tiff,canine cutaneous mast cell tumor,3,67,5.251746654510498,0.07976794987916946,14923
301.tiff,canine cutaneous mast cell tumor,3,68,5.258808135986328,0.07987502217292786,14897
301.tiff,canine cutaneous mast cell tumor,3,69,5.2679924964904785,0.08001428842544556,14842
301.tiff,canine cutaneous mast cell tumor,3,70,5.320158004760742,0.08080527931451797,14952
301.tiff,canine cutaneous mast cell tumor,3,71,5.331093788146973,0.08097109943628311,14834
301.tiff,canine cutaneous mast cell tumor,3,72,5.334622383117676,0.08102460950613022,14813
301.tiff,canine cutaneous mast cell tumor,3,73,5.338474273681641,0.0810830146074295,14790
301.tiff,canine cutaneous mast cell tumor,3,74,5.341983318328857,0.08113622665405273,14824
301.tiff,canine cutaneous mast cell tumor,3,75,5.347426891326904,0.08121876418590546,14921
301.tiff,canine cutaneous mast cell tumor,3,76,5.376462459564209,0.08165903389453888,14789
301.tiff,canine cutaneous mast cell tumor,3,77,5.376935958862305,0.08166621625423431,14750
301.tiff,canine cutaneous mast cell tumor,3,78,5.378091812133789,0.08168374001979828,14815
301.tiff,canine cutaneous mast cell tumor,3,79,5.45451021194458,0.08284249156713486,14884
301.tiff,canine cutaneous mast cell tumor,3,80,5.467614650726318,0.08304119855165482,14893
301.tiff,canine cutaneous mast cell tumor,3,81,5.478932857513428,0.08321281522512436,14948
301.tiff,canine cutaneous mast cell tumor,3,82,5.491243362426758,0.08339948207139969,15013
301.tiff,canine cutaneous mast cell tumor,3,83,5.495566368103027,0.08346503227949142,14853
301.tiff,canine cutaneous mast cell tumor,3,84,5.506101131439209,0.08362477272748947,15002
301.tiff,canine cutaneous mast cell tumor,3,85,5.509796619415283,0.08368080854415894,14947
301.tiff,canine cutaneous mast cell tumor,3,86,5.540467262268066,0.08414587378501892,14957
301.tiff,canine cutaneous mast cell tumor,3,87,5.5862016677856445,0.0848393514752388,14759
301.tiff,canine cutaneous mast cell tumor,3,88,5.5911030769348145,0.08491367101669312,14786
301.tiff,canine cutaneous mast cell tumor,3,89,5.623478889465332,0.08540459722280502,14942
301.tiff,canine cutaneous mast cell tumor,3,90,5.638279914855957,0.08562902361154556,14968
301.tiff,canine cutaneous mast cell tumor,3,91,5.662991046905518,0.08600372821092606,14918
301.tiff,canine cutaneous mast cell tumor,3,92,5.666510105133057,0.08605708181858063,14757
301.tiff,canine cutaneous mast cell tumor,3,93,5.666924953460693,0.08606337755918503,15004
301.tiff,canine cutaneous mast cell tumor,3,94,5.7022294998168945,0.086598701775074,14865
301.tiff,canine cutaneous mast cell tumor,3,95,5.707916736602783,0.0866849422454834,14914
301.tiff,canine cutaneous mast cell tumor,3,96,5.7233171463012695,0.08691845834255219,14928
301.tiff,canine cutaneous mast cell tumor,3,97,5.723416328430176,0.08691996335983276,14729
301.tiff,canine cutaneous mast cell tumor,3,98,5.7351837158203125,0.08709839731454849,14819
301.tiff,canine cutaneous mast cell tumor,3,99,5.741366386413574,0.08719214797019958,14949
301.tiff,canine cutaneous mast cell tumor,3,100,5.744760990142822,0.08724361658096313,14979
301.tiff,canine cutaneous mast cell tumor,3,101,5.755227088928223,0.08740231394767761,14956
301.tiff,canine cutaneous mast cell tumor,3,102,5.803826808929443,0.08813924342393875,14766
301.tiff,canine cutaneous mast cell tumor,3,103,5.810547351837158,0.08824115246534348,14868
301.tiff,canine cutaneous mast cell tumor,3,104,5.8389363288879395,0.08867161720991135,14869
301.tiff,canine cutaneous mast cell tumor,3,105,5.848889350891113,0.08882253617048264,14743
301.tiff,canine cutaneous mast cell tumor,3,106,5.857924461364746,0.08895953744649887,14902
301.tiff,canine cutaneous mast cell tumor,3,107,5.892821788787842,0.0894886925816536,14911
301.tiff,canine cutaneous mast cell tumor,3,108,5.900603294372559,0.08960668742656708,14823
301.tiff,canine cutaneous mast cell tumor,3,109,5.924016952514648,0.0899617075920105,14726
301.tiff,canine cutaneous mast cell tumor,3,110,5.926360607147217,0.08999724686145782,14961
301.tiff,canine cutaneous mast cell tumor,3,111,5.9413886070251465,0.09022512286901474,14960
301.tiff,canine cutaneous mast cell tumor,3,112,5.958155632019043,0.09047935903072357,14988
301.tiff,canine cutaneous mast cell tumor,3,113,5.964934349060059,0.09058214724063873,14858
301.tiff,canine cutaneous mast cell tumor,3,114,5.99304723739624,0.09100843220949173,14904
301.tiff,canine cutaneous mast cell tumor,3,115,5.99973201751709,0.09110978990793228,14878
301.tiff,canine cutaneous mast cell tumor,3,116,6.000293731689453,0.09111831337213516,14955
301.tiff,canine cutaneous mast cell tumor,3,117,6.004429817199707,0.09118102490901947,14825
301.tiff,canine cutaneous mast cell tumor,3,118,6.007786750793457,0.09123192727565765,14946
301.tiff,canine cutaneous mast cell tumor,3,119,6.041979789733887,0.09175040572881699,14770
301.tiff,canine cutaneous mast cell tumor,3,120,6.043670177459717,0.0917760357260704,15036
301.tiff,canine cutaneous mast cell tumor,3,121,6.0459089279174805,0.09180998057126999,14769
301.tiff,canine cutaneous mast cell tumor,3,122,6.047640323638916,0.09183623641729355,14808
301.tiff,canine cutaneous mast cell tumor,3,123,6.051193714141846,0.0918901190161705,14917
301.tiff,canine cutaneous mast cell tumor,3,124,6.05150842666626,0.09189488738775253,14905
301.tiff,canine cutaneous mast cell tumor,3,125,6.060791015625,0.09203564375638962,14950
301.tiff,canine cutaneous mast cell tumor,3,126,6.068751335144043,0.09215634316205978,15001
301.tiff,canine cutaneous mast cell tumor,3,127,6.086545467376709,0.09242615848779678,14841
301.tiff,canine cutaneous mast cell tumor,3,128,6.088684558868408,0.09245859831571579,14809
301.tiff,canine cutaneous mast cell tumor,3,129,6.090871334075928,0.0924917533993721,15000
301.tiff,canine cutaneous mast cell tumor,3,130,6.095839977264404,0.0925670936703682,14998
301.tiff,canine cutaneous mast cell tumor,3,131,6.119378566741943,0.09292401373386383,14976
301.tiff,canine cutaneous mast cell tumor,3,132,6.120593547821045,0.09294243901968002,14784
301.tiff,canine cutaneous mast cell tumor,3,133,6.1494221687316895,0.09337957203388214,14810
301.tiff,canine cutaneous mast cell tumor,3,134,6.164661407470703,0.09361065179109573,14910
301.tiff,canine cutaneous mast cell tumor,3,135,6.169091701507568,0.0936778262257576,15022
301.tiff,canine cutaneous mast cell tumor,3,136,6.171738147735596,0.09371795505285263,14779
301.tiff,canine cutaneous mast cell tumor,3,137,6.195624351501465,0.09408014267683029,14985
301.tiff,canine cutaneous mast cell tumor,3,138,6.202183723449707,0.09417960792779922,14903
301.tiff,canine cutaneous mast cell tumor,3,139,6.208117961883545,0.09426958858966827,14958
301.tiff,canine cutaneous mast cell tumor,3,140,6.213916778564453,0.09435752034187317,14752
301.tiff,canine cutaneous mast cell tumor,3,141,6.219886779785156,0.0944480448961258,14907
301.tiff,canine cutaneous mast cell tumor,3,142,6.22074031829834,0.09446098655462265,14806
301.tiff,canine cutaneous mast cell tumor,3,143,6.260835647583008,0.09506895393133163,14857
301.tiff,canine cutaneous mast cell tumor,3,144,6.271341323852539,0.09522825479507446,14973
301.tiff,canine cutaneous mast cell tumor,3,145,6.2828850746154785,0.09540329873561859,14797
301.tiff,canine cutaneous mast cell tumor,3,146,6.285597801208496,0.09544443339109421,14781
301.tiff,canine cutaneous mast cell tumor,3,147,6.302474021911621,0.09570033103227615,14856
301.tiff,canine cutaneous mast cell tumor,3,148,6.305072784423828,0.09573972970247269,14891
301.tiff,canine cutaneous mast cell tumor,3,149,6.314416408538818,0.09588140994310379,14913
301.tiff,canine cutaneous mast cell tumor,3,150,6.325876712799072,0.09605518728494644,15034
301.tiff,canine cutaneous mast cell tumor,3,151,6.332831859588623,0.0961606502532959,14876
301.tiff,canine cutaneous mast cell tumor,3,152,6.33550500869751,0.09620118141174316,14755
301.tiff,canine cutaneous mast cell tumor,3,153,6.3564019203186035,0.09651804715394974,14924
301.tiff,canine cutaneous mast cell tumor,3,154,6.360334396362305,0.09657767415046692,14844
301.tiff,canine cutaneous mast cell tumor,3,155,6.3897271156311035,0.0970233604311943,14773
301.tiff,canine cutaneous mast cell tumor,3,156,6.416987895965576,0.09743672609329224,14936
301.tiff,canine cutaneous mast cell tumor,3,157,6.425564289093018,0.09756676852703094,14938
301.tiff,canine cutaneous mast cell tumor,3,158,6.4262213706970215,0.09757672995328903,14816
301.tiff,canine cutaneous mast cell tumor,3,159,6.428999900817871,0.09761886298656464,15018
301.tiff,canine cutaneous mast cell tumor,3,160,6.490561485290527,0.09855233132839203,14888
301.tiff,canine cutaneous mast cell tumor,3,161,6.491872310638428,0.09857220947742462,14972
301.tiff,canine cutaneous mast cell tumor,3,162,6.492272853851318,0.09857828170061111,14837
301.tiff,canine cutaneous mast cell tumor,3,163,6.501453399658203,0.09871748834848404,14796
301.tiff,canine cutaneous mast cell tumor,3,164,6.503312110900879,0.0987456738948822,15025
301.tiff,canine cutaneous mast cell tumor,3,165,6.525748252868652,0.09908587485551834,14785
301.tiff,canine cutaneous mast cell tumor,3,166,6.660216808319092,0.1011248528957367,14996
301.tiff,canine cutaneous mast cell tumor,3,167,6.692054271697998,0.10160760581493378,14875
301.tiff,canine cutaneous mast cell tumor,3,168,6.692073822021484,0.10160790383815765,14753
301.tiff,canine cutaneous mast cell tumor,3,169,6.715413570404053,0.10196180641651154,14889
301.tiff,canine cutaneous mast cell tumor,3,170,6.799401760101318,0.10323534160852432,15051
301.tiff,canine cutaneous mast cell tumor,3,171,6.800991535186768,0.10325944423675537,14835
301.tiff,canine cutaneous mast cell tumor,3,172,6.815743923187256,0.10348314046859741,14751
301.tiff,canine cutaneous mast cell tumor,3,173,6.848117828369141,0.10397402942180634,14879
301.tiff,canine cutaneous mast cell tumor,3,174,6.857151031494141,0.10411100089550018,15008
301.tiff,canine cutaneous mast cell tumor,3,175,6.913165092468262,0.1049603521823883,14737
301.tiff,canine cutaneous mast cell tumor,3,176,6.916604042053223,0.10501249879598618,14850
301.tiff,canine cutaneous mast cell tumor,3,177,6.923089504241943,0.10511083900928497,14995
301.tiff,canine cutaneous mast cell tumor,3,178,6.92946720123291,0.10520754754543304,14997
301.tiff,canine cutaneous mast cell tumor,3,179,6.932526111602783,0.1052539274096489,14831
301.tiff,canine cutaneous mast cell tumor,3,180,7.007922172546387,0.10639717429876328,14826
301.tiff,canine cutaneous mast cell tumor,3,181,7.015822887420654,0.10651697218418121,15017
301.tiff,canine cutaneous mast cell tumor,3,182,7.029049396514893,0.10671752691268921,14829
301.tiff,canine cutaneous mast cell tumor,3,183,7.036003589630127,0.10682297497987747,14734
301.tiff,canine cutaneous mast cell tumor,3,184,7.061081886291504,0.10720324516296387,14772
301.tiff,canine cutaneous mast cell tumor,3,185,7.063815116882324,0.10724468529224396,14805
301.tiff,canine cutaneous mast cell tumor,3,186,7.064236640930176,0.10725107789039612,14912
301.tiff,canine cutaneous mast cell tumor,3,187,7.156005859375,0.1086425930261612,14866
301.tiff,canine cutaneous mast cell tumor,3,188,7.213895797729492,0.10952039062976837,14935
301.tiff,canine cutaneous mast cell tumor,3,189,7.2464070320129395,0.11001336574554443,14882
301.tiff,canine cutaneous mast cell tumor,3,190,7.286972999572754,0.11062847077846527,15007
301.tiff,canine cutaneous mast cell tumor,3,191,7.2977519035339355,0.11079191416501999,14867
301.tiff,canine cutaneous mast cell tumor,3,192,7.319028854370117,0.11111454665660858,14934
301.tiff,canine cutaneous mast cell tumor,3,193,7.341833114624023,0.11146032810211182,14982
301.tiff,canine cutaneous mast cell tumor,3,194,7.3504638671875,0.11159119755029678,14731
301.tiff,canine cutaneous mast cell tumor,3,195,7.418160438537598,0.11261769384145737,14898
301.tiff,canine cutaneous mast cell tumor,3,196,7.458614826202393,0.1132311150431633,14890
301.tiff,canine cutaneous mast cell tumor,3,197,7.528775215148926,0.11429496854543686,14864
301.tiff,canine cutaneous mast cell tumor,3,198,7.549136161804199,0.11460370570421219,14814
301.tiff,canine cutaneous mast cell tumor,3,199,7.563186168670654,0.11481674760580063,14980
301.tiff,canine cutaneous mast cell tumor,3,200,7.618317127227783,0.11565271019935608,14742
301.tiff,canine cutaneous mast cell tumor,3,201,7.633333206176758,0.11588039994239807,14849
301.tiff,canine cutaneous mast cell tumor,3,202,7.640861511230469,0.11599455028772354,14852
301.tiff,canine cutaneous mast cell tumor,3,203,7.665541648864746,0.11636878550052643,14881
301.tiff,canine cutaneous mast cell tumor,3,204,7.748834133148193,0.11763176321983337,14999
301.tiff,canine cutaneous mast cell tumor,3,205,7.780393123626709,0.1181102991104126,14833
301.tiff,canine cutaneous mast cell tumor,3,206,7.834909439086914,0.1189369410276413,14762
301.tiff,canine cutaneous mast cell tumor,3,207,7.898784637451172,0.1199054941534996,14840
301.tiff,canine cutaneous mast cell tumor,3,208,7.975116729736328,0.12106292694807053,14807
301.tiff,canine cutaneous mast cell tumor,3,209,7.9766974449157715,0.12108689546585083,14989
301.tiff,canine cutaneous mast cell tumor,3,210,7.986171722412109,0.12123055756092072,14937
301.tiff,canine cutaneous mast cell tumor,3,211,8.024928092956543,0.12181822955608368,15014
301.tiff,canine cutaneous mast cell tumor,3,212,8.031394958496094,0.1219162866473198,14771
301.tiff,canine cutaneous mast cell tumor,3,213,8.140019416809082,0.12356338649988174,15011
301.tiff,canine cutaneous mast cell tumor,3,214,8.198201179504395,0.1244455948472023,14932
301.tiff,canine cutaneous mast cell tumor,3,215,8.371620178222656,0.1270751804113388,14817
301.tiff,canine cutaneous mast cell tumor,3,216,8.941637992858887,0.1357184797525406,14839
301.tiff,canine cutaneous mast cell tumor,4,0,1.6656702756881714,0.39426106214523315,14782
301.tiff,canine cutaneous mast cell tumor,4,1,2.6830990314483643,0.6526182889938354,14765
301.tiff,canine cutaneous mast cell tumor,4,2,2.6992032527923584,0.6567076444625854,14843
301.tiff,canine cutaneous mast cell tumor,4,3,2.896956443786621,0.7069234251976013,14741
301.tiff,canine cutaneous mast cell tumor,4,4,3.018831253051758,0.7378712892532349,14873
301.tiff,canine cutaneous mast cell tumor,4,5,3.0245466232299805,0.7393226027488708,14940
301.tiff,canine cutaneous mast cell tumor,4,6,3.1643216609954834,0.7748158574104309,14768
301.tiff,canine cutaneous mast cell tumor,4,7,3.4376978874206543,0.8442347049713135,14763
301.tiff,canine cutaneous mast cell tumor,4,8,3.44120454788208,0.845125138759613,14969
301.tiff,canine cutaneous mast cell tumor,4,9,3.6013288497924805,0.8857857584953308,14827
301.tiff,canine cutaneous mast cell tumor,4,10,3.615241289138794,0.889318585395813,14735
301.tiff,canine cutaneous mast cell tumor,4,11,3.625647783279419,0.8919610977172852,14744
301.tiff,canine cutaneous mast cell tumor,4,12,3.69711971282959,0.9101100564002991,14847
301.tiff,canine cutaneous mast cell tumor,4,13,3.708300828933716,0.9129493236541748,14853
301.tiff,canine cutaneous mast cell tumor,4,14,3.7428672313690186,0.9217268228530884,14908
301.tiff,canine cutaneous mast cell tumor,4,15,3.7934229373931885,0.934564471244812,14819
301.tiff,canine cutaneous mast cell tumor,4,16,3.8157360553741455,0.9402304887771606,15012
301.tiff,canine cutaneous mast cell tumor,4,17,3.9219260215759277,0.967195451259613,14868
301.tiff,canine cutaneous mast cell tumor,4,18,3.932821035385132,0.9699620604515076,15026
301.tiff,canine cutaneous mast cell tumor,4,19,3.9333341121673584,0.9700923562049866,15016
301.tiff,canine cutaneous mast cell tumor,4,20,3.9496853351593018,0.9742444157600403,14978
301.tiff,canine cutaneous mast cell tumor,4,21,4.059220790863037,1.0020588636398315,14729
301.tiff,canine cutaneous mast cell tumor,4,22,4.152857780456543,1.0258362293243408,14776
301.tiff,canine cutaneous mast cell tumor,4,23,4.164729595184326,1.0288509130477905,15013
301.tiff,canine cutaneous mast cell tumor,4,24,4.1957221031188965,1.036720871925354,15036
301.tiff,canine cutaneous mast cell tumor,4,25,4.252037525177002,1.0510210990905762,14968
301.tiff,canine cutaneous mast cell tumor,4,26,4.254422664642334,1.0516268014907837,14983
301.tiff,canine cutaneous mast cell tumor,4,27,4.308173656463623,1.06527578830719,14948
301.tiff,canine cutaneous mast cell tumor,4,28,4.35325288772583,1.0767228603363037,14880
301.tiff,canine cutaneous mast cell tumor,4,29,4.353941917419434,1.0768978595733643,14974
301.tiff,canine cutaneous mast cell tumor,4,30,4.405865669250488,1.0900828838348389,15022
301.tiff,canine cutaneous mast cell tumor,4,31,4.415112495422363,1.0924309492111206,14732
301.tiff,canine cutaneous mast cell tumor,4,32,4.419698715209961,1.0935956239700317,14748
301.tiff,canine cutaneous mast cell tumor,4,33,4.421880722045898,1.0941497087478638,14906
301.tiff,canine cutaneous mast cell tumor,4,34,4.424221038818359,1.0947439670562744,14842
301.tiff,canine cutaneous mast cell tumor,4,35,4.4478230476379395,1.10073721408844,14749
301.tiff,canine cutaneous mast cell tumor,4,36,4.517189025878906,1.1183514595031738,15004
301.tiff,canine cutaneous mast cell tumor,4,37,4.518524646759033,1.1186906099319458,14797
301.tiff,canine cutaneous mast cell tumor,4,38,4.52154016494751,1.1194562911987305,14754
301.tiff,canine cutaneous mast cell tumor,4,39,4.54318380355835,1.1249523162841797,14803
301.tiff,canine cutaneous mast cell tumor,4,40,4.643084526062012,1.150320291519165,14767
301.tiff,canine cutaneous mast cell tumor,4,41,4.663885116577148,1.155602216720581,14734
301.tiff,canine cutaneous mast cell tumor,4,42,4.666109085083008,1.156166911125183,14949
301.tiff,canine cutaneous mast cell tumor,4,43,4.668254852294922,1.1567118167877197,14928
301.tiff,canine cutaneous mast cell tumor,4,44,4.675887584686279,1.1586500406265259,14864
301.tiff,canine cutaneous mast cell tumor,4,45,4.682664394378662,1.1603708267211914,14811
301.tiff,canine cutaneous mast cell tumor,4,46,4.691108703613281,1.1625151634216309,14727
301.tiff,canine cutaneous mast cell tumor,4,47,4.730480670928955,1.1725128889083862,14884
301.tiff,canine cutaneous mast cell tumor,4,48,4.747963905334473,1.1769524812698364,14761
301.tiff,canine cutaneous mast cell tumor,4,49,4.791046142578125,1.1878923177719116,14787
301.tiff,canine cutaneous mast cell tumor,4,50,4.813170909881592,1.1935105323791504,14863
301.tiff,canine cutaneous mast cell tumor,4,51,4.892989635467529,1.213779091835022,15032
301.tiff,canine cutaneous mast cell tumor,4,52,4.916239261627197,1.2196828126907349,14902
301.tiff,canine cutaneous mast cell tumor,4,53,4.978344917297363,1.235453486442566,14777
301.tiff,canine cutaneous mast cell tumor,4,54,4.9785380363464355,1.2355024814605713,14970
301.tiff,canine cutaneous mast cell tumor,4,55,4.989360809326172,1.238250732421875,14869
301.tiff,canine cutaneous mast cell tumor,4,56,5.029610633850098,1.2484713792800903,14964
301.tiff,canine cutaneous mast cell tumor,4,57,5.03134822845459,1.2489126920700073,14958
301.tiff,canine cutaneous mast cell tumor,4,58,5.034119606018066,1.2496163845062256,14930
301.tiff,canine cutaneous mast cell tumor,4,59,5.035427570343018,1.249948501586914,14788
301.tiff,canine cutaneous mast cell tumor,4,60,5.046775817871094,1.252830147743225,14920
301.tiff,canine cutaneous mast cell tumor,4,61,5.0551910400390625,1.2549670934677124,15001
301.tiff,canine cutaneous mast cell tumor,4,62,5.079608917236328,1.2611675262451172,14936
301.tiff,canine cutaneous mast cell tumor,4,63,5.098681926727295,1.2660107612609863,14996
301.tiff,canine cutaneous mast cell tumor,4,64,5.121120929718018,1.2717087268829346,14829
301.tiff,canine cutaneous mast cell tumor,4,65,5.147583961486816,1.278428554534912,14841
301.tiff,canine cutaneous mast cell tumor,4,66,5.200057029724121,1.2917531728744507,14859
301.tiff,canine cutaneous mast cell tumor,4,67,5.202063083648682,1.2922625541687012,14747
301.tiff,canine cutaneous mast cell tumor,4,68,5.216449737548828,1.2959157228469849,14893
301.tiff,canine cutaneous mast cell tumor,4,69,5.238283634185791,1.3014600276947021,15027
301.tiff,canine cutaneous mast cell tumor,4,70,5.260439872741699,1.3070862293243408,14865
301.tiff,canine cutaneous mast cell tumor,4,71,5.264591217041016,1.3081403970718384,14789
301.tiff,canine cutaneous mast cell tumor,4,72,5.270871162414551,1.3097350597381592,14935
301.tiff,canine cutaneous mast cell tumor,4,73,5.317564487457275,1.3215919733047485,14790
301.tiff,canine cutaneous mast cell tumor,4,74,5.34710693359375,1.3290936946868896,14904
301.tiff,canine cutaneous mast cell tumor,4,75,5.384424209594727,1.3385697603225708,14757
301.tiff,canine cutaneous mast cell tumor,4,76,5.391765594482422,1.340433955192566,14955
301.tiff,canine cutaneous mast cell tumor,4,77,5.392271995544434,1.3405625820159912,14952
301.tiff,canine cutaneous mast cell tumor,4,78,5.392286777496338,1.3405662775039673,14835
301.tiff,canine cutaneous mast cell tumor,4,79,5.489377498626709,1.3652206659317017,14939
301.tiff,canine cutaneous mast cell tumor,4,80,5.501258850097656,1.3682377338409424,14973
301.tiff,canine cutaneous mast cell tumor,4,81,5.533919334411621,1.3765312433242798,14918
301.tiff,canine cutaneous mast cell tumor,4,82,5.538464546203613,1.3776854276657104,14875
301.tiff,canine cutaneous mast cell tumor,4,83,5.555239200592041,1.381945013999939,14781
301.tiff,canine cutaneous mast cell tumor,4,84,5.5830979347229,1.389019250869751,14769
301.tiff,canine cutaneous mast cell tumor,4,85,5.633157730102539,1.401731014251709,14812
301.tiff,canine cutaneous mast cell tumor,4,86,5.741645812988281,1.4292795658111572,14823
301.tiff,canine cutaneous mast cell tumor,4,87,5.765383720397949,1.4353073835372925,14836
301.tiff,canine cutaneous mast cell tumor,4,88,5.768496990203857,1.4360979795455933,14798
301.tiff,canine cutaneous mast cell tumor,4,89,5.848079204559326,1.4563063383102417,14963
301.tiff,canine cutaneous mast cell tumor,4,90,5.857792377471924,1.458772897720337,14913
301.tiff,canine cutaneous mast cell tumor,4,91,5.9208455085754395,1.474784016609192,14778
301.tiff,canine cutaneous mast cell tumor,4,92,5.922079563140869,1.475097417831421,14857
301.tiff,canine cutaneous mast cell tumor,4,93,5.924961090087891,1.4758291244506836,14753
301.tiff,canine cutaneous mast cell tumor,4,94,5.927418231964111,1.4764530658721924,14840
301.tiff,canine cutaneous mast cell tumor,4,95,6.024839401245117,1.5011913776397705,15003
301.tiff,canine cutaneous mast cell tumor,4,96,6.043824672698975,1.5060123205184937,14912
301.tiff,canine cutaneous mast cell tumor,4,97,6.069344997406006,1.5124926567077637,14997
301.tiff,canine cutaneous mast cell tumor,4,98,6.085269451141357,1.5165364742279053,15002
301.tiff,canine cutaneous mast cell tumor,4,99,6.088741302490234,1.5174180269241333,14874
301.tiff,canine cutaneous mast cell tumor,4,100,6.104706287384033,1.5214720964431763,14856
301.tiff,canine cutaneous mast cell tumor,4,101,6.108554363250732,1.522449254989624,14786
301.tiff,canine cutaneous mast cell tumor,4,102,6.115013122558594,1.5240893363952637,14946
301.tiff,canine cutaneous mast cell tumor,4,103,6.120981693267822,1.5256048440933228,15025
301.tiff,canine cutaneous mast cell tumor,4,104,6.193007469177246,1.5438945293426514,14800
301.tiff,canine cutaneous mast cell tumor,4,105,6.197428226470947,1.545017123222351,14796
301.tiff,canine cutaneous mast cell tumor,4,106,6.238125801086426,1.5553514957427979,14825
301.tiff,canine cutaneous mast cell tumor,4,107,6.243126392364502,1.5566213130950928,14844
301.tiff,canine cutaneous mast cell tumor,4,108,6.243783473968506,1.5567880868911743,14795
301.tiff,canine cutaneous mast cell tumor,4,109,6.2877349853515625,1.567948818206787,14849
301.tiff,canine cutaneous mast cell tumor,4,110,6.306430339813232,1.5726962089538574,14921
301.tiff,canine cutaneous mast cell tumor,4,111,6.319920539855957,1.5761216878890991,14942
301.tiff,canine cutaneous mast cell tumor,4,112,6.441590309143066,1.6070175170898438,15010
301.tiff,canine cutaneous mast cell tumor,4,113,6.45392370223999,1.6101493835449219,14750
301.tiff,canine cutaneous mast cell tumor,4,114,6.464442729949951,1.6128205060958862,14882
301.tiff,canine cutaneous mast cell tumor,4,115,6.500720977783203,1.622032642364502,14742
301.tiff,canine cutaneous mast cell tumor,4,116,6.511809349060059,1.6248483657836914,14932
301.tiff,canine cutaneous mast cell tumor,4,117,6.565354347229004,1.6384451389312744,15011
301.tiff,canine cutaneous mast cell tumor,4,118,6.590465068817139,1.6448215246200562,14916
301.tiff,canine cutaneous mast cell tumor,4,119,6.618161201477051,1.651854395866394,14833
301.tiff,canine cutaneous mast cell tumor,4,120,6.618729591369629,1.65199875831604,14950
301.tiff,canine cutaneous mast cell tumor,4,121,6.62410306930542,1.6533632278442383,14764
301.tiff,canine cutaneous mast cell tumor,4,122,6.632423400878906,1.6554760932922363,14771
301.tiff,canine cutaneous mast cell tumor,4,123,6.646147727966309,1.6589610576629639,15051
301.tiff,canine cutaneous mast cell tumor,4,124,6.661636829376221,1.6628942489624023,14733
301.tiff,canine cutaneous mast cell tumor,4,125,6.661688327789307,1.662907361984253,14858
301.tiff,canine cutaneous mast cell tumor,4,126,6.7045722007751465,1.6737968921661377,14897
301.tiff,canine cutaneous mast cell tumor,4,127,6.706552505493164,1.674299716949463,14731
301.tiff,canine cutaneous mast cell tumor,4,128,6.716041088104248,1.6767091751098633,14914
301.tiff,canine cutaneous mast cell tumor,4,129,6.743680000305176,1.6837276220321655,14981
301.tiff,canine cutaneous mast cell tumor,4,130,6.79115104675293,1.695781946182251,14759
301.tiff,canine cutaneous mast cell tumor,4,131,6.868717193603516,1.715478539466858,14901
301.tiff,canine cutaneous mast cell tumor,4,132,6.954951286315918,1.737376093864441,14737
301.tiff,canine cutaneous mast cell tumor,4,133,6.986626148223877,1.7454192638397217,14888
301.tiff,canine cutaneous mast cell tumor,4,134,7.018453121185303,1.7535011768341064,14977
301.tiff,canine cutaneous mast cell tumor,4,135,7.043690204620361,1.7599096298217773,14815
301.tiff,canine cutaneous mast cell tumor,4,136,7.0450849533081055,1.7602638006210327,14766
301.tiff,canine cutaneous mast cell tumor,4,137,7.088670253753662,1.771331548690796,14736
301.tiff,canine cutaneous mast cell tumor,4,138,7.109653949737549,1.7766599655151367,14726
301.tiff,canine cutaneous mast cell tumor,4,139,7.126201152801514,1.780861735343933,14961
301.tiff,canine cutaneous mast cell tumor,4,140,7.15585470199585,1.7883917093276978,14998
301.tiff,canine cutaneous mast cell tumor,4,141,7.241393566131592,1.810112714767456,15017
301.tiff,canine cutaneous mast cell tumor,4,142,7.266223907470703,1.816417932510376,14876
301.tiff,canine cutaneous mast cell tumor,4,143,7.274856090545654,1.8186099529266357,14814
301.tiff,canine cutaneous mast cell tumor,4,144,7.284544467926025,1.8210700750350952,14915
301.tiff,canine cutaneous mast cell tumor,4,145,7.363909721374512,1.8412234783172607,14905
301.tiff,canine cutaneous mast cell tumor,4,146,7.385507106781006,1.8467077016830444,14808
301.tiff,canine cutaneous mast cell tumor,4,147,7.41398811340332,1.8539398908615112,14962
301.tiff,canine cutaneous mast cell tumor,4,148,7.421189308166504,1.8557685613632202,14945
301.tiff,canine cutaneous mast cell tumor,4,149,7.428738117218018,1.8576854467391968,14878
